"ip_addr","load_ms","image_total","minify_save","score_cookies","score_compress","requestType","type","dns_start","ssl_end","contentType","gzip_save","is_secure","server_count","score_gzip","ssl_start","full_url","dns_ms","connect_end","responseCode","ssl_ms","image_save","bytesIn","initiator_line","bytesOut","minify_total","cacheControl","id","dns_end","ttfb_ms","connect_start","score_cdn","cache_time","objectSizeUncompressed","load_start","connect_ms","method","objectSize","gzip_total","initiator_column","request_id","score_combine","score_etags","host","score_keep-alive","score_minify","initiator","socket","created","url","score_cache","server_rtt","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","protocol","priority","is_base_page","contentEncoding","expires","jpeg_scan_count","score_progressive_jpeg",
"69.147.82.61","288","10086","","-1","100","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://s.yimg.com/uu/api/res/1.2/xlyPJXtZBR9QLPxDnMj2Hg--~B/Zmk9c3RyaW07aD0yMDA7cHlvZmY9MDt3PTIwMDtzbT0xO2FwcGlkPXl0YWNoeW9u/http://l.yimg.com/av/curveball/ads/pr/NONE/450x450/77401f9ddaad5bb06e46949e6c1d2788.jpeg","-1","-1","200","-1","0","11716","77","167","","max-age=31536000, public","181105_P9_M","-1","247","-1","100","31399020","10086","1111","-1","GET","10086","","","0.38","-1","-1","s.yimg.com","100","-1","https://www.yahoo.com/","2","942","/uu/api/res/1.2/xlyPJXtZBR9QLPxDnMj2Hg--~B/Zmk9c3RyaW07aD0yMDA7cHlvZmY9MDt3PTIwMDtzbT0xO2FwcGlkPXl0YWNoeW9u/http://l.yimg.com/av/curveball/ads/pr/NONE/450x450/77401f9ddaad5bb06e46949e6c1d2788.jpeg","100","","Yahoo","1399","1111","1358","1358","1399","41","1111","1399","288","31","32","1","0","h2","low","","","","1","50",
"69.147.82.61","285","9161","","-1","100","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://s.yimg.com/uu/api/res/1.2/Obs7QdBsBlCcAQYkWHMbbA--~B/Zmk9c3RyaW07aD0yMDA7cHlvZmY9MDt3PTIwMDtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en-US/homerun/marie_claire_447/8ed90a6dd74c8956ec951f3b96f3bdcc","-1","-1","200","-1","0","10799","77","163","","public,max-age=2592000,immutable","181105_P9_M","-1","243","-1","100","2555491","9161","1111","-1","GET","9161","","","0.35","-1","-1","s.yimg.com","100","-1","https://www.yahoo.com/","2","941","/uu/api/res/1.2/Obs7QdBsBlCcAQYkWHMbbA--~B/Zmk9c3RyaW07aD0yMDA7cHlvZmY9MDt3PTIwMDtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en-US/homerun/marie_claire_447/8ed90a6dd74c8956ec951f3b96f3bdcc","100","","Yahoo","1396","1111","1354","1354","1396","42","1111","1396","285","32","33","1","0","h2","low","","","","1","50",
"69.147.82.61","281","4835","","-1","100","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://s.yimg.com/uu/api/res/1.2/.QgF5KgVpYjd9UUjqjgytw--~B/Zmk9c3RyaW07aD0yMDA7cHlvZmY9MDt3PTIwMDtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en-GB/homerun/the_independent_635/c13d702240e40e67d07ab62bbcdc6c8c","-1","-1","200","-1","0","6473","77","165","","public,max-age=2592000,immutable","181105_P9_M","-1","218","-1","100","2568084","4835","1111","-1","GET","4835","","","0.33","-1","-1","s.yimg.com","100","-1","https://www.yahoo.com/","2","940","/uu/api/res/1.2/.QgF5KgVpYjd9UUjqjgytw--~B/Zmk9c3RyaW07aD0yMDA7cHlvZmY9MDt3PTIwMDtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en-GB/homerun/the_independent_635/c13d702240e40e67d07ab62bbcdc6c8c","100","","Yahoo","1392","1111","1329","1329","1392","63","1111","1392","281","33","34","1","0","h2","low","","","","1","50",
"69.147.82.61","478","7894","","-1","100","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://s.yimg.com/uu/api/res/1.2/7Nk5RFUZyHn1iz6D3Vkodg--~B/Zmk9c3RyaW07aD0yMDA7cHlvZmY9MDt3PTIwMDtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en-US/homerun/refinery29_778/20f5ea4f51ce23b48818d7c9fc514ed0","-1","-1","200","-1","0","9531","77","162","","public,max-age=2592000,immutable","181105_P9_M","-1","247","-1","100","2583218","7894","1112","-1","GET","7894","","","0.37","-1","-1","s.yimg.com","100","-1","https://www.yahoo.com/","2","942","/uu/api/res/1.2/7Nk5RFUZyHn1iz6D3Vkodg--~B/Zmk9c3RyaW07aD0yMDA7cHlvZmY9MDt3PTIwMDtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en-US/homerun/refinery29_778/20f5ea4f51ce23b48818d7c9fc514ed0","100","","Yahoo","1590","1112","1359","1359","1590","231","1112","1590","478","34","35","1","0","h2","low","","","","1","50",
"69.147.82.61","288","7062","","-1","100","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://s.yimg.com/uu/api/res/1.2/0LMT8uTKZv1YHYuOxxYOfg--~B/Zmk9c3RyaW07aD0yMDA7cHlvZmY9MDt3PTIwMDtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en-US/video/video.kabc.abc.news.com/387bcfdfefcb688ffcf3cef269ed2ecf","-1","-1","200","-1","0","8701","77","167","","public,max-age=2592000,immutable","181105_P9_M","-1","244","-1","100","2462400","7062","1112","-1","GET","7062","","","0.36","-1","-1","s.yimg.com","100","-1","https://www.yahoo.com/","2","942","/uu/api/res/1.2/0LMT8uTKZv1YHYuOxxYOfg--~B/Zmk9c3RyaW07aD0yMDA7cHlvZmY9MDt3PTIwMDtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en-US/video/video.kabc.abc.news.com/387bcfdfefcb688ffcf3cef269ed2ecf","100","","Yahoo","1400","1112","1356","1356","1400","44","1112","1400","288","35","36","1","0","h2","low","","","","1","50",
"69.147.82.61","283","11871","","-1","100","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://s.yimg.com/uu/api/res/1.2/ZlxZfCbr8H.8ApXoygRa7A--~B/Zmk9c3RyaW07aD0yMDA7cHlvZmY9MDt3PTIwMDtzbT0xO2FwcGlkPXl0YWNoeW9u/http://l.yimg.com/av/curveball/ads/pr/NONE/450x450/01a214637ee5e4cdacdbbef2d3921549.jpeg","-1","-1","200","-1","0","13499","77","165","","max-age:31536000,public","181105_P9_M","-1","234","-1","100","0","11871","1112","-1","GET","11871","","","0.34","-1","-1","s.yimg.com","100","-1","https://www.yahoo.com/","2","941","/uu/api/res/1.2/ZlxZfCbr8H.8ApXoygRa7A--~B/Zmk9c3RyaW07aD0yMDA7cHlvZmY9MDt3PTIwMDtzbT0xO2FwcGlkPXl0YWNoeW9u/http://l.yimg.com/av/curveball/ads/pr/NONE/450x450/01a214637ee5e4cdacdbbef2d3921549.jpeg","0","","Yahoo","1395","1112","1346","1346","1395","49","1112","1395","283","36","37","1","0","h2","low","","","","1","0",
"69.147.82.61","479","","","-1","-1","Script","3","-1","-1","application/javascript","0","1","","100","-1","https://s.yimg.com/ss/rapid-3.53.1.js","-1","-1","200","-1","","18434","77","29","","max-age=31536000, immutable","181105_P9_M","-1","329","-1","100","30215980","47110","1114","-1","GET","17027","17027","","0.40","-1","-1","s.yimg.com","100","-1","https://www.yahoo.com/","2","945","/ss/rapid-3.53.1.js","100","","Yahoo","1593","1114","1443","1443","1593","150","1114","1593","479","37","38","1","0","h2","high","","gzip","","","",
"69.147.82.61","482","","","-1","-1","Script","3","-1","-1","application/javascript; charset=utf-8","0","1","","100","-1","https://s.yimg.com/rq/darla/3-4-0/js/g-r-min.js","-1","-1","200","-1","","89059","77","37","","public,max-age=86400","181105_P9_M","-1","248","-1","100","54544","207999","1114","-1","GET","87646","87646","","0.39","-1","-1","s.yimg.com","100","-1","https://www.yahoo.com/","2","945","/rq/darla/3-4-0/js/g-r-min.js","50","","Yahoo","1596","1114","1362","1362","1596","234","1114","1596","482","38","39","1","0","h2","high","","gzip","","","",
"69.147.64.34","176","975","","-1","100","Image","3","908","1114","image/jpeg","","1","","-1","1010","https://ct.yimg.com/cy/1768/39361574426_98028a_48sq.jpg","74","1010","200","104","0","2653","77","223","","max-age=604800,public","181105_P9_M","982","34","983","100","172481","975","1118","27","GET","975","","","0.32","-1","-1","ct.yimg.com","100","-1","https://www.yahoo.com/","3","861","/cy/1768/39361574426_98028a_48sq.jpg","50","","Yahoo","1294","1118","1152","1152","1294","142","908","1294","381","39","40","1","0","h2","low","","","Wed, 07 Nov 2018 00:53:59 UTC","1","50",
"69.147.82.61","1010","","","-1","-1","Script","3","-1","-1","application/javascript","0","1","","100","-1","https://s.yimg.com/os/yaft/yaft-0.3.14.min.js","-1","-1","200","-1","","7310","77","35","","public, max-age=536112000","181105_P9_M","-1","323","-1","100","536110097","16720","1121","-1","GET","5745","5745","","0.46","-1","-1","s.yimg.com","100","-1","https://www.yahoo.com/","2","946","/os/yaft/yaft-0.3.14.min.js","100","","Yahoo","2131","1121","1444","1444","2131","687","1121","2131","1010","40","41","1","0","h2","high","","gzip","Sun, 15 Jul 2035 23:00:26 GMT","","",
"69.147.82.61","1016","","","-1","-1","Script","3","-1","-1","application/javascript","0","1","","100","-1","https://s.yimg.com/os/yaft/yaft-plugin-aftnoad-0.1.5.min.js","-1","-1","200","-1","","2264","77","45","","public,max-age=536112000","181105_P9_M","-1","323","-1","100","536106184","1144","1121","-1","GET","585","585","","0.47","-1","-1","s.yimg.com","100","-1","https://www.yahoo.com/","2","946","/os/yaft/yaft-plugin-aftnoad-0.1.5.min.js","100","","Yahoo","2137","1121","1444","1444","2137","693","1121","2137","1016","41","42","1","0","h2","high","","gzip","Wed, 16 May 2035 11:15:02 GMT","","",
"69.147.82.61","474","","","-1","-1","Script","3","-1","-1","application/javascript","0","1","","100","-1","https://s.yimg.com/aaq/wf/wf-core-1.4.2.js","-1","-1","200","-1","","24240","77","33","","public,max-age=315360000","181105_P9_M","-1","322","-1","100","315339836","93094","1121","-1","GET","22788","22788","","0.45","-1","-1","s.yimg.com","100","-1","https://www.yahoo.com/","2","946","/aaq/wf/wf-core-1.4.2.js","100","","Yahoo","1595","1121","1443","1443","1595","152","1121","1595","474","42","43","1","0","h2","high","","gzip","","","",
"69.147.82.61","473","","","-1","-1","Script","3","-1","-1","application/x-javascript","0","1","","100","-1","https://s.yimg.com/nn/lib/metro/g/myy/caas-viewer_0.0.169.js","-1","-1","200","-1","","10272","77","46","","max-age=31536000, public, immutable","181105_P9_M","-1","321","-1","100","31536000","28951","1121","-1","GET","8862","8862","","0.42","-1","-1","s.yimg.com","100","-1","https://www.yahoo.com/","2","945","/nn/lib/metro/g/myy/caas-viewer_0.0.169.js","100","","Yahoo","1594","1121","1442","1442","1594","152","1121","1594","473","43","44","1","0","h2","high","","gzip","","","",
"69.147.82.61","472","","","-1","-1","Script","3","-1","-1","application/x-javascript","0","1","","100","-1","https://s.yimg.com/nn/lib/metro/g/myy/livestream-manager_0.0.32.js","-1","-1","200","-1","","3210","77","50","","max-age=31536000, public, immutable","181105_P9_M","-1","321","-1","100","31536000","4210","1121","-1","GET","1800","1800","","0.41","-1","-1","s.yimg.com","100","-1","https://www.yahoo.com/","2","945","/nn/lib/metro/g/myy/livestream-manager_0.0.32.js","100","","Yahoo","1593","1121","1442","1442","1593","151","1121","1593","472","44","45","1","0","h2","high","","gzip","","","",
"69.147.82.61","473","","","-1","-1","Script","3","-1","-1","application/x-javascript","0","1","","100","-1","https://s.yimg.com/nn/lib/metro/g/myy/video-manager-standalone_0.0.44.js","-1","-1","200","-1","","5458","77","54","","max-age=31536000, public, immutable","181105_P9_M","-1","321","-1","100","31536000","10998","1122","-1","GET","4048","4048","","0.44","-1","-1","s.yimg.com","100","-1","https://www.yahoo.com/","2","946","/nn/lib/metro/g/myy/video-manager-standalone_0.0.44.js","100","","Yahoo","1595","1122","1443","1443","1595","152","1122","1595","473","45","46","1","0","h2","high","","gzip","","","",
"69.147.82.61","473","","","-1","-1","Script","3","-1","-1","application/x-javascript","0","1","","100","-1","https://s.yimg.com/nn/lib/metro/g/myy/history_0.0.24.js","-1","-1","200","-1","","1994","77","42","","max-age=31536000, public, immutable","181105_P9_M","-1","321","-1","100","31536000","1468","1122","-1","GET","585","585","","0.43","-1","-1","s.yimg.com","100","-1","https://www.yahoo.com/","2","946","/nn/lib/metro/g/myy/history_0.0.24.js","100","","Yahoo","1595","1122","1443","1443","1595","152","1122","1595","473","46","47","1","0","h2","high","","gzip","","","",
"69.147.82.61","806","11514","","-1","100","Image","3","-1","-1","image/png","","1","","-1","-1","https://s.yimg.com/dh/ap/default/150604/orb.png","-1","-1","200","-1","0","13142","181","36","","max-age=31536000,public","181105_P9_M","-1","34","-1","100","31025375","11514","1490","-1","GET","11514","","","0.51","-1","-1","s.yimg.com","100","-1","https://www.yahoo.com/","2","1487","/dh/ap/default/150604/orb.png","100","","Yahoo","2296","1490","1524","1524","2296","772","1490","2296","806","47","48","1","0","h2","low","","","Sat, 05 Sep 2026 00:00:00 GMT","","",
"192.229.163.248","584","43","","-1","100","Image","3","1432","1707","image/gif","","1","","-1","1572","https://aka-cdn.adtechus.com/images/ATCollapse.gif","106","1572","200","135","0","284","115","218","","max-age=608400","181105_P9_M","1538","53","1539","100","608400","43","1713","33","GET","43","","71","0.49","-1","-1","aka-cdn.adtechus.com","100","-1","https://www.yahoo.com/","4","1423","/images/ATCollapse.gif","100","","Edgecast","2297","1713","1766","1766","2297","531","1432","2297","858","48","49","1","0","h2","low","","","Mon, 12 Nov 2018 01:59:18 GMT","","",
"98.138.219.232","401","","","-1","-1","XHR","3","-1","-1","application/x-javascript","0","1","","100","-1","https://www.yahoo.com/lib/metro/g/myy/rapidworker_1_2_0.0.30.js","-1","-1","200","-1","","9153","1","96","","max-age=31536000, public, immutable","181105_P9_M","-1","49","-1","0","31515528","16605","1898","-1","GET","7125","7125","12815","0.54","-1","-1","www.yahoo.com","100","-1","https://s.yimg.com/ss/rapid-3.53.1.js","1","1897","/lib/metro/g/myy/rapidworker_1_2_0.0.30.js","100","","","2299","1898","1947","1947","2299","352","1898","2299","401","49","50","1","0","h2","medium","","gzip","","","",
"98.138.219.232","316","","","-1","-1","Fetch","3","-1","-1","application/json","0","1","","100","-1","https://www.yahoo.com/fpjs/viewer/?device=smartphone&bucket=MFPNAD01,FPMRAP12,strm013&rid=7os92j5dtv5f5&site=fp&lang=en-US&region=US&features=enableSlickVideo,enableVideoDocking&uuid=390ddfa2-e12d-3fae-8232-e3252de83abf,6c98a1ed-0f70-39e1-9cdd-64d824fbb1b5,7ab9dbe4-11f2-3d5c-9e78-9c7f1267dcfd,b3cca145-631e-3742-9ef2-1a6cecdc788c,bcde7f4a-c61c-3ded-9d76-e97516b0daa7,efcb1423-d7a4-350b-9521-fd8734c4734c","-1","-1","200","-1","","20123","1","291","","private","181105_P9_M","-1","82","-1","0","0","79286","1991","-1","GET","18735","18735","91691","0.55","-1","-1","www.yahoo.com","100","-1","https://s.yimg.com/aaq/wf/wf-core-1.4.2.js","1","1990","/fpjs/viewer/?device=smartphone&bucket=MFPNAD01,FPMRAP12,strm013&rid=7os92j5dtv5f5&site=fp&lang=en-US&region=US&features=enableSlickVideo,enableVideoDocking&uuid=390ddfa2-e12d-3fae-8232-e3252de83abf,6c98a1ed-0f70-39e1-9cdd-64d824fbb1b5,7ab9dbe4-11f2-3d5c-9e78-9c7f1267dcfd,b3cca145-631e-3742-9ef2-1a6cecdc788c,bcde7f4a-c61c-3ded-9d76-e97516b0daa7,efcb1423-d7a4-350b-9521-fd8734c4734c","0","","","2307","1991","2073","2073","2307","234","1991","2307","316","50","51","1","0","h2","medium","","gzip","","","",
"98.138.219.232","349","","","-1","-1","Fetch","3","-1","-1","application/json","0","1","","100","-1","https://www.yahoo.com/fpjs/viewer/?device=smartphone&bucket=MFPNAD01,FPMRAP12,strm013&rid=7os92j5dtv5f5&site=fp&lang=en-US&region=US&features=enableSlickVideo,enableVideoDocking&uuid=00df2a35-ee7b-3c0b-85da-5987ce578ca9,08ff0334-a68e-350f-aee5-14b2ce51b292,14eeb1c9-8dc1-35e5-b6df-0c55f83ab227,512c7e37-54c3-397b-896a-515c7c883054,622a778a-1dae-30c5-b373-9f99af6976d8,84676b5a-bbfe-32ca-8ca7-4250ea166254,9507e147-0ace-333c-abcc-5a723b38528d,9c104e0c-9898-3185-86d7-a1b6283d51bd,dcf79402-cb8d-3387-90f6-8b074f9b2dc7,f6c5ccf6-782c-3e65-8af2-13b080bbfba5","-1","-1","200","-1","","31213","1","398","","private","181105_P9_M","-1","101","-1","0","0","148992","1991","-1","GET","30772","30772","91691","0.56","-1","-1","www.yahoo.com","100","-1","https://s.yimg.com/aaq/wf/wf-core-1.4.2.js","1","1990","/fpjs/viewer/?device=smartphone&bucket=MFPNAD01,FPMRAP12,strm013&rid=7os92j5dtv5f5&site=fp&lang=en-US&region=US&features=enableSlickVideo,enableVideoDocking&uuid=00df2a35-ee7b-3c0b-85da-5987ce578ca9,08ff0334-a68e-350f-aee5-14b2ce51b292,14eeb1c9-8dc1-35e5-b6df-0c55f83ab227,512c7e37-54c3-397b-896a-515c7c883054,622a778a-1dae-30c5-b373-9f99af6976d8,84676b5a-bbfe-32ca-8ca7-4250ea166254,9507e147-0ace-333c-abcc-5a723b38528d,9c104e0c-9898-3185-86d7-a1b6283d51bd,dcf79402-cb8d-3387-90f6-8b074f9b2dc7,f6c5ccf6-782c-3e65-8af2-13b080bbfba5","0","","","2340","1991","2092","2092","2340","248","1991","2340","349","51","52","1","0","h2","medium","","gzip","","","",
"98.138.219.232","257","","","-1","-1","Fetch","3","-1","-1","application/json; charset=utf-8","0","1","","100","-1","https://www.yahoo.com/tdv2_fp/remote?config.setDiscoveredCookie=true&config.xhrPathPrefix=%2Ftdv2_fp%2Fremote&ctrl=UserIntentPreference&m_id=tdv2-applet-cards&m_mode=json","-1","-1","200","-1","","1013","1","119","","","181105_P9_M","-1","45","-1","0","0","42","2045","-1","GET","61","61","91691","0.57","-1","-1","www.yahoo.com","100","-1","https://s.yimg.com/aaq/wf/wf-core-1.4.2.js","1","2044","/tdv2_fp/remote?config.setDiscoveredCookie=true&config.xhrPathPrefix=%2Ftdv2_fp%2Fremote&ctrl=UserIntentPreference&m_id=tdv2-applet-cards&m_mode=json","0","","","2302","2045","2090","2090","2302","212","2045","2302","257","52","53","1","0","h2","medium","","gzip","","","",
"69.147.82.61","232","36384","","-1","100","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://s.yimg.com/uu/api/res/1.2/9ANDaZyfd8WhulmzCmBgOw--~B/Zmk9c3RyaW07aD00MzI7cHlvZmY9MDtxPTgwO3c9NzY4O3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-uploaded-images/2018-11/6b932570-e06e-11e8-be7f-1fab52e5fe0f","-1","-1","200","-1","0","37988","1","186","","public, max-age=604800","181105_P9_M","-1","40","-1","100","590677","36384","2071","-1","GET","36384","","1519","0.58","-1","-1","s.yimg.com","100","-1","https://s.yimg.com/aaq/wf/wf-image-1.0.8.js","2","2070","/uu/api/res/1.2/9ANDaZyfd8WhulmzCmBgOw--~B/Zmk9c3RyaW07aD00MzI7cHlvZmY9MDtxPTgwO3c9NzY4O3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-uploaded-images/2018-11/6b932570-e06e-11e8-be7f-1fab52e5fe0f","50","","Yahoo","2303","2071","2111","2111","2303","192","2071","2303","232","53","54","1","0","h2","low","","","","1","0",
"69.147.82.61","232","1382","","-1","100","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://s.yimg.com/lo/api/res/1.2/.0HltvzuUDiV3vQjVE3CDQ--~B/YXBwaWQ9eW15O3c9NjA-/https://ct.yimg.com/cy/4580/37434900783_4a816a_192sq.jpg","-1","-1","200","-1","0","2956","1","106","","max-age=604800,public","181105_P9_M","-1","45","-1","100","591043","1382","2072","-1","GET","1382","","1519","0.59","-1","-1","s.yimg.com","100","-1","https://s.yimg.com/aaq/wf/wf-image-1.0.8.js","2","2071","/lo/api/res/1.2/.0HltvzuUDiV3vQjVE3CDQ--~B/YXBwaWQ9eW15O3c9NjA-/https://ct.yimg.com/cy/4580/37434900783_4a816a_192sq.jpg","50","","Yahoo","2304","2072","2117","2117","2304","187","2072","2304","232","54","55","1","0","h2","low","","","","1","50",
"69.147.82.61","234","52751","","-1","100","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://s.yimg.com/uu/api/res/1.2/BTrkOg1ZrCMfKgR.BHnI.g--~B/Zmk9c3RyaW07aD00MzI7cHlvZmY9MDtxPTgwO3c9NzY4O3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-uploaded-images/2018-11/622a89b0-e05f-11e8-afdf-315c36b60c7d","-1","-1","200","-1","0","54355","1","186","","public, max-age=604800","181105_P9_M","-1","46","-1","100","582719","52751","2073","-1","GET","52751","","1519","0.60","-1","-1","s.yimg.com","100","-1","https://s.yimg.com/aaq/wf/wf-image-1.0.8.js","2","2072","/uu/api/res/1.2/BTrkOg1ZrCMfKgR.BHnI.g--~B/Zmk9c3RyaW07aD00MzI7cHlvZmY9MDtxPTgwO3c9NzY4O3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-uploaded-images/2018-11/622a89b0-e05f-11e8-afdf-315c36b60c7d","50","","Yahoo","2307","2073","2119","2119","2307","188","2073","2307","234","55","56","1","0","h2","low","","","","1","0",
"69.147.82.61","234","1511","","-1","100","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://s.yimg.com/lo/api/res/1.2/XxzTm36LUif1G9ResaojBA--~B/YXBwaWQ9eW15O3c9NjA-/https://ct.yimg.com/cy/1772/29332397299_879050_o.jpg","-1","-1","200","-1","0","3082","1","102","","max-age=604800,public","181105_P9_M","-1","57","-1","100","355110","1511","2074","-1","GET","1511","","1519","0.61","-1","-1","s.yimg.com","100","-1","https://s.yimg.com/aaq/wf/wf-image-1.0.8.js","2","2073","/lo/api/res/1.2/XxzTm36LUif1G9ResaojBA--~B/YXBwaWQ9eW15O3c9NjA-/https://ct.yimg.com/cy/1772/29332397299_879050_o.jpg","50","","Yahoo","2308","2074","2131","2131","2308","177","2074","2308","234","56","57","1","0","h2","low","","","","1","50",
"66.218.84.43","216","","","-1","-1","XHR","3","1845","2156","","","1","","-1","1972","https://udc.yahoo.com/v2/public/yql?yhlVer=2&yhlClient=rapid&yhlS=1197228339&yhlCT=2&yhlBTMS=1541379558680&yhlClientVer=3.53.1&yhlRnd=8nZfk9J9dDOAbt37&yhlCompressed=0","73","1972","204","184","","1044","1","2119","","private, no-cache, no-store, must-revalidate, max-age=0","181105_P9_M","1918","78","1919","-1","","0","2158","53","POST","0","","9656","0.53","-1","-1","udc.yahoo.com","-1","-1","https://s.yimg.com/ss/rapid-3.53.1.js","5","1844","/v2/public/yql?yhlVer=2&yhlClient=rapid&yhlS=1197228339&yhlCT=2&yhlBTMS=1541379558680&yhlClientVer=3.53.1&yhlRnd=8nZfk9J9dDOAbt37&yhlCompressed=0","-1","","","2374","2158","2236","2236","2374","138","1845","2374","526","57","58","1","0","h2","medium","","","Wed, 01 Mar 1995 00:00:00 GMT","","",
"","177","","","-1","-1","Beacon","3","-1","-1","image/gif","","1","","-1","-1","https://www.yahoo.com/p.gif?beaconType=saready&timeFromNavigationStart=2171&timeFromDomLoading=1365","-1","-1","200","-1","","1356","1","0","","private","181105_P9_M","-1","176","-1","0","0","0","2167","-1","POST","153","","81819","0.62","-1","-1","www.yahoo.com","100","-1","https://s.yimg.com/aaq/wf/wf-core-1.4.2.js","-1","2167","/p.gif?beaconType=saready&timeFromNavigationStart=2171&timeFromDomLoading=1365","0","","","2344","2167","2343","2343","2344","1","2167","2344","177","58","59","1","0","","","","","","","",
"98.138.219.232","169","","","-1","-1","XHR","3","-1","-1","application/json; charset=utf-8; charset=utf-8","0","1","","100","-1","https://www.yahoo.com/_td_api/resource/notificationHistory;count=4;imageTag=img%3A40x40%7C2%7C80;lastUpdate=1541379559;lang=en-US;region=US","-1","-1","200","-1","","1763","102","389","","private","181105_P9_M","-1","72","-1","0","0","1755","2176","-1","GET","862","862","56445","0.63","-1","-1","www.yahoo.com","100","-1","https://www.yahoo.com/","1","2175","/_td_api/resource/notificationHistory;count=4;imageTag=img%3A40x40%7C2%7C80;lastUpdate=1541379559;lang=en-US;region=US","0","","","2345","2176","2248","2248","2345","97","2176","2345","169","59","60","1","0","h2","medium","","gzip","","","",
"","291","","","-1","-1","Beacon","3","-1","-1","image/gif","","1","","-1","-1","https://www.yahoo.com/p.gif?for=Function&beaconType=wafer_log&info=%7B%22duration%22%3A291%2C%22source%22%3A%22NETWORK%22%2C%22url%22%3A%22/tdv2_fp/remote%3Fconfig.setDiscoveredCookie%3Dtrue%26config.xhrPathPrefix%3D%252Ftdv2_fp%252Fremote%26ctrl%3DUserIntentPreference%26m_id%3Dtdv2-applet-cards%26m_mode%3Djson%22%7D&rid=7os92j5dtv5f5&bucket=MFPNAD01,FPMRAP12,strm013&apptype=default","-1","-1","200","-1","","2064","1","0","","private","181105_P9_M","-1","291","-1","0","0","0","2325","-1","POST","153","","81819","0.64","-1","-1","www.yahoo.com","100","-1","https://s.yimg.com/aaq/wf/wf-core-1.4.2.js","-1","2325","/p.gif?for=Function&beaconType=wafer_log&info=%7B%22duration%22%3A291%2C%22source%22%3A%22NETWORK%22%2C%22url%22%3A%22/tdv2_fp/remote%3Fconfig.setDiscoveredCookie%3Dtrue%26config.xhrPathPrefix%3D%252Ftdv2_fp%252Fremote%26ctrl%3DUserIntentPreference%26m_id%3Dtdv2-applet-cards%26m_mode%3Djson%22%7D&rid=7os92j5dtv5f5&bucket=MFPNAD01,FPMRAP12,strm013&apptype=default","0","","","2616","2325","2616","2616","2616","0","2325","2616","291","60","61","1","0","","","","","","","",
"69.147.82.61","267","7531","","-1","100","Image","3","-1","-1","image/png","","1","","-1","-1","https://s.yimg.com/cv/ae/news/Purple-News.png","-1","-1","200","-1","0","9159","102","35","","max-age=31536000,public","181105_P9_M","-1","28","-1","100","30503042","7531","2348","-1","GET","7531","","59802","0.65","-1","-1","s.yimg.com","100","-1","https://www.yahoo.com/","2","2347","/cv/ae/news/Purple-News.png","100","","Yahoo","2615","2348","2376","2376","2615","239","2348","2615","267","61","62","1","0","h2","low","","","Sat, 05 Sep 2026 00:00:00 GMT","","",
"69.147.82.61","295","","","-1","-1","Document","3","-1","-1","text/html; charset=utf-8","0","1","","100","-1","https://s.yimg.com/rq/darla/3-4-0/html/r-csc.html","-1","-1","200","-1","","2542","1","87","","public,max-age=86400","181105_P9_M","-1","41","-1","100","","2241","2484","-1","GET","1143","1143","24328","0.66","-1","-1","s.yimg.com","100","-1","https://s.yimg.com/rq/darla/3-4-0/js/g-r-min.js","2","2482","/rq/darla/3-4-0/html/r-csc.html","-1","","Yahoo","2779","2484","2525","2525","2779","254","2484","2779","295","62","63","1","0","h2","high","","gzip","","","",
