"ip_addr","load_ms","image_total","minify_save","score_cookies","score_compress","requestType","type","dns_start","ssl_end","gzip_save","is_secure","server_count","score_gzip","ssl_start","full_url","dns_ms","connect_end","responseCode","ssl_ms","image_save","bytesIn","initiator_line","bytesOut","minify_total","id","dns_end","ttfb_ms","connect_start","score_cdn","cache_time","objectSizeUncompressed","load_start","connect_ms","method","objectSize","gzip_total","initiator_column","request_id","score_combine","score_etags","host","score_keep-alive","score_minify","initiator","socket","created","url","score_cache","server_rtt","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","protocol","priority","contentType","is_base_page","contentEncoding","cacheControl","expires","jpeg_scan_count","score_progressive_jpeg",
"96.16.205.179","424","3533","","-1","100","Image","3","-1","-1","","1","","-1","-1","https://i.ebayimg.com/images/g/1hoAAOSw0G9bt8Y4/s-l225.jpg","-1","-1","200","-1","0","4006","36","44","","181105_Q0_W","-1","256","-1","100","31536000","3533","2829","-1","GET","3533","","2400","0.102","-1","-1","i.ebayimg.com","100","-1","https://www.ebay.com/","7","2618","/images/g/1hoAAOSw0G9bt8Y4/s-l225.jpg","100","","Akamai","3253","2829","3085","3085","3253","168","2829","3253","424","79","80","1","0","h2","low","image/jpeg","","","public,max-age=31536000,immutable","Sat, 05 Oct 2019 20:41:03 GMT","10","100",
"96.16.205.179","421","3328","","-1","100","Image","3","-1","-1","","1","","-1","-1","https://i.ebayimg.com/images/g/YRsAAOSwTd1bdlFo/s-l225.jpg","-1","-1","200","-1","0","3796","36","44","","181105_Q0_W","-1","256","-1","100","31536000","3328","2829","-1","GET","3328","","2400","0.101","-1","-1","i.ebayimg.com","100","-1","https://www.ebay.com/","7","2618","/images/g/YRsAAOSwTd1bdlFo/s-l225.jpg","100","","Akamai","3250","2829","3085","3085","3250","165","2829","3250","421","80","81","1","0","h2","low","image/jpeg","","","public,max-age=31536000,immutable","Thu, 05 Sep 2019 14:02:01 GMT","10","100",
"96.16.205.179","169","7622","","-1","100","Image","3","-1","-1","","1","","-1","-1","https://i.ebayimg.com/images/g/H~cAAOSwfhxbnqHV/s-l225.jpg","-1","-1","200","-1","0","8089","36","45","","181105_Q0_W","-1","97","-1","100","31536000","7622","2831","-1","GET","7622","","2400","0.66","-1","-1","i.ebayimg.com","100","-1","https://www.ebay.com/","7","2599","/images/g/H~cAAOSwfhxbnqHV/s-l225.jpg","100","","Akamai","3000","2831","2928","2928","3000","72","2831","3000","169","81","82","1","0","h2","low","image/jpeg","","","public,max-age=31536000,immutable","Fri, 11 Oct 2019 03:07:57 GMT","10","100",
"96.16.205.179","161","10247","","-1","100","Image","3","2600","2777","","1","","-1","2646","https://i.ebayimg.com/images/g/NgIAAOSwUwlbC39b/s-l225.jpg","9","2646","200","131","0","10719","36","248","","181105_Q0_W","2609","97","2611","100","31536000","10247","2832","35","GET","10247","","2400","0.65","-1","-1","i.ebayimg.com","100","-1","https://www.ebay.com/","7","2599","/images/g/NgIAAOSwUwlbC39b/s-l225.jpg","100","","Akamai","2993","2832","2929","2929","2993","64","2600","2993","336","82","83","1","0","h2","low","image/jpeg","","","public,max-age=31536000,immutable","Thu, 03 Oct 2019 02:38:42 GMT","10","100",
"96.16.205.179","414","6768","","-1","100","Image","3","-1","-1","","1","","-1","-1","https://i.ebayimg.com/images/g/HkYAAOSwjkxbj~db/s-l225.jpg","-1","-1","200","-1","0","7235","36","46","","181105_Q0_W","-1","253","-1","100","31536000","6768","2833","-1","GET","6768","","2400","0.103","-1","-1","i.ebayimg.com","100","-1","https://www.ebay.com/","7","2619","/images/g/HkYAAOSwjkxbj~db/s-l225.jpg","100","","Akamai","3247","2833","3086","3086","3247","161","2833","3247","414","83","84","1","0","h2","low","image/jpeg","","","public,max-age=31536000,immutable","Thu, 05 Sep 2019 23:30:44 GMT","10","100",
"96.16.205.179","384","","","-1","-1","XHR","3","-1","-1","","1","","-1","-1","https://www.ebay.com/gh/useracquisition?correlation=si%3De169b27d1660ac3c1c62b1a4fffeb8df%2Cc%3D1%2CoperationId%3D2481888%2Ctrk-gflgs%3DQA**","-1","-1","200","-1","","1602","2","652","","181105_Q0_W","-1","239","-1","100","0","50","2867","-1","GET","50","","8193","0.109","-1","-1","www.ebay.com","100","-1","https://ir.ebaystatic.com/cr/v/c1/globalheader_widget_platform-f023e39.js","1","2866","/gh/useracquisition?correlation=si%3De169b27d1660ac3c1c62b1a4fffeb8df%2Cc%3D1%2CoperationId%3D2481888%2Ctrk-gflgs%3DQA**","0","","Akamai","3251","2867","3106","3106","3251","145","2867","3251","384","84","85","1","0","h2","medium","application/json; charset=utf-8","","","","","","",
"108.177.10.154","170","","","-1","-1","Script","3","2771","3181","0","1","","100","2948","https://www.googletagservices.com/tag/js/gpt.js","103","2948","200","233","","9424","1","153","","181105_Q0_W","2874","55","2877","100","900","25015","3182","71","GET","8931","8931","167","0.107","-1","-1","www.googletagservices.com","100","-1","https://www.ebay.com/","8","2768","/tag/js/gpt.js","0","","Google","3352","3182","3237","3237","3352","115","2771","3352","577","85","86","1","0","h2","high","text/javascript","","gzip","private, max-age=900, stale-while-revalidate=3600","Mon, 05 Nov 2018 01:08:14 GMT","","",
"66.135.201.93","158","","","-1","-1","Script","3","2643","3224","0","1","","100","2848","https://gha.ebay.com/nproxy/notification/v1/bullseye","59","2848","200","376","","1174","26","1016","","181105_Q0_W","2702","116","2703","-1","","111","3224","145","GET","124","124","867","0.105","-1","-1","gha.ebay.com","100","-1","https://ir.ebaystatic.com/rs/v/tzvi4ndqny1mbel4yp2eoijgr2n.js","9","2641","/nproxy/notification/v1/bullseye","-1","","","3382","3224","3340","3340","3382","42","2643","3382","738","86","87","1","0","http/1.1","high","application/javascript;charset=utf-8","","gzip","private","","","",
"66.135.209.124","160","","","-1","-1","Script","3","2933","3517","0","1","","100","3134","https://ocsrest.ebay.com/ocsrsapp/o2/inflow/inflowcomponent?callback=Inflow.cb&fromGH=true&input=%7B%22pageId%22%3A2380057%2C%22gbhEnabled%22%3Afalse%7D","91","3134","200","383","","3921","29","1116","","181105_Q0_W","3024","128","3025","0","0","9902","3517","109","GET","2928","2928","159","0.110","-1","-1","ocsrest.ebay.com","100","-1","https://ir.ebaystatic.com/rs/v/tzvi4ndqny1mbel4yp2eoijgr2n.js","10","2927","/ocsrsapp/o2/inflow/inflowcomponent?callback=Inflow.cb&fromGH=true&input=%7B%22pageId%22%3A2380057%2C%22gbhEnabled%22%3Afalse%7D","0","","","3677","3517","3645","3645","3677","32","2933","3677","743","87","88","1","0","http/1.1","high","application/javascript;charset=utf-8","","gzip","","","","",
"108.177.103.155","195","","","-1","-1","Script","3","3386","3604","0","1","","100","3472","https://securepubads.g.doubleclick.net/gpt/pubads_impl_270.js?21062715","32","3472","200","132","","64462","1","169","","181105_Q0_W","3418","59","3419","100","31536000","188372","3604","53","GET","64036","64036","24863","0.113","-1","-1","securepubads.g.doubleclick.net","100","-1","https://www.googletagservices.com/tag/js/gpt.js","12","3381","/gpt/pubads_impl_270.js?21062715","100","","Google","3799","3604","3663","3663","3799","136","3386","3799","412","88","89","1","0","h2","high","text/javascript","","gzip","private, immutable, max-age=31536000","Mon, 05 Nov 2018 01:08:15 GMT","","",
"108.177.10.154","96","","","-1","-1","Script","3","3380","3608","0","1","","100","3467","https://adservice.google.com/adsid/integrator.js?domain=www.ebay.com","29","3467","200","141","","638","1","185","","181105_Q0_W","3409","66","3415","100","","109","3609","52","GET","104","104","12055","0.112","-1","-1","adservice.google.com","100","-1","https://www.googletagservices.com/tag/js/gpt.js","11","3379","/adsid/integrator.js?domain=www.ebay.com","-1","","Google","3705","3609","3675","3675","3705","30","3380","3705","318","89","90","1","0","h2","high","application/javascript; charset=UTF-8","","gzip","private, no-cache, no-store","","","",
"66.211.181.81","465","","","-1","-1","Document","3","3283","3675","2298","1","","33","3444","https://signin.ebay.com/t_n.html?suppressFlash=true&org_id=usllpic0&session_id=e169b2981660ac3c1c6a2aa5ffff1078","64","3444","200","231","","3650","1","1328","","181105_Q0_W","3347","102","3348","-1","","3459","3675","96","GET","3459","3459","441","0.111","-1","-1","signin.ebay.com","100","-1","https://ir.ebaystatic.com/rs/c/dfp/v4.2.js","14","3278","/t_n.html?suppressFlash=true&org_id=usllpic0&session_id=e169b2981660ac3c1c6a2aa5ffff1078","-1","","","4140","3675","3777","3777","4140","363","3283","4140","856","90","91","1","0","http/1.1","high","text/html","","","","","","",
"96.16.205.179","263","","","-1","-1","Script","3","3683","3861","0","1","","100","3741","https://secureir.ebaystatic.com/cr/v/c1/cobrowse_4.2.0/js/GlanceCobrowseLoader_4.2.0M.js?group=20315&site=production","40","3741","200","120","","4138","21","219","","181105_Q0_W","3723","47","3724","100","31536000","8954","3862","17","GET","3553","3553","28","0.114","-1","-1","secureir.ebaystatic.com","100","-1","https://ocsrest.ebay.com/ocsrsapp/o2/inflow/inflowcomponent?callback=Inflow.cb&fromGH=true&input=%7B%22pageId%22%3A2380057%2C%22gbhEnabled%22%3Afalse%7D","13","3681","/cr/v/c1/cobrowse_4.2.0/js/GlanceCobrowseLoader_4.2.0M.js?group=20315&site=production","100","","Akamai","4125","3862","3909","3909","4125","216","3683","4125","440","91","92","1","0","h2","high","application/x-javascript;charset=UTF-8","","gzip","public, max-age=31536000, immutable","Tue, 05 Nov 2019 01:08:15 GMT","","",
"108.177.103.155","345","","","-1","-1","XHR","3","-1","-1","0","1","","100","-1","https://securepubads.g.doubleclick.net/gampad/ads?gdfp_req=1&pvsid=3460008472908366&correlator=2705714618794402&output=json_html&callback=googletag.impl.pubads.callbackProxy1&impl=fif&adsid=NT&eid=21061645%2C21061742%2C21062715%2C21062185&vrg=270&guci=2.2.0.0.2.2.0&sc=1&sfv=1-0-30&iu=%2F6245%2Febay.ebayus.homepage.cchp%2Fmweb&sz=336x280%7C320x50%7C320x100%7C300x250&fsf=1&scp=ap%3DScandal%26us%3D13%26ot%3D1%26pr%3D20%26xp%3D20%26np%3D20%26u%3D8305a7c056a543b2a78b17dcfd495f57%26ipp%3D0%26iccr%3D0%26gdprUser%3D0&cookie_enabled=1&bc=7&lmt=1541380095&dt=1541380095704&dlt=1541380092672&idt=2913&frm=20&biw=375&bih=603&oid=3&adx=0&ady=2226&adk=76194091&uci=1&gut=v2&ifi=1&u_tz=-300&u_his=1&u_h=667&u_w=375&u_ah=667&u_aw=375&u_cd=32&u_sd=2&flash=0&url=https%3A%2F%2Fwww.ebay.com%2F&dssz=29&icsg=209715200&std=20&vis=1&scr_x=0&scr_y=0&psz=375x0&msz=336x-1&ga_vid=684623111.1541380096&ga_sid=1541380096&ga_hid=1825039959&fws=4","-1","-1","200","-1","","3243","1","700","","181105_Q0_W","-1","330","-1","100","","4837","4099","-1","GET","2356","2356","136173","0.115","-1","-1","securepubads.g.doubleclick.net","100","-1","https://securepubads.g.doubleclick.net/gpt/pubads_impl_270.js?21062715","12","4098","/gampad/ads?gdfp_req=1&pvsid=3460008472908366&correlator=2705714618794402&output=json_html&callback=googletag.impl.pubads.callbackProxy1&impl=fif&adsid=NT&eid=21061645%2C21061742%2C21062715%2C21062185&vrg=270&guci=2.2.0.0.2.2.0&sc=1&sfv=1-0-30&iu=%2F6245%2Febay.ebayus.homepage.cchp%2Fmweb&sz=336x280%7C320x50%7C320x100%7C300x250&fsf=1&scp=ap%3DScandal%26us%3D13%26ot%3D1%26pr%3D20%26xp%3D20%26np%3D20%26u%3D8305a7c056a543b2a78b17dcfd495f57%26ipp%3D0%26iccr%3D0%26gdprUser%3D0&cookie_enabled=1&bc=7&lmt=1541380095&dt=1541380095704&dlt=1541380092672&idt=2913&frm=20&biw=375&bih=603&oid=3&adx=0&ady=2226&adk=76194091&uci=1&gut=v2&ifi=1&u_tz=-300&u_his=1&u_h=667&u_w=375&u_ah=667&u_aw=375&u_cd=32&u_sd=2&flash=0&url=https%3A%2F%2Fwww.ebay.com%2F&dssz=29&icsg=209715200&std=20&vis=1&scr_x=0&scr_y=0&psz=375x0&msz=336x-1&ga_vid=684623111.1541380096&ga_sid=1541380096&ga_hid=1825039959&fws=4","-1","","Google","4444","4099","4429","4429","4444","15","4099","4444","345","92","93","1","0","h2","medium","text/javascript; charset=UTF-8","","br","no-cache, must-revalidate","Fri, 01 Jan 1990 00:00:00 GMT","","",
"108.177.103.155","87","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://securepubads.g.doubleclick.net/gpt/pubads_impl_rendering_270.js?21062715","-1","-1","200","-1","","21143","1","46","","181105_Q0_W","-1","61","-1","100","31536000","55163","4103","-1","GET","20717","20717","19840","0.116","-1","-1","securepubads.g.doubleclick.net","100","-1","https://securepubads.g.doubleclick.net/gpt/pubads_impl_270.js?21062715","12","4102","/gpt/pubads_impl_rendering_270.js?21062715","100","","Google","4190","4103","4164","4164","4190","26","4103","4190","87","93","94","1","0","h2","high","text/javascript","","gzip","private, immutable, max-age=31536000","Mon, 05 Nov 2018 01:08:15 GMT","","",
"96.16.205.179","52","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://secureir.ebaystatic.com/cr/v/c1/cobrowse_4.2.0/js/GlancePresenceVisitor_4.2.0M.js","-1","-1","200","-1","","6436","11","60","","181105_Q0_W","-1","19","-1","100","31536000","15496","4140","-1","GET","5848","5848","235","0.117","-1","-1","secureir.ebaystatic.com","100","-1","https://secureir.ebaystatic.com/cr/v/c1/cobrowse_4.2.0/js/GlanceCobrowseLoader_4.2.0M.js?group=20315&site=production","13","4139","/cr/v/c1/cobrowse_4.2.0/js/GlancePresenceVisitor_4.2.0M.js","100","","Akamai","4192","4140","4159","4159","4192","33","4140","4192","52","94","95","1","0","h2","high","application/x-javascript;charset=UTF-8","","gzip","public, max-age=31536000, immutable","Tue, 05 Nov 2019 01:08:15 GMT","","",
"","478","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://src.ebay-us.com/fp/clear.png?org_id=usllpic0&session_id=e169b2981660ac3c1c6a2aa5ffff1078&m=2","-1","-1","302","-1","","699","21","0","","181105_Q0_W","-1","478","-1","-1","","0","4189","-1","GET","292","","12","0.118","-1","-1","src.ebay-us.com","-1","-1","https://signin.ebay.com/t_n.html?suppressFlash=true&org_id=usllpic0&session_id=e169b2981660ac3c1c6a2aa5ffff1078","-1","4189","/fp/clear.png?org_id=usllpic0&session_id=e169b2981660ac3c1c6a2aa5ffff1078&m=2","-1","","","4667","4189","4667","4667","4667","0","4189","4667","478","95","96","1","0","","","text/html; charset=iso-8859-1","","","","","","",
"96.16.205.179","149","","","-1","-1","XHR","3","-1","-1","","1","","-1","-1","https://www.ebay.com/gh/dfpsvc","-1","-1","204","-1","","705","2","1172","","181105_Q0_W","-1","143","-1","-1","","0","4260","-1","POST","0","","8193","0.121","-1","-1","www.ebay.com","-1","-1","https://ir.ebaystatic.com/cr/v/c1/globalheader_widget_platform-f023e39.js","1","4259","/gh/dfpsvc","-1","","","4409","4260","4403","4403","4409","6","4260","4409","149","96","97","1","0","h2","medium","","","","","","","",
"192.225.158.136","102","81","","-1","100","","3","-1","-1","","1","","-1","-1","https://src.ebay-us.com/fp/clear.png?org_id=usllpic0&session_id=e169b2981660ac3c1c6a2aa5ffff1078&k=1","-1","-1","200","-1","0","388","","1036","","181105_Q0_W","-1","101","-1","-1","","373","4666","-1","GET","81","","","0.118.1","-1","-1","src.ebay-us.com","100","-1","","15","4666","/fp/clear.png?org_id=usllpic0&session_id=e169b2981660ac3c1c6a2aa5ffff1078&k=1","-1","","","4768","4666","4767","4767","4768","1","4666","4768","102","97","98","1","0","http/1.1","low","image/png","","","no-cache, no-store, must-revalidate","Thu, 01 Jan 1970 00:00:00 GMT","","",
"192.225.158.136","252","","","-1","-1","Script","3","4544","4713","0","1","","100","4627","https://src.ebay-us.com/fp/check.js?org_id=usllpic0&session_id=e169b2981660ac3c1c6a2aa5ffff1078","1","4627","200","86","","23677","25","455","","181105_Q0_W","4545","99","4546","-1","","97872","4713","81","GET","23212","23212","39","0.119","-1","-1","src.ebay-us.com","100","-1","https://signin.ebay.com/t_n.html?suppressFlash=true&org_id=usllpic0&session_id=e169b2981660ac3c1c6a2aa5ffff1078","19","4189","/fp/check.js?org_id=usllpic0&session_id=e169b2981660ac3c1c6a2aa5ffff1078","-1","","","4965","4713","4812","4812","4965","153","4544","4965","420","98","99","1","0","http/1.1","high","text/javascript;charset=UTF-8","","gzip","no-cache, no-store, must-revalidate","Thu, 01 Jan 1970 00:00:00 GMT","","",
"192.225.158.136","140","81","","-1","100","Image","3","4548","4716","","1","","-1","4631","https://src.ebay-us.com/fp/clear.png?org_id=usllpic0&session_id=e169b2981660ac3c1c6a2aa5ffff1078&m=1","1","4631","200","85","0","389","14","518","","181105_Q0_W","4549","95","4550","-1","","81","4717","81","GET","81","","34","0.120","-1","-1","src.ebay-us.com","100","-1","https://signin.ebay.com/t_n.html?suppressFlash=true&org_id=usllpic0&session_id=e169b2981660ac3c1c6a2aa5ffff1078","16","4193","/fp/clear.png?org_id=usllpic0&session_id=e169b2981660ac3c1c6a2aa5ffff1078&m=1","-1","","","4857","4717","4812","4812","4857","45","4548","4857","307","99","100","1","0","http/1.1","low","image/png","","","no-cache, no-store, must-revalidate","Thu, 01 Jan 1970 00:00:00 GMT","","",
"108.177.10.155","154","","","-1","-1","Script","3","4508","4740","0","1","","100","4589","https://pagead2.googlesyndication.com/pagead/osd.js","26","4589","200","151","","28846","1","172","","181105_Q0_W","4534","65","4537","100","3588","77091","4741","52","GET","28222","28222","19840","0.123","-1","-1","pagead2.googlesyndication.com","100","-1","https://securepubads.g.doubleclick.net/gpt/pubads_impl_270.js?21062715","18","4505","/pagead/osd.js","0","","Google","4895","4741","4806","4806","4895","89","4508","4895","383","100","101","1","0","h2","high","text/javascript; charset=UTF-8","","gzip","public, max-age=3600","Mon, 05 Nov 2018 02:08:04 GMT","","",
"108.177.103.132","146","","","-1","-1","Document","3","4503","4742","0","1","","100","4584","https://tpc.googlesyndication.com/safeframe/1-0-30/html/container.html","28","4584","200","158","","2166","1","231","","181105_Q0_W","4531","64","4532","100","","3606","4742","52","GET","1737","1737","21542","0.122","-1","-1","tpc.googlesyndication.com","100","-1","https://securepubads.g.doubleclick.net/gpt/pubads_impl_rendering_270.js?21062715","17","4499","/safeframe/1-0-30/html/container.html","-1","","Google","4888","4742","4806","4806","4888","82","4503","4888","384","101","102","1","0","h2","high","text/html","","gzip","public, immutable, max-age=31536000","Fri, 01 Nov 2019 16:44:32 GMT","","",
"108.177.103.132","236","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://tpc.googlesyndication.com/safeframe/1-0-30/js/ext.js","-1","-1","200","-1","","9197","7","89","","181105_Q0_W","-1","131","-1","100","31246579","26588","4895","-1","GET","8762","8762","2638","0.124","-1","-1","tpc.googlesyndication.com","100","-1","https://tpc.googlesyndication.com/safeframe/1-0-30/html/container.html","17","4893","/safeframe/1-0-30/js/ext.js","100","","Google","5131","4895","5026","5026","5131","105","4895","5131","236","102","103","1","0","h2","high","text/javascript","","gzip","public, immutable, max-age=31536000","Fri, 01 Nov 2019 16:44:35 GMT","","",
"23.54.150.161","234","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://ir.ebaystatic.com/cr/v/c1/jd-460310.js","-1","-1","200","-1","","4392","7","81","","181105_Q0_W","-1","113","-1","100","31536000","14605","4895","-1","GET","3807","3807","2638","0.125","-1","-1","ir.ebaystatic.com","100","-1","https://tpc.googlesyndication.com/safeframe/1-0-30/html/container.html","2","4893","/cr/v/c1/jd-460310.js","100","","Akamai","5129","4895","5008","5008","5129","121","4895","5129","234","103","104","1","0","h2","high","application/x-javascript;charset=UTF-8","","gzip","public, max-age=31536000, immutable","Tue, 05 Nov 2019 01:08:16 GMT","","",
"108.177.103.132","235","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://tpc.googlesyndication.com/pagead/js/r20181031/r20110914/activeview/osd_listener.js","-1","-1","200","-1","","27914","7","55","","181105_Q0_W","-1","75","-1","100","904660","74812","4895","-1","GET","27354","27354","2638","0.126","-1","-1","tpc.googlesyndication.com","100","-1","https://tpc.googlesyndication.com/safeframe/1-0-30/html/container.html","17","4894","/pagead/js/r20181031/r20110914/activeview/osd_listener.js","100","","Google","5130","4895","4970","4970","5130","160","4895","5130","235","104","105","1","0","h2","high","text/javascript; charset=UTF-8","","gzip","public, max-age=1209600","Thu, 15 Nov 2018 12:25:56 GMT","","",
"192.225.158.136","223","","","-1","-1","Script","3","-1","-1","","1","","-1","-1","https://src.ebay-us.com/fp/clear.png?org_id=usllpic0&session_id=e169b2981660ac3c1c6a2aa5ffff1078&nonce=4f92ecd273d51957&la=40c07908dd0fa52bf7b47d9b015e447d8c0bbc3913764762","-1","-1","204","-1","","342","25","531","","181105_Q0_W","-1","147","-1","-1","","0","5060","-1","GET","0","","153","0.127","-1","-1","src.ebay-us.com","-1","-1","https://src.ebay-us.com/fp/check.js?org_id=usllpic0&session_id=e169b2981660ac3c1c6a2aa5ffff1078","15","5059","/fp/clear.png?org_id=usllpic0&session_id=e169b2981660ac3c1c6a2aa5ffff1078&nonce=4f92ecd273d51957&la=40c07908dd0fa52bf7b47d9b015e447d8c0bbc3913764762","-1","","","5283","5060","5207","5207","5283","76","5060","5283","223","105","106","1","0","http/1.1","high","text/javascript","","","no-cache, no-store, must-revalidate","Thu, 01 Jan 1970 00:00:00 GMT","","",
"192.225.158.136","187","81","","-1","100","Image","3","-1","-1","","1","","-1","-1","https://src.ebay-us.com/fp/clear.png","-1","-1","200","-1","0","392","27","454","","181105_Q0_W","-1","110","-1","-1","","81","5096","-1","GET","81","","146","0.129","-1","-1","src.ebay-us.com","100","-1","https://src.ebay-us.com/fp/check.js?org_id=usllpic0&session_id=e169b2981660ac3c1c6a2aa5ffff1078","16","5095","/fp/clear.png","-1","","","5283","5096","5206","5206","5283","77","5096","5283","187","106","107","1","0","http/1.1","low","image/png","","","private, must-revalidate, max-age=0","Sat, 04 Nov 2023 01:08:16 GMT","","",
"192.225.158.136","247","","","-1","-1","Document","3","-1","-1","0","1","","100","-1","https://src.ebay-us.com/fp/top_fp.html;CIS3SID=E07CBC51894A94DE9B58D0CB641B9623?org_id=usllpic0&session_id=e169b2981660ac3c1c6a2aa5ffff1078&nonce=4f92ecd273d51957","-1","-1","200","-1","","7498","148","582","","181105_Q0_W","-1","81","-1","-1","","30641","5119","-1","GET","7069","7069","22","0.130","-1","-1","src.ebay-us.com","100","-1","https://src.ebay-us.com/fp/check.js?org_id=usllpic0&session_id=e169b2981660ac3c1c6a2aa5ffff1078","15","5117","/fp/top_fp.html;CIS3SID=E07CBC51894A94DE9B58D0CB641B9623?org_id=usllpic0&session_id=e169b2981660ac3c1c6a2aa5ffff1078&nonce=4f92ecd273d51957","-1","","","5366","5119","5200","5200","5366","166","5119","5366","247","107","108","1","0","http/1.1","high","text/html;charset=UTF-8","","gzip","no-cache, no-store, must-revalidate","Thu, 01 Jan 1970 00:00:00 GMT","","",
