"ip_addr","load_ms","image_total","minify_save","score_cookies","score_compress","requestType","type","dns_start","ssl_end","contentType","gzip_save","is_secure","server_count","score_gzip","ssl_start","full_url","dns_ms","connect_end","responseCode","ssl_ms","image_save","bytesIn","initiator_line","bytesOut","minify_total","cacheControl","contentEncoding","id","dns_end","ttfb_ms","connect_start","score_cdn","cache_time","objectSizeUncompressed","load_start","connect_ms","method","objectSize","gzip_total","initiator_column","request_id","score_combine","score_etags","host","score_keep-alive","score_minify","initiator","socket","created","url","score_cache","server_rtt","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","protocol","priority","is_base_page","jpeg_scan_count","score_progressive_jpeg","expires",
"13.107.21.200","309","20732","","-1","100","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://www.bing.com/th?id=OPN.RTNews_8MrpD4hLsfSMp690aPnN9A&w=400&h=200&c=7&rs=2&qlt=80&cdv=1&pid=PopNow","-1","-1","200","-1","0","21002","16","82","","public, max-age=1209600","","181105_8N_6","-1","84","-1","0","1209600","20732","1923","-1","GET","20732","","14977","0.36","-1","-1","www.bing.com","100","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","1","1912","/th?id=OPN.RTNews_8MrpD4hLsfSMp690aPnN9A&w=400&h=200&c=7&rs=2&qlt=80&cdv=1&pid=PopNow","100","","","2232","1923","2007","2007","2232","225","1923","2232","309","30","31","1","0","h2","low","","1","0","",
"13.107.21.200","403","665","","-1","100","Image","3","-1","-1","image/png","","1","","-1","-1","https://www.bing.com/th?id=ABTAE3F1F46391A9D2E118482C52026DC8C90D4C3E4B074D0C00C9398FE12E80AD9&w=28&h=28&pid=BingHomepage","-1","-1","200","-1","0","932","16","93","","public, max-age=1209600","","181105_8N_6","-1","312","-1","0","1209600","665","1924","-1","GET","665","","14977","0.40","-1","-1","www.bing.com","100","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","1","1913","/th?id=ABTAE3F1F46391A9D2E118482C52026DC8C90D4C3E4B074D0C00C9398FE12E80AD9&w=28&h=28&pid=BingHomepage","100","","","2327","1924","2236","2236","2327","91","1924","2327","403","31","32","1","0","h2","low","","","","",
"13.107.21.200","288","16386","","-1","100","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://www.bing.com/th?id=OPN.RTNews_eGG27KRyWuxmNvEX2e_Xcg&w=400&h=200&c=7&rs=2&qlt=80&cdv=1&pid=PopNow","-1","-1","200","-1","0","16656","16","83","","public, max-age=1209600","","181105_8N_6","-1","73","-1","0","1209600","16386","1924","-1","GET","16386","","14977","0.39","-1","-1","www.bing.com","100","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","1","1913","/th?id=OPN.RTNews_eGG27KRyWuxmNvEX2e_Xcg&w=400&h=200&c=7&rs=2&qlt=80&cdv=1&pid=PopNow","100","","","2212","1924","1997","1997","2212","215","1924","2212","288","32","33","1","0","h2","low","","1","0","",
"13.107.21.200","193","716","","-1","100","Image","3","-1","-1","image/png","","1","","-1","-1","https://www.bing.com/th?id=ABT0EA515CA9377B2C31CE562C98FEB0FF8FFB2CCD4A7ED1344E64A2B1B05F4D500&w=28&h=28&pid=BingHomepage","-1","-1","200","-1","0","983","16","94","","public, max-age=1209600","","181105_8N_6","-1","55","-1","0","1209600","716","1925","-1","GET","716","","14977","0.42","-1","-1","www.bing.com","100","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","1","1914","/th?id=ABT0EA515CA9377B2C31CE562C98FEB0FF8FFB2CCD4A7ED1344E64A2B1B05F4D500&w=28&h=28&pid=BingHomepage","100","","","2118","1925","1980","1980","2118","138","1925","2118","193","33","34","1","0","h2","low","","","","",
"13.107.21.200","312","510","","-1","100","Image","3","-1","-1","image/png","","1","","-1","-1","https://www.bing.com/th?id=ABT2349635165C5CA62185E22881692D9C0B9A5D90D4194440180FBE7F1B4418D6F&w=28&h=28&pid=BingHomepage","-1","-1","200","-1","0","777","16","93","","public, max-age=1209600","","181105_8N_6","-1","89","-1","0","1209600","510","1925","-1","GET","510","","14977","0.43","-1","-1","www.bing.com","100","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","1","1914","/th?id=ABT2349635165C5CA62185E22881692D9C0B9A5D90D4194440180FBE7F1B4418D6F&w=28&h=28&pid=BingHomepage","100","","","2237","1925","2014","2014","2237","223","1925","2237","312","34","35","1","0","h2","low","","","","",
"13.107.21.200","298","584","","-1","100","Image","3","-1","-1","image/png","","1","","-1","-1","https://www.bing.com/th?id=ABTAFCBD13CE9A9C6F0197BA5E3DF85C55C8A678597C144B05ABA94F960A9B804FE&w=28&h=28&pid=BingHomepage","-1","-1","200","-1","0","851","16","95","","public, max-age=1209600","","181105_8N_6","-1","72","-1","0","1209600","584","1925","-1","GET","584","","14977","0.41","-1","-1","www.bing.com","100","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","1","1914","/th?id=ABTAFCBD13CE9A9C6F0197BA5E3DF85C55C8A678597C144B05ABA94F960A9B804FE&w=28&h=28&pid=BingHomepage","100","","","2223","1925","1997","1997","2223","226","1925","2223","298","35","36","1","0","h2","low","","","","",
"13.107.21.200","307","794","","-1","100","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://www.bing.com/rs/2Q/tt/ic/b44fce8e/f5f36af7.jpg","-1","-1","200","-1","0","1102","16","41","","public, max-age=15552000","","181105_8N_6","-1","101","-1","0","15552000","794","1926","-1","GET","794","","14977","0.46","-1","-1","www.bing.com","100","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","1","1915","/rs/2Q/tt/ic/b44fce8e/f5f36af7.jpg","100","","","2233","1926","2027","2027","2233","206","1926","2233","307","36","37","1","0","h2","low","","6","100","",
"13.107.21.200","219","1305","","-1","100","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://www.bing.com/rs/2Q/tw/ic/0fc4e494/b41889c1.jpg","-1","-1","200","-1","0","1614","16","41","","public, max-age=15552000","","181105_8N_6","-1","68","-1","0","15552000","1305","1926","-1","GET","1305","","14977","0.45","-1","-1","www.bing.com","100","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","1","1915","/rs/2Q/tw/ic/0fc4e494/b41889c1.jpg","100","","","2145","1926","1994","1994","2145","151","1926","2145","219","37","38","1","0","h2","low","","6","100","",
"13.107.21.200","301","789","","-1","100","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://www.bing.com/rs/2Q/tn/ic/3e32adef/2889f0f1.jpg","-1","-1","200","-1","0","1097","16","41","","public, max-age=15552000","","181105_8N_6","-1","75","-1","0","15552000","789","1927","-1","GET","789","","14977","0.48","-1","-1","www.bing.com","100","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","1","1916","/rs/2Q/tn/ic/3e32adef/2889f0f1.jpg","100","","","2228","1927","2002","2002","2228","226","1927","2228","301","38","39","1","0","h2","low","","6","100","",
"13.107.21.200","301","983","","-1","100","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://www.bing.com/rs/2Q/tq/ic/da97cf8c/7988cc1c.jpg","-1","-1","200","-1","0","1291","16","41","","public, max-age=15552000","","181105_8N_6","-1","75","-1","0","15552000","983","1927","-1","GET","983","","14977","0.47","-1","-1","www.bing.com","100","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","1","1916","/rs/2Q/tq/ic/da97cf8c/7988cc1c.jpg","100","","","2228","1927","2002","2002","2228","226","1927","2228","301","39","40","1","0","h2","low","","6","100","",
"13.107.21.200","178","761","","-1","100","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://www.bing.com/rs/2Q/tO/ic/905a59b7/146ad29b.jpg","-1","-1","200","-1","0","1069","16","41","","public, max-age=15552000","","181105_8N_6","-1","43","-1","0","15552000","761","1929","-1","GET","761","","14977","0.49","-1","-1","www.bing.com","100","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","1","1917","/rs/2Q/tO/ic/905a59b7/146ad29b.jpg","100","","","2107","1929","1972","1972","2107","135","1929","2107","178","40","41","1","0","h2","low","","6","100","",
"13.107.21.200","301","1212","","-1","100","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://www.bing.com/rs/2Q/tF/ic/84227801/31c1a571.jpg","-1","-1","200","-1","0","1521","16","41","","public, max-age=15552000","","181105_8N_6","-1","74","-1","0","15552000","1212","1929","-1","GET","1212","","14977","0.51","-1","-1","www.bing.com","100","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","1","1917","/rs/2Q/tF/ic/84227801/31c1a571.jpg","100","","","2230","1929","2003","2003","2230","227","1929","2230","301","41","42","1","0","h2","low","","6","100","",
"13.107.21.200","276","952","","-1","100","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://www.bing.com/rs/2Q/tC/ic/86deb1b6/5ccac8d2.jpg","-1","-1","200","-1","0","1260","16","41","","public, max-age=15552000","","181105_8N_6","-1","67","-1","0","15552000","952","1929","-1","GET","952","","14977","0.50","-1","-1","www.bing.com","100","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","1","1917","/rs/2Q/tC/ic/86deb1b6/5ccac8d2.jpg","100","","","2205","1929","1996","1996","2205","209","1929","2205","276","42","43","1","0","h2","low","","6","100","",
"13.107.21.200","295","848","","-1","100","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://www.bing.com/rs/2Q/tz/ic/78b41b92/d4671a5c.jpg","-1","-1","200","-1","0","1156","16","41","","public, max-age=15552000","","181105_8N_6","-1","74","-1","0","15552000","848","1930","-1","GET","848","","14977","0.53","-1","-1","www.bing.com","100","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","1","1918","/rs/2Q/tz/ic/78b41b92/d4671a5c.jpg","100","","","2225","1930","2004","2004","2225","221","1930","2225","295","43","44","1","0","h2","low","","6","100","",
"13.107.21.200","214","833","","-1","100","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://www.bing.com/rs/2Q/tI/ic/62e26c9c/4d15d5bc.jpg","-1","-1","200","-1","0","1141","16","41","","public, max-age=15552000","","181105_8N_6","-1","67","-1","0","15552000","833","1930","-1","GET","833","","14977","0.52","-1","-1","www.bing.com","100","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","1","1918","/rs/2Q/tI/ic/62e26c9c/4d15d5bc.jpg","100","","","2144","1930","1997","1997","2144","147","1930","2144","214","44","45","1","0","h2","low","","6","100","",
"13.107.21.200","305","979","","-1","100","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://www.bing.com/rs/2Q/tL/ic/da45e62f/201dd8a2.jpg","-1","-1","200","-1","0","1287","16","41","","public, max-age=15552000","","181105_8N_6","-1","118","-1","0","15552000","979","1931","-1","GET","979","","14977","0.55","-1","-1","www.bing.com","100","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","1","1919","/rs/2Q/tL/ic/da45e62f/201dd8a2.jpg","100","","","2236","1931","2049","2049","2236","187","1931","2236","305","45","46","1","0","h2","low","","6","100","",
"13.107.21.200","306","1005","","-1","100","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://www.bing.com/rs/2Q/tR/ic/0bea548b/d305a9ed.jpg","-1","-1","200","-1","0","1314","16","41","","public, max-age=15552000","","181105_8N_6","-1","118","-1","0","15552000","1005","1931","-1","GET","1005","","14977","0.54","-1","-1","www.bing.com","100","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","1","1919","/rs/2Q/tR/ic/0bea548b/d305a9ed.jpg","100","","","2237","1931","2049","2049","2237","188","1931","2237","306","46","47","1","0","h2","low","","6","100","",
"13.107.21.200","498","","","-1","-1","Image","3","-1","-1","","","1","","-1","-1","https://www.bing.com/fd/ls/l?IG=BAF14837E02B459E8E1CB813072283B5&TYPE=Event.ClientInst&DATA=%5B%7B%22T%22%3A%22CI.Init%22%2C%22FID%22%3A%22CI%22%2C%22Name%22%3A%22Base%22%2C%22TS%22%3A1541378271653%7D%2C%7B%22T%22%3A%22CI.Show%22%2C%22FID%22%3A%22HpPortrait%22%2C%22Name%22%3A%22null%22%2C%22TS%22%3A1541378271653%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%222fcade44-8958-4375-8c22-42f28bbbd510%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22WhatsApp%22%2C%22TS%22%3A1541378272200%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%222fcade44-8958-4375-8c22-42f28bbbd510%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Facebook%22%2C%22TS%22%3A1541378272201%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%222fcade44-8958-4375-8c22-42f28bbbd510%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Skype%22%2C%22TS%22%3A1541378272201%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%222fcade44-8958-4375-8c22-42f28bbbd510%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22WhatsApp%22%2C%22TS%22%3A1541378272201%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%222fcade44-8958-4375-8c22-42f28bbbd510%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Sms%22%2C%22TS%22%3A1541378272201%7D%5D","-1","-1","200","-1","","152","3","1254","","","","181105_8N_6","-1","445","-1","-1","","0","1988","-1","GET","0","","9011","0.62","-1","-1","www.bing.com","100","-1","https://www.bing.com/rms/BingCore.Bundle/cj,nj/3e6a7d75/9a358300.js?bu=rms+answers+Shared+BingCore%24ClientInstV2%24DuplicateXlsDefaultConfig*BingCore%24ClientInstV2%24SharedLocalStorageConfigDefault*BingCore%24shared*BingCore%24env.override*Empty*BingCore%24event.custom.fix*BingCore%24event.native*BingCore%24onHTML*BingCore%24dom*BingCore%24cookies*BingCore%24rmsajax*BingCore%24ClientInstV2%24LogUploadCapFeatureDisabled*BingCore%24ClientInstV2%24ClientInstConfigSeparateOfflineQueue*BingCore%24clientinst*BingCore%24replay*BingCore%24Animation*BingCore%24fadeAnimation*BingCore%24framework","1","1977","/fd/ls/l?IG=BAF14837E02B459E8E1CB813072283B5&TYPE=Event.ClientInst&DATA=%5B%7B%22T%22%3A%22CI.Init%22%2C%22FID%22%3A%22CI%22%2C%22Name%22%3A%22Base%22%2C%22TS%22%3A1541378271653%7D%2C%7B%22T%22%3A%22CI.Show%22%2C%22FID%22%3A%22HpPortrait%22%2C%22Name%22%3A%22null%22%2C%22TS%22%3A1541378271653%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%222fcade44-8958-4375-8c22-42f28bbbd510%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22WhatsApp%22%2C%22TS%22%3A1541378272200%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%222fcade44-8958-4375-8c22-42f28bbbd510%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Facebook%22%2C%22TS%22%3A1541378272201%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%222fcade44-8958-4375-8c22-42f28bbbd510%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Skype%22%2C%22TS%22%3A1541378272201%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%222fcade44-8958-4375-8c22-42f28bbbd510%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22WhatsApp%22%2C%22TS%22%3A1541378272201%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%222fcade44-8958-4375-8c22-42f28bbbd510%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Sms%22%2C%22TS%22%3A1541378272201%7D%5D","-1","","","2486","1988","2433","2433","2486","53","1988","2486","498","47","48","1","0","h2","low","","","","",
"13.107.21.200","494","","","-1","-1","Script","3","-1","-1","application/x-javascript; charset=utf-8","0","1","","100","-1","https://www.bing.com/rs/3Q/2m/cj,nj/56b755ce/802fbfb7.js","-1","-1","200","-1","","1162","3","43","","public, max-age=15552000","br","181105_8N_6","-1","433","-1","0","15552000","1974","1991","-1","GET","805","805","6234","0.63","-1","-1","www.bing.com","100","-1","https://www.bing.com/rms/BingCore.Bundle/cj,nj/3e6a7d75/9a358300.js?bu=rms+answers+Shared+BingCore%24ClientInstV2%24DuplicateXlsDefaultConfig*BingCore%24ClientInstV2%24SharedLocalStorageConfigDefault*BingCore%24shared*BingCore%24env.override*Empty*BingCore%24event.custom.fix*BingCore%24event.native*BingCore%24onHTML*BingCore%24dom*BingCore%24cookies*BingCore%24rmsajax*BingCore%24ClientInstV2%24LogUploadCapFeatureDisabled*BingCore%24ClientInstV2%24ClientInstConfigSeparateOfflineQueue*BingCore%24clientinst*BingCore%24replay*BingCore%24Animation*BingCore%24fadeAnimation*BingCore%24framework","1","1979","/rs/3Q/2m/cj,nj/56b755ce/802fbfb7.js","100","","","2485","1991","2424","2424","2485","61","1991","2485","494","48","49","1","0","h2","high","","","","",
"13.107.21.200","495","","","-1","-1","Script","3","-1","-1","application/x-javascript; charset=utf-8","0","1","","100","-1","https://www.bing.com/rs/2Q/iu/cj,nj/551a1fa3/69fc089c.js","-1","-1","200","-1","","2376","3","43","","public, max-age=15552000","br","181105_8N_6","-1","433","-1","0","15552000","4843","1991","-1","GET","2018","2018","6234","0.64","-1","-1","www.bing.com","100","-1","https://www.bing.com/rms/BingCore.Bundle/cj,nj/3e6a7d75/9a358300.js?bu=rms+answers+Shared+BingCore%24ClientInstV2%24DuplicateXlsDefaultConfig*BingCore%24ClientInstV2%24SharedLocalStorageConfigDefault*BingCore%24shared*BingCore%24env.override*Empty*BingCore%24event.custom.fix*BingCore%24event.native*BingCore%24onHTML*BingCore%24dom*BingCore%24cookies*BingCore%24rmsajax*BingCore%24ClientInstV2%24LogUploadCapFeatureDisabled*BingCore%24ClientInstV2%24ClientInstConfigSeparateOfflineQueue*BingCore%24clientinst*BingCore%24replay*BingCore%24Animation*BingCore%24fadeAnimation*BingCore%24framework","1","1980","/rs/2Q/iu/cj,nj/551a1fa3/69fc089c.js","100","","","2486","1991","2424","2424","2486","62","1991","2486","495","49","50","1","0","h2","high","","","","",
"13.107.21.200","495","","","-1","-1","Image","3","-1","-1","","","1","","-1","-1","https://www.bing.com/fd/ls/l?IG=BAF14837E02B459E8E1CB813072283B5&TYPE=Event.ClientInst&DATA=%5B%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%222fcade44-8958-4375-8c22-42f28bbbd510%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Facebook%22%2C%22TS%22%3A1541378272201%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%222fcade44-8958-4375-8c22-42f28bbbd510%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Twitter%22%2C%22TS%22%3A1541378272203%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%222fcade44-8958-4375-8c22-42f28bbbd510%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Skype%22%2C%22TS%22%3A1541378272203%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%222fcade44-8958-4375-8c22-42f28bbbd510%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Email%22%2C%22TS%22%3A1541378272203%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%222fcade44-8958-4375-8c22-42f28bbbd510%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22GetUrl%22%2C%22TS%22%3A1541378272203%7D%2C%7B%22T%22%3A%22CI.Load%22%2C%22FID%22%3A%22HP%22%2C%22Name%22%3A%22HpmobAjaxLoad%22%2C%22TS%22%3A1541378272205%7D%5D","-1","-1","200","-1","","152","3","1176","","","","181105_8N_6","-1","445","-1","-1","","0","1991","-1","GET","0","","9011","0.65","-1","-1","www.bing.com","100","-1","https://www.bing.com/rms/BingCore.Bundle/cj,nj/3e6a7d75/9a358300.js?bu=rms+answers+Shared+BingCore%24ClientInstV2%24DuplicateXlsDefaultConfig*BingCore%24ClientInstV2%24SharedLocalStorageConfigDefault*BingCore%24shared*BingCore%24env.override*Empty*BingCore%24event.custom.fix*BingCore%24event.native*BingCore%24onHTML*BingCore%24dom*BingCore%24cookies*BingCore%24rmsajax*BingCore%24ClientInstV2%24LogUploadCapFeatureDisabled*BingCore%24ClientInstV2%24ClientInstConfigSeparateOfflineQueue*BingCore%24clientinst*BingCore%24replay*BingCore%24Animation*BingCore%24fadeAnimation*BingCore%24framework","1","1980","/fd/ls/l?IG=BAF14837E02B459E8E1CB813072283B5&TYPE=Event.ClientInst&DATA=%5B%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%222fcade44-8958-4375-8c22-42f28bbbd510%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Facebook%22%2C%22TS%22%3A1541378272201%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%222fcade44-8958-4375-8c22-42f28bbbd510%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Twitter%22%2C%22TS%22%3A1541378272203%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%222fcade44-8958-4375-8c22-42f28bbbd510%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Skype%22%2C%22TS%22%3A1541378272203%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%222fcade44-8958-4375-8c22-42f28bbbd510%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Email%22%2C%22TS%22%3A1541378272203%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%222fcade44-8958-4375-8c22-42f28bbbd510%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22GetUrl%22%2C%22TS%22%3A1541378272203%7D%2C%7B%22T%22%3A%22CI.Load%22%2C%22FID%22%3A%22HP%22%2C%22Name%22%3A%22HpmobAjaxLoad%22%2C%22TS%22%3A1541378272205%7D%5D","-1","","","2486","1991","2436","2436","2486","50","1991","2486","495","50","51","1","0","h2","low","","","","",
"13.107.21.200","495","","","-1","-1","Document","3","-1","-1","application/x-javascript; charset=utf-8","0","1","","100","-1","https://www.bing.com/rs/2W/2k/cj,nj/8d784342/dbeb434c.js","-1","-1","200","-1","","612","2","43","","public, max-age=15552000","br","181105_8N_6","-1","419","-1","0","15552000","407","2021","-1","GET","255","255","10711","0.66","-1","-1","www.bing.com","100","-1","https://www.bing.com/rb/14/cj,nj/1b7dfb88/cc8437ad.js?bu=DikuWWltcWVdYaoBrgEungEu","1","2020","/rs/2W/2k/cj,nj/8d784342/dbeb434c.js","100","","","2516","2021","2440","2440","2516","76","2021","2516","495","51","52","1","0","h2","high","","","","",
"13.107.21.200","83","","","-1","-1","XHR","3","-1","-1","text/html; charset=utf-8","0","1","","100","-1","https://www.bing.com/favorites/cfx","-1","-1","200","-1","","2864","1","21","","private","gzip","181105_8N_6","-1","56","-1","-1","","6341","2493","-1","GET","2545","2545","971","0.67","-1","-1","www.bing.com","100","-1","https://www.bing.com/rs/3Q/2m/cj,nj/56b755ce/802fbfb7.js","1","2492","/favorites/cfx","-1","","","2576","2493","2549","2549","2576","27","2493","2576","83","52","53","1","0","h2","medium","","","","",
"13.107.21.200","104","","","-1","-1","XHR","3","-1","-1","text/html; charset=utf-8","0","1","","100","-1","https://www.bing.com/images/favorites/manage?action=getStatus&sid=34EA17212AF86BA704161BBF2B506AAD","-1","-1","200","-1","","482","2","308","","private","gzip","181105_8N_6","-1","96","-1","-1","","58","2587","-1","POST","78","78","1842","0.69","-1","-1","www.bing.com","100","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","1","2586","/images/favorites/manage?action=getStatus&sid=34EA17212AF86BA704161BBF2B506AAD","-1","","","2691","2587","2683","2683","2691","8","2587","2691","104","53","54","1","0","h2","medium","","","","",
"13.107.21.200","100","","","-1","-1","XHR","3","-1","-1","","","1","","-1","-1","https://www.bing.com/fd/ls/lsp.aspx","-1","-1","204","-1","","71","2","5773","","","","181105_8N_6","-1","95","-1","-1","","0","2845","-1","POST","0","","1663","0.70","-1","-1","www.bing.com","-1","-1","https://www.bing.com/rb/14/cj,nj/1b7dfb88/cc8437ad.js?bu=DikuWWltcWVdYaoBrgEungEu","1","2844","/fd/ls/lsp.aspx","-1","","","2945","2845","2940","2940","2945","5","2845","2945","100","54","55","1","0","h2","medium","","","","",
