"ip_addr","load_ms","image_total","minify_save","score_cookies","score_compress","requestType","type","dns_start","ssl_end","contentType","gzip_save","is_secure","server_count","score_gzip","ssl_start","full_url","dns_ms","connect_end","responseCode","ssl_ms","image_save","bytesIn","initiator_line","bytesOut","minify_total","cacheControl","contentEncoding","id","dns_end","ttfb_ms","connect_start","score_cdn","cache_time","objectSizeUncompressed","load_start","connect_ms","method","objectSize","gzip_total","initiator_column","request_id","score_combine","score_etags","host","score_keep-alive","score_minify","initiator","socket","created","url","score_cache","server_rtt","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","protocol","priority","is_base_page","jpeg_scan_count","score_progressive_jpeg","expires",
"","284","","","-1","-1","Document","3","-1","-1","text/html; charset=utf-8","","1","","-1","-1","https://login.live.com/login.srf?wa=wsignin1.0&rpsnv=11&ct=1541378272&rver=6.0.5286.0&wp=MBI_SSL&wreply=https:%2F%2fwww.bing.com%2Fsecure%2FPassport.aspx%3Fpopup%3D1%26ssl%3D1&lc=1033&id=264960&checkda=1","-1","-1","302","-1","","625","2","0","","no-cache","","181105_8N_6","-1","284","-1","-1","","0","3569","-1","GET","0","","24285","0.71","-1","-1","login.live.com","-1","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","-1","3569","/login.srf?wa=wsignin1.0&rpsnv=11&ct=1541378272&rver=6.0.5286.0&wp=MBI_SSL&wreply=https:%2F%2fwww.bing.com%2Fsecure%2FPassport.aspx%3Fpopup%3D1%26ssl%3D1&lc=1033&id=264960&checkda=1","-1","","","3853","3569","3853","3853","3853","0","3569","3853","284","55","56","1","0","","","","","","Mon, 05 Nov 2018 00:36:54 GMT",
"13.107.21.200","94","","","-1","-1","Document","3","-1","-1","text/html; charset=utf-8","0","1","","100","-1","https://www.bing.com/secure/Passport.aspx?popup=1&ssl=1","-1","-1","200","-1","","548","","836","","private","gzip","181105_8N_6","-1","78","-1","-1","","320","3854","-1","GET","230","230","","0.71.1","-1","-1","www.bing.com","100","-1","","1","3854","/secure/Passport.aspx?popup=1&ssl=1","-1","","","3948","3854","3932","3932","3948","16","3854","3948","94","56","57","1","0","h2","high","","","","",
"13.107.21.200","340","","","-1","-1","Document","3","-1","-1","text/html; charset=utf-8","0","1","","100","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","-1","-1","200","-1","","21104","","390","","private, max-age=0","gzip","181105_8N_6","-1","185","-1","-1","","52099","21","-1","GET","20747","20747","","0.2.1","-1","-1","www.bing.com","100","-1","","1","21","/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","-1","","","361","21","206","206","361","155","21","361","340","0","1","1","1","h2","high","1","","","",
"13.107.21.200","176","","","-1","-1","Image","3","-1","-1","","","1","","-1","-1","https://www.bing.com/fd/ls/l?IG=5F73DAAC42244D8FB7C4A147F863B105&Type=Event.CPT&DATA={%22pp%22:{%22S%22:%22L%22,%22FC%22:-1,%22BC%22:-1,%22SE%22:-1,%22TC%22:-1,%22H%22:-1,%22BP%22:65,%22CT%22:72,%22IL%22:1},%22ad%22:[-1,-1,375,603,375,603,1]}&P=SERP&DA=CH01&MN=SERP","-1","-1","200","-1","","152","12","554","","","","181105_8N_6","-1","38","-1","-1","","0","452","-1","GET","0","","8205","0.5","-1","-1","www.bing.com","100","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","1","450","/fd/ls/l?IG=5F73DAAC42244D8FB7C4A147F863B105&Type=Event.CPT&DATA={%22pp%22:{%22S%22:%22L%22,%22FC%22:-1,%22BC%22:-1,%22SE%22:-1,%22TC%22:-1,%22H%22:-1,%22BP%22:65,%22CT%22:72,%22IL%22:1},%22ad%22:[-1,-1,375,603,375,603,1]}&P=SERP&DA=CH01&MN=SERP","-1","","","628","452","490","490","628","138","452","628","176","1","2","1","1","h2","low","","","","",
"","164","","","-1","-1","Beacon","3","-1","-1","","","1","","-1","-1","https://www.bing.com/fd/ls/lsp.aspx?","-1","-1","204","-1","","0","12","0","","","","181105_8N_6","-1","164","-1","-1","","0","464","-1","POST","0","","6736","0.6","-1","-1","www.bing.com","-1","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","-1","464","/fd/ls/lsp.aspx","-1","","","628","464","628","628","628","0","464","628","164","2","3","1","1","","","","","","",
"13.107.21.200","97","","","-1","-1","XHR","3","-1","-1","text/html; charset=utf-8","0","1","","100","-1","https://www.bing.com/notifications/render?bnptrigger=%7B%22PartnerId%22%3A%22HomePage%22%2C%22IID%22%3A%22SERP.2000%22%2C%22Attributes%22%3A%7B%22RawRequestURL%22%3A%22%2F%3FtoWww%3D1%26redig%3DB7763EC4CDD647798109EE01B0285E5C%22%7D%7D&IG=5F73DAAC42244D8FB7C4A147F863B105&IID=SERP.2000","-1","-1","200","-1","","3647","2","209","","no-cache","gzip","181105_8N_6","-1","84","-1","-1","","6894","821","-1","GET","3327","3327","2099","0.16","-1","-1","www.bing.com","100","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","1","819","/notifications/render?bnptrigger=%7B%22PartnerId%22%3A%22HomePage%22%2C%22IID%22%3A%22SERP.2000%22%2C%22Attributes%22%3A%7B%22RawRequestURL%22%3A%22%2F%3FtoWww%3D1%26redig%3DB7763EC4CDD647798109EE01B0285E5C%22%7D%7D&IG=5F73DAAC42244D8FB7C4A147F863B105&IID=SERP.2000","-1","","","918","821","905","905","918","13","821","918","97","3","4","1","1","h2","medium","","","","",
"","86","","","-1","-1","Image","3","-1","-1","text/html; charset=utf-8","","1","","-1","-1","https://www.bing.com/ImageResolution.aspx?w=375&h=603&hash=db526ab80070e151d594c8e0022c065b&toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","-1","-1","302","-1","","536","16","0","","private","gzip","181105_8N_6","-1","86","-1","-1","","0","857","-1","GET","160","","3272","0.20","-1","-1","www.bing.com","-1","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","-1","857","/ImageResolution.aspx?w=375&h=603&hash=db526ab80070e151d594c8e0022c065b&toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","-1","","","943","857","943","943","943","0","857","943","86","4","5","1","1","","","","","","",
"13.107.21.200","92","71145","","-1","100","","3","-1","-1","image/jpeg","","1","","-1","-1","https://www.bing.com/az/hprichbg/rb/NYCM_EN-US8962861446_480x640.jpg","-1","-1","200","-1","0","71383","","157","","public, max-age=691200","","181105_8N_6","-1","50","-1","0","691200","71310","943","-1","GET","71145","","","0.20.1","-1","-1","www.bing.com","100","-1","","1","943","/az/hprichbg/rb/NYCM_EN-US8962861446_480x640.jpg","100","","","1035","943","993","993","1035","42","943","1035","92","5","6","1","1","h2","low","","1","0","",
"13.107.21.200","163","","","-1","-1","XHR","3","-1","-1","text/html; charset=utf-8","0","1","","100","-1","https://www.bing.com/hpmob?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C&IG=5F73DAAC42244D8FB7C4A147F863B105&IID=SERP.5000","-1","-1","200","-1","","27746","16","91","","private","gzip","181105_8N_6","-1","130","-1","-1","","75089","1041","-1","GET","27399","27399","15326","0.23","-1","-1","www.bing.com","100","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","1","1040","/hpmob?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C&IG=5F73DAAC42244D8FB7C4A147F863B105&IID=SERP.5000","-1","","","1204","1041","1171","1171","1204","33","1041","1204","163","6","7","1","1","h2","medium","","","","",
"","54","","","-1","-1","Image","3","-1","-1","text/html; charset=utf-8","","1","","-1","-1","https://www.bing.com/ImageResolution.aspx?w=375&h=603&hash=db526ab80070e151d594c8e0022c065b&toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","-1","-1","302","-1","","536","16","0","","private","gzip","181105_8N_6","-1","54","-1","-1","","0","1042","-1","GET","160","","3308","0.24","-1","-1","www.bing.com","-1","-1","https://www.bing.com/?toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","-1","1042","/ImageResolution.aspx?w=375&h=603&hash=db526ab80070e151d594c8e0022c065b&toWww=1&redig=B7763EC4CDD647798109EE01B0285E5C","-1","","","1096","1042","1096","1096","1096","0","1042","1096","54","7","8","1","1","","","","","","",
"13.107.21.200","105","71145","","-1","100","","3","-1","-1","image/jpeg","","1","","-1","-1","https://www.bing.com/az/hprichbg/rb/NYCM_EN-US8962861446_480x640.jpg","-1","-1","200","-1","0","71383","","157","","public, max-age=691200","","181105_8N_6","-1","37","-1","0","691200","71310","1096","-1","GET","71145","","","0.24.1","-1","-1","www.bing.com","100","-1","","1","1096","/az/hprichbg/rb/NYCM_EN-US8962861446_480x640.jpg","100","","","1201","1096","1133","1133","1201","68","1096","1201","105","8","9","1","1","h2","low","","1","0","",
"13.107.21.200","123","","","-1","-1","Image","3","-1","-1","","","1","","-1","-1","https://www.bing.com/fd/ls/l?IG=5F73DAAC42244D8FB7C4A147F863B105&TYPE=Event.ClientInst&DATA=%5B%7B%22T%22%3A%22CI.Init%22%2C%22FID%22%3A%22CI%22%2C%22Name%22%3A%22Base%22%2C%22TS%22%3A1541378295251%7D%2C%7B%22T%22%3A%22CI.Show%22%2C%22FID%22%3A%22HpPortrait%22%2C%22Name%22%3A%22null%22%2C%22TS%22%3A1541378295251%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%22d0723081-f0cf-4818-bb07-f84ca753b127%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22WhatsApp%22%2C%22TS%22%3A1541378295655%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%22d0723081-f0cf-4818-bb07-f84ca753b127%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Facebook%22%2C%22TS%22%3A1541378295655%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%22d0723081-f0cf-4818-bb07-f84ca753b127%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Skype%22%2C%22TS%22%3A1541378295655%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%22d0723081-f0cf-4818-bb07-f84ca753b127%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22WhatsApp%22%2C%22TS%22%3A1541378295655%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%22d0723081-f0cf-4818-bb07-f84ca753b127%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Sms%22%2C%22TS%22%3A1541378295655%7D%5D","-1","-1","200","-1","","152","3","1256","","","","181105_8N_6","-1","43","-1","-1","","0","1262","-1","GET","0","","9011","0.62","-1","-1","www.bing.com","100","-1","https://www.bing.com/rms/BingCore.Bundle/cj,nj/3e6a7d75/9a358300.js?bu=rms+answers+Shared+BingCore%24ClientInstV2%24DuplicateXlsDefaultConfig*BingCore%24ClientInstV2%24SharedLocalStorageConfigDefault*BingCore%24shared*BingCore%24env.override*Empty*BingCore%24event.custom.fix*BingCore%24event.native*BingCore%24onHTML*BingCore%24dom*BingCore%24cookies*BingCore%24rmsajax*BingCore%24ClientInstV2%24LogUploadCapFeatureDisabled*BingCore%24ClientInstV2%24ClientInstConfigSeparateOfflineQueue*BingCore%24clientinst*BingCore%24replay*BingCore%24Animation*BingCore%24fadeAnimation*BingCore%24framework","1","1257","/fd/ls/l?IG=5F73DAAC42244D8FB7C4A147F863B105&TYPE=Event.ClientInst&DATA=%5B%7B%22T%22%3A%22CI.Init%22%2C%22FID%22%3A%22CI%22%2C%22Name%22%3A%22Base%22%2C%22TS%22%3A1541378295251%7D%2C%7B%22T%22%3A%22CI.Show%22%2C%22FID%22%3A%22HpPortrait%22%2C%22Name%22%3A%22null%22%2C%22TS%22%3A1541378295251%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%22d0723081-f0cf-4818-bb07-f84ca753b127%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22WhatsApp%22%2C%22TS%22%3A1541378295655%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%22d0723081-f0cf-4818-bb07-f84ca753b127%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Facebook%22%2C%22TS%22%3A1541378295655%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%22d0723081-f0cf-4818-bb07-f84ca753b127%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Skype%22%2C%22TS%22%3A1541378295655%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%22d0723081-f0cf-4818-bb07-f84ca753b127%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22WhatsApp%22%2C%22TS%22%3A1541378295655%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%22d0723081-f0cf-4818-bb07-f84ca753b127%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Sms%22%2C%22TS%22%3A1541378295655%7D%5D","-1","","","1385","1262","1305","1305","1385","80","1262","1385","123","9","10","1","1","h2","low","","","","",
"13.107.21.200","121","","","-1","-1","Image","3","-1","-1","","","1","","-1","-1","https://www.bing.com/fd/ls/l?IG=5F73DAAC42244D8FB7C4A147F863B105&TYPE=Event.ClientInst&DATA=%5B%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%22d0723081-f0cf-4818-bb07-f84ca753b127%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Facebook%22%2C%22TS%22%3A1541378295655%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%22d0723081-f0cf-4818-bb07-f84ca753b127%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Twitter%22%2C%22TS%22%3A1541378295657%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%22d0723081-f0cf-4818-bb07-f84ca753b127%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Skype%22%2C%22TS%22%3A1541378295657%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%22d0723081-f0cf-4818-bb07-f84ca753b127%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Email%22%2C%22TS%22%3A1541378295658%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%22d0723081-f0cf-4818-bb07-f84ca753b127%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22GetUrl%22%2C%22TS%22%3A1541378295658%7D%2C%7B%22T%22%3A%22CI.Load%22%2C%22FID%22%3A%22HP%22%2C%22Name%22%3A%22HpmobAjaxLoad%22%2C%22TS%22%3A1541378295661%7D%5D","-1","-1","200","-1","","152","3","1178","","","","181105_8N_6","-1","43","-1","-1","","0","1263","-1","GET","0","","9011","0.65","-1","-1","www.bing.com","100","-1","https://www.bing.com/rms/BingCore.Bundle/cj,nj/3e6a7d75/9a358300.js?bu=rms+answers+Shared+BingCore%24ClientInstV2%24DuplicateXlsDefaultConfig*BingCore%24ClientInstV2%24SharedLocalStorageConfigDefault*BingCore%24shared*BingCore%24env.override*Empty*BingCore%24event.custom.fix*BingCore%24event.native*BingCore%24onHTML*BingCore%24dom*BingCore%24cookies*BingCore%24rmsajax*BingCore%24ClientInstV2%24LogUploadCapFeatureDisabled*BingCore%24ClientInstV2%24ClientInstConfigSeparateOfflineQueue*BingCore%24clientinst*BingCore%24replay*BingCore%24Animation*BingCore%24fadeAnimation*BingCore%24framework","1","1262","/fd/ls/l?IG=5F73DAAC42244D8FB7C4A147F863B105&TYPE=Event.ClientInst&DATA=%5B%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%22d0723081-f0cf-4818-bb07-f84ca753b127%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Facebook%22%2C%22TS%22%3A1541378295655%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%22d0723081-f0cf-4818-bb07-f84ca753b127%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Twitter%22%2C%22TS%22%3A1541378295657%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%22d0723081-f0cf-4818-bb07-f84ca753b127%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Skype%22%2C%22TS%22%3A1541378295657%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%22d0723081-f0cf-4818-bb07-f84ca753b127%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22Email%22%2C%22TS%22%3A1541378295658%7D%2C%7B%22shareKey%22%3A%22%22%2C%22guid%22%3A%22d0723081-f0cf-4818-bb07-f84ca753b127%22%2C%22stage%22%3A%22Visible%22%2C%22message%22%3A%22Social%20share%20is%20visible.%22%2C%22T%22%3A%22CI.SocialShare%22%2C%22FID%22%3A%22null%22%2C%22Name%22%3A%22GetUrl%22%2C%22TS%22%3A1541378295658%7D%2C%7B%22T%22%3A%22CI.Load%22%2C%22FID%22%3A%22HP%22%2C%22Name%22%3A%22HpmobAjaxLoad%22%2C%22TS%22%3A1541378295661%7D%5D","-1","","","1384","1263","1306","1306","1384","78","1263","1384","121","10","11","1","1","h2","low","","","","",
"13.107.21.200","63","","","-1","-1","XHR","3","-1","-1","","","1","","-1","-1","https://www.bing.com/fd/ls/lsp.aspx","-1","-1","204","-1","","72","2","4906","","","","181105_8N_6","-1","57","-1","-1","","0","2065","-1","POST","0","","1663","0.66","-1","-1","www.bing.com","-1","-1","https://www.bing.com/rb/14/cj,nj/1b7dfb88/cc8437ad.js?bu=DikuWWltcWVdYaoBrgEungEu","1","2064","/fd/ls/lsp.aspx","-1","","","2128","2065","2122","2122","2128","6","2065","2128","63","11","12","1","1","h2","medium","","","","",
