"ip_addr","load_ms","image_total","minify_save","score_cookies","score_compress","requestType","type","dns_start","ssl_end","gzip_save","is_secure","server_count","score_gzip","ssl_start","full_url","dns_ms","connect_end","responseCode","ssl_ms","image_save","bytesIn","initiator_line","bytesOut","minify_total","id","dns_end","ttfb_ms","connect_start","score_cdn","cache_time","objectSizeUncompressed","load_start","connect_ms","method","objectSize","gzip_total","initiator_column","request_id","score_combine","score_etags","host","score_keep-alive","score_minify","initiator","socket","created","url","score_cache","server_rtt","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","protocol","priority","contentType","is_base_page","cacheControl","contentEncoding","expires","jpeg_scan_count","score_progressive_jpeg",
"23.47.79.25","61","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE2G3na?ver=d01c&q=90&m=8&h=303&w=539&b=%23FFFFFFFF&l=f&x=853&y=239&s=1267&d=712&aim=true","-1","-1","200","-1","","8857","79","103","","181105_SA_T","-1","45","-1","100","366509","8502","4874","-1","GET","8502","","3610","0.56","-1","-1","img-prod-cms-rt-microsoft-com.akamaized.net","100","-1","https://www.microsoft.com/en-us/","2","4873","/cms/api/am/imageFileData/RE2G3na?ver=d01c&q=90&m=8&h=303&w=539&b=%23FFFFFFFF&l=f&x=853&y=239&s=1267&d=712&aim=true","50","","Akamai","4935","4874","4919","4919","4935","16","4874","4935","61","63","64","1","0","h2","low","image/jp2","","private, no-transform, max-age=366509","","Fri, 09 Nov 2018 06:55:17 GMT","","",
"23.47.79.25","39","34140","","-1","82","Image","3","-1","-1","","1","","-1","-1","https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RE2GPpv?ver=7208&q=90&m=8&h=303&w=539&b=%23FFFFFFFF&l=f&x=327&y=83&s=1467&d=825&aim=true","-1","-1","200","-1","5811","34770","79","103","","181105_SA_T","-1","25","-1","100","440","34140","5024","-1","GET","34140","","3610","0.57","-1","-1","img-prod-cms-rt-microsoft-com.akamaized.net","100","-1","https://www.microsoft.com/en-us/","2","5023","/cms/api/am/imageFileData/RE2GPpv?ver=7208&q=90&m=8&h=303&w=539&b=%23FFFFFFFF&l=f&x=327&y=83&s=1467&d=825&aim=true","0","","Akamai","5063","5024","5049","5049","5063","14","5024","5063","39","64","65","1","0","h2","low","image/jpeg","","public, private, max-age=440","","Mon, 05 Nov 2018 01:14:08 GMT","1","0",
"23.47.79.25","77","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RWoAFh?ver=5873&q=90&m=8&h=303&w=539&b=%23FFFFFFFF&l=f&x=3&y=0&s=2117&d=1190&aim=true","-1","-1","200","-1","","29278","79","100","","181105_SA_T","-1","56","-1","100","186940","28923","5157","-1","GET","28923","","3610","0.58","-1","-1","img-prod-cms-rt-microsoft-com.akamaized.net","100","-1","https://www.microsoft.com/en-us/","2","5156","/cms/api/am/imageFileData/RWoAFh?ver=5873&q=90&m=8&h=303&w=539&b=%23FFFFFFFF&l=f&x=3&y=0&s=2117&d=1190&aim=true","50","","Akamai","5234","5157","5213","5213","5234","21","5157","5234","77","65","66","1","0","h2","low","image/jp2","","private, no-transform, max-age=186940","","Wed, 07 Nov 2018 05:02:28 GMT","","",
"","250","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://pixel.everesttech.net/1/gr?url=https%3A%2F%2Fpixel.everesttech.net%2F1x1%3F","-1","-1","302","-1","","1028","10","0","","181105_SA_T","-1","250","-1","-1","","0","5438","-1","GET","389","","162","0.59","-1","-1","pixel.everesttech.net","-1","-1","https://mscom.demdex.net/dest5.html?d_nsid=0#https%3A%2F%2Fwww.microsoft.com%2Fen-us%2F","-1","5438","/1/gr?url=https%3A%2F%2Fpixel.everesttech.net%2F1x1%3F","-1","","","5688","5438","5688","5688","5688","0","5438","5688","250","66","67","1","0","","","text/html; charset=iso-8859-1","","no-cache","","","","",
"","299","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://pixel.everesttech.net/1/gr?url=https%3A%2F%2Fus-u.openx.net%2Fw%2F1.0%2Fsd%3Fid%3D537072980%26val%3D__EFGSURFER__.__EFGCK__","-1","-1","302","-1","","1144","10","0","","181105_SA_T","-1","299","-1","-1","","0","5556","-1","GET","447","","162","0.60","-1","-1","pixel.everesttech.net","-1","-1","https://mscom.demdex.net/dest5.html?d_nsid=0#https%3A%2F%2Fwww.microsoft.com%2Fen-us%2F","-1","5556","/1/gr?url=https%3A%2F%2Fus-u.openx.net%2Fw%2F1.0%2Fsd%3Fid%3D537072980%26val%3D__EFGSURFER__.__EFGCK__","-1","","","5855","5556","5855","5855","5855","0","5556","5855","299","67","68","1","0","","","text/html; charset=iso-8859-1","","no-cache","","","","",
"","139","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://pixel.everesttech.net/1/gr?url=https%3A%2F%2Fib.adnxs.com%2Fpxj%3Faction%3Dsetuid(%27__EFGSURFER__.__EFGCK__%27)%26bidder%3D51%26seg%3D2634060der%3D51%26seg%3D2634060","-1","-1","302","-1","","1250","10","0","","181105_SA_T","-1","139","-1","-1","","0","5678","-1","GET","500","","162","0.61","-1","-1","pixel.everesttech.net","-1","-1","https://mscom.demdex.net/dest5.html?d_nsid=0#https%3A%2F%2Fwww.microsoft.com%2Fen-us%2F","-1","5678","/1/gr?url=https%3A%2F%2Fib.adnxs.com%2Fpxj%3Faction%3Dsetuid(%27__EFGSURFER__.__EFGCK__%27)%26bidder%3D51%26seg%3D2634060der%3D51%26seg%3D2634060","-1","","","5817","5678","5817","5817","5817","0","5678","5817","139","68","69","1","0","","","text/html; charset=iso-8859-1","","no-cache","","","","",
"","324","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://cm.g.doubleclick.net/pixel?google_nid=everest&google_cm&google_sc&ev_rs=1&google_hm=VzlAWHFBQUFBU2h3Vkw0Nw&url=/1/gr%3furl=https%253A%252F%252Fpixel.everesttech.net%252F1x1%253F","-1","-1","302","-1","","1268","","0","","181105_SA_T","-1","324","-1","-1","","0","5688","-1","GET","419","","","0.59.1","-1","-1","cm.g.doubleclick.net","-1","-1","","-1","5688","/pixel?google_nid=everest&google_cm&google_sc&ev_rs=1&google_hm=VzlAWHFBQUFBU2h3Vkw0Nw&url=/1/gr%3furl=https%253A%252F%252Fpixel.everesttech.net%252F1x1%253F","-1","","","6012","5688","6012","6012","6012","0","5688","6012","324","69","70","1","0","","","text/html; charset=UTF-8","","no-cache, must-revalidate","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"","43","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://pixel.everesttech.net/1/gr?url=https%3A%2F%2Fpixel.rubiconproject.com%2Ftap.php%3Fexpires%3D30%26nid%3D2181%26put%3D__EFGSURFER__.__EFGCK__%26v%3D11782","-1","-1","302","-1","","1208","10","0","","181105_SA_T","-1","43","-1","-1","","0","5800","-1","GET","479","","162","0.62","-1","-1","pixel.everesttech.net","-1","-1","https://mscom.demdex.net/dest5.html?d_nsid=0#https%3A%2F%2Fwww.microsoft.com%2Fen-us%2F","-1","5800","/1/gr?url=https%3A%2F%2Fpixel.rubiconproject.com%2Ftap.php%3Fexpires%3D30%26nid%3D2181%26put%3D__EFGSURFER__.__EFGCK__%26v%3D11782","-1","","","5843","5800","5843","5843","5843","0","5800","5843","43","70","71","1","0","","","text/html; charset=iso-8859-1","","no-cache","","","","",
"","193","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://cm.g.doubleclick.net/pixel?google_nid=everest&google_cm&google_sc&ev_rs=1&google_hm=VzlAWHFBQUFCZmhMdTd1eg&url=/1/gr%3furl=https%253A%252F%252Fib.adnxs.com%252Fpxj%253Faction%253Dsetuid(%2527__EFGSURFER__.__EFGCK__%2527)%2526bidder%253D51%2526seg%253D2634060der%253D51%2526seg%253D2634060","-1","-1","302","-1","","1490","","0","","181105_SA_T","-1","193","-1","-1","","0","5817","-1","GET","530","","","0.61.1","-1","-1","cm.g.doubleclick.net","-1","-1","","-1","5817","/pixel?google_nid=everest&google_cm&google_sc&ev_rs=1&google_hm=VzlAWHFBQUFCZmhMdTd1eg&url=/1/gr%3furl=https%253A%252F%252Fib.adnxs.com%252Fpxj%253Faction%253Dsetuid(%2527__EFGSURFER__.__EFGCK__%2527)%2526bidder%253D51%2526seg%253D2634060der%253D51%2526seg%253D2634060","-1","","","6010","5817","6010","6010","6010","0","5817","6010","193","71","72","1","0","","","text/html; charset=UTF-8","","no-cache, must-revalidate","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"","171","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://cm.g.doubleclick.net/pixel?google_nid=everest&google_cm&google_sc&ev_rs=1&google_hm=VzlAWHFBQUFBU2h3dXI0Nw&url=/1/gr%3furl=https%253A%252F%252Fpixel.rubiconproject.com%252Ftap.php%253Fexpires%253D30%2526nid%253D2181%2526put%253D__EFGSURFER__.__EFGCK__%2526v%253D11782","-1","-1","302","-1","","1448","","0","","181105_SA_T","-1","171","-1","-1","","0","5843","-1","GET","509","","","0.62.1","-1","-1","cm.g.doubleclick.net","-1","-1","","-1","5843","/pixel?google_nid=everest&google_cm&google_sc&ev_rs=1&google_hm=VzlAWHFBQUFBU2h3dXI0Nw&url=/1/gr%3furl=https%253A%252F%252Fpixel.rubiconproject.com%252Ftap.php%253Fexpires%253D30%2526nid%253D2181%2526put%253D__EFGSURFER__.__EFGCK__%2526v%253D11782","-1","","","6014","5843","6014","6014","6014","0","5843","6014","171","72","73","1","0","","","text/html; charset=UTF-8","","no-cache, must-revalidate","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"","160","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://cm.g.doubleclick.net/pixel?google_nid=everest&google_cm&google_sc&ev_rs=1&google_hm=VzlAWHFBQUFBTkZrWjYwWg&url=/1/gr%3furl=https%253A%252F%252Fus-u.openx.net%252Fw%252F1.0%252Fsd%253Fid%253D537072980%2526val%253D__EFGSURFER__.__EFGCK__","-1","-1","302","-1","","1384","","0","","181105_SA_T","-1","160","-1","-1","","0","5856","-1","GET","477","","","0.60.1","-1","-1","cm.g.doubleclick.net","-1","-1","","-1","5856","/pixel?google_nid=everest&google_cm&google_sc&ev_rs=1&google_hm=VzlAWHFBQUFBTkZrWjYwWg&url=/1/gr%3furl=https%253A%252F%252Fus-u.openx.net%252Fw%252F1.0%252Fsd%253Fid%253D537072980%2526val%253D__EFGSURFER__.__EFGCK__","-1","","","6016","5856","6016","6016","6016","0","5856","6016","160","73","74","1","0","","","text/html; charset=UTF-8","","no-cache, must-revalidate","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"","46","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://pixel.everesttech.net/1/gr?url=https%3A%2F%2Fimage2.pubmatic.com%2FAdServer%2FPug%3Fvcode%3Dbz0yJnR5cGU9MSZjb2RlPTI2NjgmdGw9NDMyMDA%3D%26piggybackCookie%3D__EFGSURFER__.__EFGCK__","-1","-1","302","-1","","1254","10","0","","181105_SA_T","-1","46","-1","-1","","0","5917","-1","GET","502","","162","0.63","-1","-1","pixel.everesttech.net","-1","-1","https://mscom.demdex.net/dest5.html?d_nsid=0#https%3A%2F%2Fwww.microsoft.com%2Fen-us%2F","-1","5917","/1/gr?url=https%3A%2F%2Fimage2.pubmatic.com%2FAdServer%2FPug%3Fvcode%3Dbz0yJnR5cGU9MSZjb2RlPTI2NjgmdGw9NDMyMDA%3D%26piggybackCookie%3D__EFGSURFER__.__EFGCK__","-1","","","5963","5917","5963","5963","5963","0","5917","5963","46","74","75","1","0","","","text/html; charset=iso-8859-1","","no-cache","","","","",
"","71","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://cm.g.doubleclick.net/pixel?google_nid=everest&google_cm&google_sc&ev_rs=1&google_hm=VzlAWHFRQUFBWXpaUk1nTA&url=/1/gr%3furl=https%253A%252F%252Fimage2.pubmatic.com%252FAdServer%252FPug%253Fvcode%253Dbz0yJnR5cGU9MSZjb2RlPTI2NjgmdGw9NDMyMDA%253D%2526piggybackCookie%253D__EFGSURFER__.__EFGCK__","-1","-1","302","-1","","1494","","0","","181105_SA_T","-1","71","-1","-1","","0","5962","-1","GET","532","","","0.63.1","-1","-1","cm.g.doubleclick.net","-1","-1","","-1","5962","/pixel?google_nid=everest&google_cm&google_sc&ev_rs=1&google_hm=VzlAWHFRQUFBWXpaUk1nTA&url=/1/gr%3furl=https%253A%252F%252Fimage2.pubmatic.com%252FAdServer%252FPug%253Fvcode%253Dbz0yJnR5cGU9MSZjb2RlPTI2NjgmdGw9NDMyMDA%253D%2526piggybackCookie%253D__EFGSURFER__.__EFGCK__","-1","","","6033","5962","6033","6033","6033","0","5962","6033","71","75","76","1","0","","","text/html; charset=UTF-8","","no-cache, must-revalidate","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"","78","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://cm.g.doubleclick.net/pixel?google_nid=everest&google_cm=&google_sc=&ev_rs=1&google_hm=VzlAWHFBQUFCZmhMdTd1eg&url=/1/gr%3Furl=https%253A%252F%252Fib.adnxs.com%252Fpxj%253Faction%253Dsetuid(%2527__EFGSURFER__.__EFGCK__%2527)%2526bidder%253D51%2526seg%253D2634060der%253D51%2526seg%253D2634060&google_tc=","-1","-1","302","-1","","1354","","0","","181105_SA_T","-1","78","-1","-1","","0","6010","-1","GET","456","","","0.61.2","-1","-1","cm.g.doubleclick.net","-1","-1","","-1","6010","/pixel?google_nid=everest&google_cm=&google_sc=&ev_rs=1&google_hm=VzlAWHFBQUFCZmhMdTd1eg&url=/1/gr%3Furl=https%253A%252F%252Fib.adnxs.com%252Fpxj%253Faction%253Dsetuid(%2527__EFGSURFER__.__EFGCK__%2527)%2526bidder%253D51%2526seg%253D2634060der%253D51%2526seg%253D2634060&google_tc=","-1","","","6088","6010","6088","6088","6088","0","6010","6088","78","76","77","1","0","","","text/html; charset=UTF-8","","no-cache, must-revalidate","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"","78","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://cm.g.doubleclick.net/pixel?google_nid=everest&google_cm=&google_sc=&ev_rs=1&google_hm=VzlAWHFBQUFBU2h3Vkw0Nw&url=/1/gr%3Furl=https%253A%252F%252Fpixel.everesttech.net%252F1x1%253F&google_tc=","-1","-1","302","-1","","1132","","0","","181105_SA_T","-1","78","-1","-1","","0","6012","-1","GET","345","","","0.59.2","-1","-1","cm.g.doubleclick.net","-1","-1","","-1","6012","/pixel?google_nid=everest&google_cm=&google_sc=&ev_rs=1&google_hm=VzlAWHFBQUFBU2h3Vkw0Nw&url=/1/gr%3Furl=https%253A%252F%252Fpixel.everesttech.net%252F1x1%253F&google_tc=","-1","","","6090","6012","6090","6090","6090","0","6012","6090","78","77","78","1","0","","","text/html; charset=UTF-8","","no-cache, must-revalidate","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"","103","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://cm.g.doubleclick.net/pixel?google_nid=everest&google_cm=&google_sc=&ev_rs=1&google_hm=VzlAWHFBQUFBU2h3dXI0Nw&url=/1/gr%3Furl=https%253A%252F%252Fpixel.rubiconproject.com%252Ftap.php%253Fexpires%253D30%2526nid%253D2181%2526put%253D__EFGSURFER__.__EFGCK__%2526v%253D11782&google_tc=","-1","-1","302","-1","","1312","","0","","181105_SA_T","-1","103","-1","-1","","0","6014","-1","GET","435","","","0.62.2","-1","-1","cm.g.doubleclick.net","-1","-1","","-1","6014","/pixel?google_nid=everest&google_cm=&google_sc=&ev_rs=1&google_hm=VzlAWHFBQUFBU2h3dXI0Nw&url=/1/gr%3Furl=https%253A%252F%252Fpixel.rubiconproject.com%252Ftap.php%253Fexpires%253D30%2526nid%253D2181%2526put%253D__EFGSURFER__.__EFGCK__%2526v%253D11782&google_tc=","-1","","","6117","6014","6117","6117","6117","0","6014","6117","103","78","79","1","0","","","text/html; charset=UTF-8","","no-cache, must-revalidate","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"","103","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://cm.g.doubleclick.net/pixel?google_nid=everest&google_cm=&google_sc=&ev_rs=1&google_hm=VzlAWHFBQUFBTkZrWjYwWg&url=/1/gr%3Furl=https%253A%252F%252Fus-u.openx.net%252Fw%252F1.0%252Fsd%253Fid%253D537072980%2526val%253D__EFGSURFER__.__EFGCK__&google_tc=","-1","-1","302","-1","","1248","","0","","181105_SA_T","-1","103","-1","-1","","0","6016","-1","GET","403","","","0.60.2","-1","-1","cm.g.doubleclick.net","-1","-1","","-1","6016","/pixel?google_nid=everest&google_cm=&google_sc=&ev_rs=1&google_hm=VzlAWHFBQUFBTkZrWjYwWg&url=/1/gr%3Furl=https%253A%252F%252Fus-u.openx.net%252Fw%252F1.0%252Fsd%253Fid%253D537072980%2526val%253D__EFGSURFER__.__EFGCK__&google_tc=","-1","","","6119","6016","6119","6119","6119","0","6016","6119","103","79","80","1","0","","","text/html; charset=UTF-8","","no-cache, must-revalidate","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"","88","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://cm.g.doubleclick.net/pixel?google_nid=everest&google_cm=&google_sc=&ev_rs=1&google_hm=VzlAWHFRQUFBWXpaUk1nTA&url=/1/gr%3Furl=https%253A%252F%252Fimage2.pubmatic.com%252FAdServer%252FPug%253Fvcode%253Dbz0yJnR5cGU9MSZjb2RlPTI2NjgmdGw9NDMyMDA%253D%2526piggybackCookie%253D__EFGSURFER__.__EFGCK__&google_tc=","-1","-1","302","-1","","1358","","0","","181105_SA_T","-1","88","-1","-1","","0","6033","-1","GET","458","","","0.63.2","-1","-1","cm.g.doubleclick.net","-1","-1","","-1","6033","/pixel?google_nid=everest&google_cm=&google_sc=&ev_rs=1&google_hm=VzlAWHFRQUFBWXpaUk1nTA&url=/1/gr%3Furl=https%253A%252F%252Fimage2.pubmatic.com%252FAdServer%252FPug%253Fvcode%253Dbz0yJnR5cGU9MSZjb2RlPTI2NjgmdGw9NDMyMDA%253D%2526piggybackCookie%253D__EFGSURFER__.__EFGCK__&google_tc=","-1","","","6121","6033","6121","6121","6121","0","6033","6121","88","80","81","1","0","","","text/html; charset=UTF-8","","no-cache, must-revalidate","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"","54","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://cm.everesttech.net/cm/ax?cookieid=&ev_rs=1&url=/1/gr%3Furl=https%253A%252F%252Fib.adnxs.com%252Fpxj%253Faction%253Dsetuid(%2527__EFGSURFER__.__EFGCK__%2527)%2526bidder%253D51%2526seg%253D2634060der%253D51%2526seg%253D2634060&google_error=3","-1","-1","302","-1","","539","","0","","181105_SA_T","-1","54","-1","-1","","0","6087","-1","GET","0","","","0.61.3","-1","-1","cm.everesttech.net","-1","-1","","-1","6087","/cm/ax?cookieid=&ev_rs=1&url=/1/gr%3Furl=https%253A%252F%252Fib.adnxs.com%252Fpxj%253Faction%253Dsetuid(%2527__EFGSURFER__.__EFGCK__%2527)%2526bidder%253D51%2526seg%253D2634060der%253D51%2526seg%253D2634060&google_error=3","-1","","","6141","6087","6141","6141","6141","0","6087","6141","54","81","82","1","0","","","","","no-cache","","","","",
"","142","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://cm.everesttech.net/cm/ax?cookieid=&ev_rs=1&url=/1/gr%3Furl=https%253A%252F%252Fpixel.everesttech.net%252F1x1%253F&google_error=3","-1","-1","302","-1","","539","","0","","181105_SA_T","-1","142","-1","-1","","0","6090","-1","GET","0","","","0.59.3","-1","-1","cm.everesttech.net","-1","-1","","-1","6090","/cm/ax?cookieid=&ev_rs=1&url=/1/gr%3Furl=https%253A%252F%252Fpixel.everesttech.net%252F1x1%253F&google_error=3","-1","","","6232","6090","6232","6232","6232","0","6090","6232","142","82","83","1","0","","","","","no-cache","","","","",
"","163","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://cm.everesttech.net/cm/ax?cookieid=&ev_rs=1&url=/1/gr%3Furl=https%253A%252F%252Fpixel.rubiconproject.com%252Ftap.php%253Fexpires%253D30%2526nid%253D2181%2526put%253D__EFGSURFER__.__EFGCK__%2526v%253D11782&google_error=3","-1","-1","302","-1","","539","","0","","181105_SA_T","-1","163","-1","-1","","0","6117","-1","GET","0","","","0.62.3","-1","-1","cm.everesttech.net","-1","-1","","-1","6117","/cm/ax?cookieid=&ev_rs=1&url=/1/gr%3Furl=https%253A%252F%252Fpixel.rubiconproject.com%252Ftap.php%253Fexpires%253D30%2526nid%253D2181%2526put%253D__EFGSURFER__.__EFGCK__%2526v%253D11782&google_error=3","-1","","","6280","6117","6280","6280","6280","0","6117","6280","163","83","84","1","0","","","","","no-cache","","","","",
"","76","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://cm.everesttech.net/cm/ax?cookieid=&ev_rs=1&url=/1/gr%3Furl=https%253A%252F%252Fus-u.openx.net%252Fw%252F1.0%252Fsd%253Fid%253D537072980%2526val%253D__EFGSURFER__.__EFGCK__&google_error=3","-1","-1","302","-1","","539","","0","","181105_SA_T","-1","76","-1","-1","","0","6119","-1","GET","0","","","0.60.3","-1","-1","cm.everesttech.net","-1","-1","","-1","6119","/cm/ax?cookieid=&ev_rs=1&url=/1/gr%3Furl=https%253A%252F%252Fus-u.openx.net%252Fw%252F1.0%252Fsd%253Fid%253D537072980%2526val%253D__EFGSURFER__.__EFGCK__&google_error=3","-1","","","6195","6119","6195","6195","6195","0","6119","6195","76","84","85","1","0","","","","","no-cache","","","","",
"","160","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://cm.everesttech.net/cm/ax?cookieid=&ev_rs=1&url=/1/gr%3Furl=https%253A%252F%252Fimage2.pubmatic.com%252FAdServer%252FPug%253Fvcode%253Dbz0yJnR5cGU9MSZjb2RlPTI2NjgmdGw9NDMyMDA%253D%2526piggybackCookie%253D__EFGSURFER__.__EFGCK__&google_error=3","-1","-1","302","-1","","539","","0","","181105_SA_T","-1","160","-1","-1","","0","6121","-1","GET","0","","","0.63.3","-1","-1","cm.everesttech.net","-1","-1","","-1","6121","/cm/ax?cookieid=&ev_rs=1&url=/1/gr%3Furl=https%253A%252F%252Fimage2.pubmatic.com%252FAdServer%252FPug%253Fvcode%253Dbz0yJnR5cGU9MSZjb2RlPTI2NjgmdGw9NDMyMDA%253D%2526piggybackCookie%253D__EFGSURFER__.__EFGCK__&google_error=3","-1","","","6281","6121","6281","6281","6281","0","6121","6281","160","85","86","1","0","","","","","no-cache","","","","",
"","74","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://cm.g.doubleclick.net/pixel?google_nid=everest&google_cm&google_sc&ev_rs=1&url=/1x1&google_hm=VzlfWHFRQUFFU1BlMkJNRQ","-1","-1","302","-1","","1144","","0","","181105_SA_T","-1","74","-1","-1","","0","6141","-1","GET","357","","","0.61.4","-1","-1","cm.g.doubleclick.net","-1","-1","","-1","6141","/pixel?google_nid=everest&google_cm&google_sc&ev_rs=1&url=/1x1&google_hm=VzlfWHFRQUFFU1BlMkJNRQ","-1","","","6215","6141","6215","6215","6215","0","6141","6215","74","86","87","1","0","","","text/html; charset=UTF-8","","no-cache, must-revalidate","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"","86","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://cm.g.doubleclick.net/pixel?google_nid=everest&google_cm&google_sc&ev_rs=1&url=/1x1&google_hm=VzlfWHFRQUFEdE9tdmV2Ug","-1","-1","302","-1","","1144","","0","","181105_SA_T","-1","86","-1","-1","","0","6195","-1","GET","357","","","0.60.4","-1","-1","cm.g.doubleclick.net","-1","-1","","-1","6195","/pixel?google_nid=everest&google_cm&google_sc&ev_rs=1&url=/1x1&google_hm=VzlfWHFRQUFEdE9tdmV2Ug","-1","","","6281","6195","6281","6281","6281","0","6195","6281","86","87","88","1","0","","","text/html; charset=UTF-8","","no-cache, must-revalidate","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"","89","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://cm.g.doubleclick.net/pixel?google_nid=everest&google_cm=&google_sc=&ev_rs=1&url=/1x1&google_hm=VzlfWHFRQUFFU1BlMkJNRQ&google_tc=","-1","-1","302","-1","","1008","","0","","181105_SA_T","-1","89","-1","-1","","0","6215","-1","GET","283","","","0.61.5","-1","-1","cm.g.doubleclick.net","-1","-1","","-1","6215","/pixel?google_nid=everest&google_cm=&google_sc=&ev_rs=1&url=/1x1&google_hm=VzlfWHFRQUFFU1BlMkJNRQ&google_tc=","-1","","","6304","6215","6304","6304","6304","0","6215","6304","89","88","89","1","0","","","text/html; charset=UTF-8","","no-cache, must-revalidate","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"","75","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://cm.g.doubleclick.net/pixel?google_nid=everest&google_cm&google_sc&ev_rs=1&url=/1x1&google_hm=VzlfWHFRQUFFQTlSSVJHVw","-1","-1","302","-1","","1144","","0","","181105_SA_T","-1","75","-1","-1","","0","6232","-1","GET","357","","","0.59.4","-1","-1","cm.g.doubleclick.net","-1","-1","","-1","6232","/pixel?google_nid=everest&google_cm&google_sc&ev_rs=1&url=/1x1&google_hm=VzlfWHFRQUFFQTlSSVJHVw","-1","","","6307","6232","6307","6307","6307","0","6232","6307","75","89","90","1","0","","","text/html; charset=UTF-8","","no-cache, must-revalidate","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"","81","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://cm.g.doubleclick.net/pixel?google_nid=everest&google_cm&google_sc&ev_rs=1&url=/1x1&google_hm=VzlfWHFRQUFFQzFTTWhHVw","-1","-1","302","-1","","1144","","0","","181105_SA_T","-1","81","-1","-1","","0","6280","-1","GET","357","","","0.62.4","-1","-1","cm.g.doubleclick.net","-1","-1","","-1","6280","/pixel?google_nid=everest&google_cm&google_sc&ev_rs=1&url=/1x1&google_hm=VzlfWHFRQUFFQzFTTWhHVw","-1","","","6361","6280","6361","6361","6361","0","6280","6361","81","90","91","1","0","","","text/html; charset=UTF-8","","no-cache, must-revalidate","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"","85","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://cm.g.doubleclick.net/pixel?google_nid=everest&google_cm&google_sc&ev_rs=1&url=/1x1&google_hm=VzlfWHFRQUFGM0FCYUpKXw","-1","-1","302","-1","","1144","","0","","181105_SA_T","-1","85","-1","-1","","0","6281","-1","GET","357","","","0.63.4","-1","-1","cm.g.doubleclick.net","-1","-1","","-1","6281","/pixel?google_nid=everest&google_cm&google_sc&ev_rs=1&url=/1x1&google_hm=VzlfWHFRQUFGM0FCYUpKXw","-1","","","6366","6281","6366","6366","6366","0","6281","6366","85","91","92","1","0","","","text/html; charset=UTF-8","","no-cache, must-revalidate","","Fri, 01 Jan 1990 00:00:00 GMT","","",
