"ip_addr","load_ms","image_total","minify_save","score_cookies","score_compress","requestType","type","dns_start","ssl_end","gzip_save","is_secure","server_count","score_gzip","ssl_start","full_url","dns_ms","connect_end","responseCode","ssl_ms","image_save","bytesIn","initiator_line","bytesOut","minify_total","id","dns_end","ttfb_ms","connect_start","score_cdn","cache_time","objectSizeUncompressed","load_start","connect_ms","method","objectSize","gzip_total","initiator_column","request_id","score_combine","score_etags","host","score_keep-alive","score_minify","initiator","socket","created","url","score_cache","server_rtt","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","protocol","priority","contentType","is_base_page","cacheControl","contentEncoding","expires",
"157.240.18.19","312","","","-1","-1","Script","3","-1","-1","","1","","-1","-1","https://static.xx.fbcdn.net/rsrc.php/v3/y_/r/Ilm1TuLsvhw.js","-1","-1","200","-1","","1964","144","40","","181105_FB_X","-1","121","-1","100","31536000","1449","1731","-1","GET","1449","","6822","0.34","-1","-1","static.xx.fbcdn.net","100","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yW/r/UiXTwNCuPqT.js","2","1728","/rsrc.php/v3/y_/r/Ilm1TuLsvhw.js","100","","Facebook","2043","1731","1852","1852","2043","191","1731","2043","312","32","33","1","0","h2","high","application/x-javascript; charset=utf-8","","public,max-age=31536000,immutable","","Tue, 29 Oct 2019 11:49:29 GMT",
"157.240.18.19","311","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://static.xx.fbcdn.net/rsrc.php/v3iqES4/ya/l/en_US/nBuEgjpcagY.js","-1","-1","200","-1","","8776","144","48","","181105_FB_X","-1","121","-1","100","31536000","25763","1733","-1","GET","7581","7581","6822","0.33","-1","-1","static.xx.fbcdn.net","100","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yW/r/UiXTwNCuPqT.js","2","1728","/rsrc.php/v3iqES4/ya/l/en_US/nBuEgjpcagY.js","100","","Facebook","2044","1733","1854","1854","2044","190","1733","2044","311","33","34","1","0","h2","high","application/x-javascript; charset=utf-8","","public,max-age=31536000,immutable","br","Sun, 03 Nov 2019 11:22:35 GMT",
"157.240.18.19","310","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yh/r/xALXySgI5G9.js","-1","-1","200","-1","","3310","144","40","","181105_FB_X","-1","121","-1","100","31536000","7697","1733","-1","GET","2219","2219","6822","0.32","-1","-1","static.xx.fbcdn.net","100","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yW/r/UiXTwNCuPqT.js","2","1727","/rsrc.php/v3/yh/r/xALXySgI5G9.js","100","","Facebook","2043","1733","1854","1854","2043","189","1733","2043","310","34","35","1","0","h2","high","application/x-javascript; charset=utf-8","","public,max-age=31536000,immutable","br","Sat, 02 Nov 2019 19:03:21 GMT",
"157.240.18.52","292","","","-1","-1","Image","3","-1","-1","3055","1","","37","-1","https://www-cdn.whatsapp.net/img/v4/whatsapp-logo.svg","-1","-1","200","-1","","5449","48","37","","181105_FB_X","-1","73","-1","100","1209600","4899","1740","-1","GET","4899","4899","","0.35","-1","-1","www-cdn.whatsapp.net","100","-1","https://www.whatsapp.com/","3","1739","/img/v4/whatsapp-logo.svg","100","","Facebook","2032","1740","1813","1813","2032","219","1740","2032","292","35","36","1","0","h2","low","image/svg+xml; charset=utf-8","","max-age=1209600, no-transform","","",
"157.240.18.52","1031","85765","","-1","100","Image","3","-1","-1","","1","","-1","-1","https://www-cdn.whatsapp.net/img/v4/business/profile-main.png","-1","-1","200","-1","0","86267","48","39","","181105_FB_X","-1","120","-1","100","18000","85765","1818","-1","GET","85765","","","0.37","-1","-1","www-cdn.whatsapp.net","100","-1","https://www.whatsapp.com/","3","1817","/img/v4/business/profile-main.png","50","","Facebook","2849","1818","1938","1938","2849","911","1818","2849","1031","36","37","1","0","h2","low","image/png","","max-age=18000","","Tue, 30 Oct 2018 02:35:24 GMT",
"157.240.18.52","1029","72953","","-1","100","Image","3","-1","-1","","1","","-1","-1","https://www-cdn.whatsapp.net/img/v4/home-phone-mobile.png","-1","-1","200","-1","0","73454","48","36","","181105_FB_X","-1","120","-1","100","18000","72953","1818","-1","GET","72953","","","0.36","-1","-1","www-cdn.whatsapp.net","100","-1","https://www.whatsapp.com/","3","1816","/img/v4/home-phone-mobile.png","50","","Facebook","2847","1818","1938","1938","2847","909","1818","2847","1029","37","38","1","0","h2","low","image/png","","max-age=18000","","Sat, 27 Oct 2018 13:59:55 GMT",
"169.44.82.102","216","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://blog.whatsapp.com/cookie/?l=en","-1","-1","200","-1","","421","48","853","","181105_FB_X","-1","216","-1","-1","","0","1821","-1","GET","0","","","0.15.1","-1","-1","blog.whatsapp.com","100","-1","https://www.whatsapp.com/","4","1821","/cookie/?l=en","-1","","","2037","1821","2037","2037","2037","0","1821","2037","216","38","39","1","0","http/1.1","low","text/html","","no-store, no-cache, must-revalidate","","",
"157.240.18.52","320","","","-1","-1","Script","3","-1","-1","70689","1","","32","-1","https://www.whatsapp.com/richard_smells_funny/animation/edge_includes/edge.6.0.0.min.js","-1","-1","200","-1","","104855","8","136","","181105_FB_X","-1","77","-1","100","18000","104401","1943","-1","GET","104401","104401","","0.38","-1","-1","www.whatsapp.com","100","-1","https://www.whatsapp.com/richard_smells_funny/animation/security_localized.html?v=9bd4dace1&l=en","1","1940","/richard_smells_funny/animation/edge_includes/edge.6.0.0.min.js","50","","Facebook","2263","1943","2020","2020","2263","243","1943","2263","320","39","40","1","0","h2","high","text/javascript","","max-age=18000","","Wed, 24 Oct 2018 06:14:41 GMT",
"157.240.18.52","414","","","-1","-1","Image","3","-1","-1","6720","1","","30","-1","https://www.whatsapp.com/richard_smells_funny/animation/security_edge.js","-1","-1","200","-1","","10103","35","50","","181105_FB_X","-1","83","-1","100","18000","9655","2437","-1","GET","9655","9655","97","0.39","-1","-1","www.whatsapp.com","100","-1","https://www.whatsapp.com/richard_smells_funny/animation/edge_includes/edge.6.0.0.min.js","1","2436","/richard_smells_funny/animation/security_edge.js","50","","Facebook","2851","2437","2520","2520","2851","331","2437","2851","414","40","41","1","0","h2","low","text/javascript","","max-age=18000","","Fri, 02 Nov 2018 10:10:19 GMT",
"157.240.18.19","142","43","","-1","100","Image","3","-1","-1","","1","","-1","-1","https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif","-1","-1","200","-1","0","1165","55","90","","181105_FB_X","-1","32","-1","100","31536000","43","2797","-1","GET","43","","251","0.40","-1","-1","static.xx.fbcdn.net","100","-1","https://static.xx.fbcdn.net/rsrc.php/v3i04w4/yI/l/en_US/AFmexsFfwwm.js","2","2796","/rsrc.php/v3/y4/r/-PAXP-deijE.gif","100","","Facebook","2939","2797","2829","2829","2939","110","2797","2939","142","41","42","1","0","h2","low","image/gif","","public,max-age=31536000,immutable","","Tue, 29 Oct 2019 12:50:47 GMT",
"157.240.18.52","270","","","-1","-1","Stylesheet","3","-1","-1","","1","","-1","-1","https://www.whatsapp.com/richard_smells_funny/animation/stylesheet.css","-1","-1","200","-1","","457","236","63","","181105_FB_X","-1","252","-1","100","","0","3173","-1","GET","0","","240","0.42","-1","-1","www.whatsapp.com","100","-1","https://www.whatsapp.com/richard_smells_funny/animation/edge_includes/edge.6.0.0.min.js","1","3172","/richard_smells_funny/animation/stylesheet.css","-1","","Facebook","3443","3173","3425","3425","3443","18","3173","3443","270","42","43","1","0","h2","high","text/css; charset=utf-8","","max-age=18000","","Mon, 05 Nov 2018 06:08:59 GMT",
"157.240.18.52","80","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://www.whatsapp.com/richard_smells_funny/animation/images/Pasted11.svg","-1","-1","200","-1","","1245","53","52","","181105_FB_X","-1","33","-1","100","1209600","696","3241","-1","GET","696","","71","0.43","-1","-1","www.whatsapp.com","100","-1","https://www.whatsapp.com/richard_smells_funny/animation/edge_includes/edge.6.0.0.min.js","1","3240","/richard_smells_funny/animation/images/Pasted11.svg","100","","Facebook","3321","3241","3274","3274","3321","47","3241","3321","80","43","44","1","0","h2","low","image/svg+xml; charset=utf-8","","max-age=1209600, no-transform","","",
"157.240.18.52","106","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://www.whatsapp.com/richard_smells_funny/animation/images/Pasted10.svg","-1","-1","200","-1","","1244","53","52","","181105_FB_X","-1","37","-1","100","1209600","695","3248","-1","GET","695","","71","0.44","-1","-1","www.whatsapp.com","100","-1","https://www.whatsapp.com/richard_smells_funny/animation/edge_includes/edge.6.0.0.min.js","1","3247","/richard_smells_funny/animation/images/Pasted10.svg","100","","Facebook","3354","3248","3285","3285","3354","69","3248","3354","106","44","45","1","0","h2","low","image/svg+xml; charset=utf-8","","max-age=1209600, no-transform","","",
"157.240.18.52","106","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://www.whatsapp.com/richard_smells_funny/animation/images/Pasted3.svg","-1","-1","200","-1","","1130","53","52","","181105_FB_X","-1","30","-1","100","1209600","581","3251","-1","GET","581","","71","0.45","-1","-1","www.whatsapp.com","100","-1","https://www.whatsapp.com/richard_smells_funny/animation/edge_includes/edge.6.0.0.min.js","1","3249","/richard_smells_funny/animation/images/Pasted3.svg","100","","Facebook","3357","3251","3281","3281","3357","76","3251","3357","106","45","46","1","0","h2","low","image/svg+xml; charset=utf-8","","max-age=1209600, no-transform","","",
"157.240.18.52","89","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://www.whatsapp.com/richard_smells_funny/animation/images/Pasted5.svg","-1","-1","200","-1","","1284","53","52","","181105_FB_X","-1","23","-1","100","1209600","733","3276","-1","GET","733","","71","0.46","-1","-1","www.whatsapp.com","100","-1","https://www.whatsapp.com/richard_smells_funny/animation/edge_includes/edge.6.0.0.min.js","1","3275","/richard_smells_funny/animation/images/Pasted5.svg","100","","Facebook","3365","3276","3299","3299","3365","66","3276","3365","89","46","47","1","0","h2","low","image/svg+xml; charset=utf-8","","max-age=1209600, no-transform","","",
"157.240.18.52","91","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://www.whatsapp.com/richard_smells_funny/animation/images/Pasted8.svg","-1","-1","200","-1","","1118","53","52","","181105_FB_X","-1","46","-1","100","1209600","567","3279","-1","GET","567","","71","0.47","-1","-1","www.whatsapp.com","100","-1","https://www.whatsapp.com/richard_smells_funny/animation/edge_includes/edge.6.0.0.min.js","1","3278","/richard_smells_funny/animation/images/Pasted8.svg","100","","Facebook","3370","3279","3325","3325","3370","45","3279","3370","91","47","48","1","0","h2","low","image/svg+xml; charset=utf-8","","max-age=1209600, no-transform","","",
"157.240.18.52","86","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://www.whatsapp.com/richard_smells_funny/animation/images/Pasted9.svg","-1","-1","200","-1","","1120","53","52","","181105_FB_X","-1","44","-1","100","1209600","570","3287","-1","GET","570","","71","0.48","-1","-1","www.whatsapp.com","100","-1","https://www.whatsapp.com/richard_smells_funny/animation/edge_includes/edge.6.0.0.min.js","1","3286","/richard_smells_funny/animation/images/Pasted9.svg","100","","Facebook","3373","3287","3331","3331","3373","42","3287","3373","86","48","49","1","0","h2","low","image/svg+xml; charset=utf-8","","max-age=1209600, no-transform","","",
"157.240.18.52","74","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://www.whatsapp.com/richard_smells_funny/animation/images/Pasted7.svg","-1","-1","200","-1","","1571","53","52","","181105_FB_X","-1","44","-1","100","1209600","1021","3301","-1","GET","1021","","71","0.49","-1","-1","www.whatsapp.com","100","-1","https://www.whatsapp.com/richard_smells_funny/animation/edge_includes/edge.6.0.0.min.js","1","3300","/richard_smells_funny/animation/images/Pasted7.svg","100","","Facebook","3375","3301","3345","3345","3375","30","3301","3375","74","49","50","1","0","h2","low","image/svg+xml; charset=utf-8","","max-age=1209600, no-transform","","",
"157.240.18.52","764","","","-1","-1","Document","3","-1","-1","0","1","","100","-1","https://www.whatsapp.com/","-1","-1","200","-1","","95406","","204","","181105_FB_X","-1","498","-1","100","","489139","21","-1","GET","94671","94671","","0.2.1","-1","-1","www.whatsapp.com","100","-1","","1","21","/","-1","","Facebook","785","21","519","519","785","266","21","785","764","0","1","1","1","h2","high","text/html; charset=""utf-8""","1","private, no-cache, no-store, must-revalidate","br","Sat, 01 Jan 2000 00:00:00 GMT",
"157.240.18.52","740","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://www.whatsapp.com/cookie/?l=en","-1","-1","200","-1","","539","48","136","","181105_FB_X","-1","740","-1","100","","0","1171","-1","GET","0","","","0.17.1","-1","-1","www.whatsapp.com","100","-1","https://www.whatsapp.com/","1","1171","/cookie/?l=en","-1","","Facebook","1911","1171","1911","1911","1911","0","1171","1911","740","1","2","1","1","h2","low","text/html","","no-store, no-cache, must-revalidate","","",
"169.44.82.102","746","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://blog.whatsapp.com/cookie/?l=en","-1","-1","200","-1","","421","48","441","","181105_FB_X","-1","90","-1","-1","","0","1171","-1","GET","0","","","0.16.1","-1","-1","blog.whatsapp.com","100","-1","https://www.whatsapp.com/","2","1171","/cookie/?l=en","-1","","","1917","1171","1261","1261","1917","656","1171","1917","746","2","3","1","1","http/1.1","low","text/html","","no-store, no-cache, must-revalidate","","",
