"ip_addr","load_ms","image_total","minify_save","score_cookies","score_compress","requestType","type","dns_start","ssl_end","contentType","gzip_save","is_secure","server_count","score_gzip","ssl_start","full_url","dns_ms","connect_end","responseCode","ssl_ms","image_save","bytesIn","initiator_line","bytesOut","minify_total","id","dns_end","ttfb_ms","connect_start","score_cdn","cache_time","objectSizeUncompressed","load_start","connect_ms","method","objectSize","gzip_total","initiator_column","request_id","score_combine","score_etags","host","score_keep-alive","score_minify","initiator","socket","created","url","score_cache","server_rtt","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","cacheControl","protocol","priority","is_base_page","contentEncoding","expires","jpeg_scan_count","score_progressive_jpeg",
"18.211.241.162","190","43","","-1","100","Image","3","-1","-1","image/gif","","1","","-1","-1","https://t.myvisualiq.net/impression_pixel?r=5603104&et=i&ago=212&ao=796&aca=-10&si=-10&ci=-10&pi=-10&ad=-10&advt=-10&chnl=-10&vndr=1437&sz=6746&u=|https%3A%2F%2Fwww.spotify.com%2Fus%2F&pt=i","-1","-1","200","-1","0","282","1","523","","181105_EE_C","-1","62","-1","-1","","43","2518","-1","GET","43","","3604","0.26","-1","-1","t.myvisualiq.net","100","-1","https://vt.myvisualiq.net/2/afTxMmlGwCNRJiC5Bd75ug%3D%3D/vt-150.js","12","2044","/impression_pixel?r=5603104&et=i&ago=212&ao=796&aca=-10&si=-10&ci=-10&pi=-10&ad=-10&advt=-10&chnl=-10&vndr=1437&sz=6746&u=|https%3A%2F%2Fwww.spotify.com%2Fus%2F&pt=i","-1","","","2708","2518","2580","2580","2708","128","2518","2708","190","30","31","1","0","no-cache, no-store, must-revalidate","http/1.1","low","","","","","",
"173.194.78.138","173","","","-1","-1","Script","3","-1","-1","text/javascript","0","1","","100","-1","https://www.google-analytics.com/plugins/ua/linkid.js","-1","-1","200","-1","","1251","15","31","","181105_EE_C","-1","69","-1","100","595","1569","2552","-1","GET","856","856","120","0.32","-1","-1","www.google-analytics.com","100","-1","https://www.google-analytics.com/analytics.js","7","2549","/plugins/ua/linkid.js","0","","Google","2725","2552","2621","2621","2725","104","2552","2725","173","31","32","1","0","public, max-age=3600","h2","high","","gzip","Mon, 05 Nov 2018 00:57:55 GMT","","",
"147.75.65.101","232","","","-1","-1","Script","3","-1","-1","application/javascript","0","1","","100","-1","https://static.hotjar.com/c/hotjar-444446.js?sv=5","-1","-1","200","-1","","2500","3351","34","","181105_EE_C","-1","104","-1","100","60","8372","2621","-1","GET","2101","2101","26","0.34","-1","-1","static.hotjar.com","100","-1","https://www.googletagmanager.com/gtm.js?id=GTM-7BJJ","11","2620","/c/hotjar-444446.js?sv=5","0","","section.io","2853","2621","2725","2725","2853","128","2621","2853","232","32","33","1","0","max-age=60","h2","high","","gzip","","","",
"","969","","","-1","-1","Image","3","-1","-1","","","1","","-1","-1","https://sb.scorecardresearch.com/b?c1=2&c2=15654041&ns__t=1541378880981&ns_c=UTF-8&c8=Music%20for%20everyone%20-%20Spotify&c7=https%3A%2F%2Fwww.spotify.com%2Fus%2F&c9=","-1","-1","302","-1","","609","3352","0","","181105_EE_C","-1","969","-1","-1","","0","2622","-1","GET","0","","36","0.35","-1","-1","sb.scorecardresearch.com","-1","-1","https://www.googletagmanager.com/gtm.js?id=GTM-7BJJ","-1","2622","/b?c1=2&c2=15654041&ns__t=1541378880981&ns_c=UTF-8&c8=Music%20for%20everyone%20-%20Spotify&c7=https%3A%2F%2Fwww.spotify.com%2Fus%2F&c9=","-1","","","3591","2622","3591","3591","3591","0","2622","3591","969","33","34","1","0","private, no-cache, no-cache=Set-Cookie, no-store, proxy-revalidate","","","","","Mon, 01 Jan 1990 00:00:00 GMT","","",
"","903","","","-1","-1","Script","3","-1","-1","","","1","","-1","-1","https://platform.twitter.com/oct.js","-1","-1","302","-1","","210","3504","0","","181105_EE_C","-1","903","-1","-1","","0","2684","-1","GET","0","","426","0.38","-1","-1","platform.twitter.com","-1","-1","https://www.googletagmanager.com/gtm.js?id=GTM-7BJJ","-1","2684","/oct.js","-1","","","3587","2684","3587","3587","3587","0","2684","3587","903","34","35","1","0","","","","","","","","",
"18.211.241.162","153","43","","-1","100","","3","-1","-1","image/gif","","1","","-1","-1","https://t.myvisualiq.net/sync?prid=1001&ao=0&pruuid=TAPAD_72008b21-e094-11e8-bba2-0a580a440313","-1","-1","200","-1","0","282","642","733","","181105_EE_C","-1","153","-1","-1","","43","2701","-1","GET","43","","","0.20.1","-1","-1","t.myvisualiq.net","100","-1","https://www.spotify.com/us/","12","2701","/sync?prid=1001&ao=0&pruuid=TAPAD_72008b21-e094-11e8-bba2-0a580a440313","-1","","","2854","2701","2854","2854","2854","0","2701","2854","153","35","36","1","0","no-cache, no-store, must-revalidate","http/1.1","low","","","","","",
"","151","","","-1","-1","","3","-1","-1","","","1","","-1","-1","https://t.myvisualiq.net/ul_cb/sync?prid=1002&ao=0&red=https://idsync.rlcdn.com/420356.gif?partner_uid=$%7BUUID%7D","-1","-1","302","-1","","311","642","0","","181105_EE_C","-1","151","-1","-1","","0","2704","-1","GET","0","","","0.21.1","-1","-1","t.myvisualiq.net","-1","-1","https://www.spotify.com/us/","-1","2704","/ul_cb/sync?prid=1002&ao=0&red=https://idsync.rlcdn.com/420356.gif?partner_uid=$%7BUUID%7D","-1","","","2855","2704","2855","2855","2855","0","2704","2855","151","36","37","1","0","no-cache, no-store, must-revalidate","","","","","","","",
"","886","","","-1","-1","","3","-1","-1","text/html; charset=UTF-8","","1","","-1","-1","https://ad.doubleclick.net/ddm/ad/N51703.547841VISUALIQINC/B11317491.150695121;sz=1x1;u=https%3A%2F%2Fwww.spotify.com%2Fus%2F%7C%7CVIQ_0-3c808dfe-ff18-4f40-ab54-a243cb53cb89%7C;ord=1288179","-1","-1","302","-1","","652","642","0","","181105_EE_C","-1","886","-1","-1","","0","2706","-1","GET","0","","","0.25.1","-1","-1","ad.doubleclick.net","-1","-1","https://www.spotify.com/us/","-1","2706","/ddm/ad/N51703.547841VISUALIQINC/B11317491.150695121;sz=1x1;u=https%3A%2F%2Fwww.spotify.com%2Fus%2F%7C%7CVIQ_0-3c808dfe-ff18-4f40-ab54-a243cb53cb89%7C;ord=1288179","-1","","","3592","2706","3592","3592","3592","0","2706","3592","886","37","38","1","0","no-cache, must-revalidate","","","","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"","884","","","-1","-1","","3","-1","-1","","","1","","-1","-1","https://tags.bluekai.com/site/21398?id=0-8197c56b-0979-49b0-b20e-64b7361ec134","-1","-1","302","-1","","533","642","0","","181105_EE_C","-1","884","-1","-1","","0","2709","-1","GET","0","","","0.22.1","-1","-1","tags.bluekai.com","-1","-1","https://www.spotify.com/us/","-1","2709","/site/21398?id=0-8197c56b-0979-49b0-b20e-64b7361ec134","-1","","","3593","2709","3593","3593","3593","0","2709","3593","884","38","39","1","0","","","","","","","","",
"157.240.18.35","871","44","","-1","100","","3","-1","-1","image/gif","","1","","-1","-1","https://www.facebook.com/tr?id=1901136573502950&ev=PageView&cd[order_id]=0-1c823711-0b65-46b0-a299-dfe58a7522c1","-1","-1","200","-1","0","418","642","760","","181105_EE_C","-1","865","-1","100","","44","2726","-1","GET","44","","","0.27.1","-1","-1","www.facebook.com","100","-1","https://www.spotify.com/us/","20","2726","/tr?id=1901136573502950&ev=PageView&cd[order_id]=0-1c823711-0b65-46b0-a299-dfe58a7522c1","-1","","Facebook","3597","2726","3591","3591","3597","6","2726","3597","871","39","40","1","0","no-cache, must-revalidate, max-age=0","h2","low","","","Mon, 05 Nov 2018 00:48:01 GMT","","",
"","863","","","-1","-1","","3","-1","-1","","","1","","-1","-1","https://dpm.demdex.net/ibs:dpid=125310&dpuuid=0-318e6076-efba-4b67-abf3-e4bd8125a3ec&redir=https%3A%2F%2Ft.myvisualiq.net%2Fsync%3Fprid%3DAOEPNR1%26ao%3D0%26pruuid%3D%24%7BDD_UUID%7D","-1","-1","302","-1","","657","642","0","","181105_EE_C","-1","863","-1","-1","","0","2727","-1","GET","0","","","0.23.1","-1","-1","dpm.demdex.net","-1","-1","https://www.spotify.com/us/","-1","2727","/ibs:dpid=125310&dpuuid=0-318e6076-efba-4b67-abf3-e4bd8125a3ec&redir=https%3A%2F%2Ft.myvisualiq.net%2Fsync%3Fprid%3DAOEPNR1%26ao%3D0%26pruuid%3D%24%7BDD_UUID%7D","-1","","","3590","2727","3590","3590","3590","0","2727","3590","863","40","41","1","0","no-cache,no-store,must-revalidate,max-age=0,proxy-revalidate,no-transform,private","","","","","Thu, 01 Jan 1970 00:00:00 GMT","","",
"","969","","","-1","-1","","3","-1","-1","image/gif","","1","","-1","-1","https://loadus.exelator.com/load/?p=204&g=1260&buid=0-c428994e-1b98-45fe-898c-6ae300e59164","-1","-1","302","-1","","885","642","0","","181105_EE_C","-1","969","-1","-1","","0","2727","-1","GET","0","","","0.24.1","-1","-1","loadus.exelator.com","-1","-1","https://www.spotify.com/us/","-1","2727","/load/?p=204&g=1260&buid=0-c428994e-1b98-45fe-898c-6ae300e59164","-1","","","3696","2727","3696","3696","3696","0","2727","3696","969","41","42","1","0","no-cache","","","","","","","",
"","843","","","-1","-1","","3","-1","-1","","","1","","-1","-1","https://idsync.rlcdn.com/420356.gif?partner_uid=0-b0b9ae63-4687-4383-a874-7d84649dd1fb","-1","-1","307","-1","","420","642","0","","181105_EE_C","-1","843","-1","-1","","0","2856","-1","GET","0","","","0.21.2","-1","-1","idsync.rlcdn.com","-1","-1","https://www.spotify.com/us/","-1","2856","/420356.gif?partner_uid=0-b0b9ae63-4687-4383-a874-7d84649dd1fb","-1","","","3699","2856","3699","3699","3699","0","2856","3699","843","42","43","1","0","no-cache, no-store","","","","","","","",
"104.154.127.47","184","","","-1","-1","Script","3","2570","2880","application/javascript","0","1","","100","2678","https://pixel-static.spotify.com/sync.min.js","74","2678","200","202","","1965","3504","406","","181105_EE_C","2644","41","2646","100","0","5032","2881","32","GET","1776","1776","426","0.33","-1","-1","pixel-static.spotify.com","100","-1","https://www.googletagmanager.com/gtm.js?id=GTM-7BJJ","16","2564","/sync.min.js","0","","Google","3065","2881","2922","2922","3065","143","2570","3065","492","43","44","1","0","","h2","high","","gzip","","","",
"157.240.18.19","642","","","-1","-1","Script","3","2702","2956","application/x-javascript; charset=utf-8","0","1","","100","2790","https://connect.facebook.net/en_US/fbevents.js","46","2790","200","166","","24724","1","174","","181105_EE_C","2748","55","2758","100","1200","74847","2956","32","GET","23406","23406","286","0.39","-1","-1","connect.facebook.net","100","-1","https://www.spotify.com/us/","21","2696","/en_US/fbevents.js","0","","Facebook","3598","2956","3011","3011","3598","587","2702","3598","886","44","45","1","0","public, max-age=1200","h2","high","","gzip","Sat, 01 Jan 2000 00:00:00 GMT","","",
"52.84.145.54","634","","","-1","-1","Script","3","2712","2960","application/x-javascript","0","1","","100","2809","https://js.adsrvr.org/up_loader.1.1.0.js","50","2809","200","151","","4391","3504","316","","181105_EE_C","2762","52","2765","100","0","9896","2960","44","GET","3948","3948","426","0.40","-1","-1","js.adsrvr.org","100","-1","https://www.googletagmanager.com/gtm.js?id=GTM-7BJJ","17","2699","/up_loader.1.1.0.js","0","","Amazon CloudFront","3594","2960","3012","3012","3594","582","2712","3594","879","45","46","1","0","","http/1.1","high","","gzip","","","",
"52.20.66.66","609","42","","-1","100","Image","3","2633","2985","image/gif","","1","","-1","2798","https://spotify.demdex.net/event?d_cid=194233%01a8693c51cb81fba9e7eefe5c2d216401&d_sid=9578376&cb=1040857298","108","2798","200","187","0","588","3352","442","","181105_EE_C","2741","81","2748","-1","","42","2985","50","GET","42","","36","0.37","-1","-1","spotify.demdex.net","100","-1","https://www.googletagmanager.com/gtm.js?id=GTM-7BJJ","18","2626","/event?d_cid=194233%01a8693c51cb81fba9e7eefe5c2d216401&d_sid=9578376&cb=1040857298","-1","","","3594","2985","3066","3066","3594","528","2633","3594","954","46","47","1","0","no-cache,no-store,must-revalidate,max-age=0,proxy-revalidate,no-transform,private","http/1.1","low","","","Thu, 01 Jan 1970 00:00:00 GMT","","",
"104.244.46.16","563","","","-1","-1","Script","3","2630","3031","application/javascript; charset=utf-8","0","1","","100","2813","https://static.ads-twitter.com/uwt.js","109","2813","200","218","","2441","3351","167","","181105_EE_C","2739","72","2745","100","","5147","3033","68","GET","1954","1954","26","0.36","-1","-1","static.ads-twitter.com","100","-1","https://www.googletagmanager.com/gtm.js?id=GTM-7BJJ","19","2624","/uwt.js","-1","","Fastly","3596","3033","3105","3105","3596","491","2630","3596","958","47","48","1","0","no-cache","h2","high","","gzip","","","",
"","122","","","-1","-1","Image","3","-1","-1","text/html; charset=UTF-8","","1","","-1","-1","https://www.google-analytics.com/r/collect?v=1&_v=j71&aip=1&a=117544134&t=pageview&_s=1&dl=https%3A%2F%2Fwww.spotify.com%2Fus%2F&ul=en-us&de=UTF-8&dt=Music%20for%20everyone%20-%20Spotify&sd=32-bit&sr=375x667&vp=375x603&je=0&_u=aGDAAEAjQ~&jid=1714847503&gjid=1962652036&cid=280203886.1541378881&tid=UA-5784146-31&_gid=858188271.1541378881&_r=1&gtm=2wgas37BJJ&cd1=us&cd7=%257B%25222018_11_gh_promotion%2522%253A%2522gh_promotion%2522%257D&cd9=0&cd26=a8693c51cb81fba9e7eefe5c2d216401&cd30=0&cd31=&z=631246745","-1","-1","302","-1","","940","14","0","","181105_EE_C","-1","122","-1","-1","","0","3576","-1","GET","417","","84","0.44","-1","-1","www.google-analytics.com","-1","-1","https://www.google-analytics.com/analytics.js","-1","3576","/r/collect?v=1&_v=j71&aip=1&a=117544134&t=pageview&_s=1&dl=https%3A%2F%2Fwww.spotify.com%2Fus%2F&ul=en-us&de=UTF-8&dt=Music%20for%20everyone%20-%20Spotify&sd=32-bit&sr=375x667&vp=375x603&je=0&_u=aGDAAEAjQ~&jid=1714847503&gjid=1962652036&cid=280203886.1541378881&tid=UA-5784146-31&_gid=858188271.1541378881&_r=1&gtm=2wgas37BJJ&cd1=us&cd7=%257B%25222018_11_gh_promotion%2522%253A%2522gh_promotion%2522%257D&cd9=0&cd26=a8693c51cb81fba9e7eefe5c2d216401&cd30=0&cd31=&z=631246745","-1","","","3698","3576","3698","3698","3698","0","3576","3698","122","48","49","1","0","no-cache, no-store, must-revalidate","","","","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"147.75.65.101","208","","","-1","-1","Script","3","2907","3583","application/javascript","0","1","","100","2997","https://script.hotjar.com/modules-239439752d7ca7c58c060cde4a84a63c.js","42","2997","200","586","","82400","3","189","","181105_EE_C","2949","43","2951","100","31536000","408118","3583","46","GET","81975","81975","215","0.43","-1","-1","script.hotjar.com","100","-1","https://static.hotjar.com/c/hotjar-444446.js?sv=6","25","2902","/modules-239439752d7ca7c58c060cde4a84a63c.js","100","","section.io","3791","3583","3626","3626","3791","165","2907","3791","882","49","50","1","0","max-age=31536000","h2","high","","gzip","","","",
"104.244.46.16","115","","","-1","-1","","3","-1","-1","application/javascript; charset=utf-8","0","1","","100","-1","https://static.ads-twitter.com/oct.js","-1","-1","200","-1","","2441","642","331","","181105_EE_C","-1","114","-1","100","","5147","3587","-1","GET","1954","1954","","0.38.1","-1","-1","static.ads-twitter.com","100","-1","https://www.spotify.com/us/","19","3587","/oct.js","-1","","Fastly","3702","3587","3701","3701","3702","1","3587","3702","115","50","51","1","0","no-cache","h2","high","","gzip","","","",
"52.20.66.66","111","42","","-1","100","","3","-1","-1","image/gif","","1","","-1","-1","https://dpm.demdex.net/demconf.jpg?et:ibs%7cdata:dpid=125310&dpuuid=0-318e6076-efba-4b67-abf3-e4bd8125a3ec&redir=https%3A%2F%2Ft.myvisualiq.net%2Fsync%3Fprid%3DAOEPNR1%26ao%3D0%26pruuid%3D%24%7BDD_UUID%7D","-1","-1","200","-1","0","449","642","1648","","181105_EE_C","-1","110","-1","-1","","42","3589","-1","GET","42","","","0.23.2","-1","-1","dpm.demdex.net","100","-1","https://www.spotify.com/us/","22","3589","/demconf.jpg?et:ibs%7cdata:dpid=125310&dpuuid=0-318e6076-efba-4b67-abf3-e4bd8125a3ec&redir=https%3A%2F%2Ft.myvisualiq.net%2Fsync%3Fprid%3DAOEPNR1%26ao%3D0%26pruuid%3D%24%7BDD_UUID%7D","-1","","","3700","3589","3699","3699","3700","1","3589","3700","111","51","52","1","0","no-cache,no-store,must-revalidate,max-age=0,proxy-revalidate,no-transform,private","http/1.1","low","","","Thu, 01 Jan 1970 00:00:00 GMT","","",
"23.196.10.229","196","","","-1","-1","","3","-1","-1","","","1","","-1","-1","https://sb.scorecardresearch.com/b2?c1=2&c2=15654041&ns__t=1541378880981&ns_c=UTF-8&c8=Music%20for%20everyone%20-%20Spotify&c7=https%3A%2F%2Fwww.spotify.com%2Fus%2F&c9=","-1","-1","204","-1","","209","642","1003","","181105_EE_C","-1","196","-1","-1","","0","3591","-1","GET","0","","","0.35.1","-1","-1","sb.scorecardresearch.com","-1","-1","https://www.spotify.com/us/","23","3591","/b2?c1=2&c2=15654041&ns__t=1541378880981&ns_c=UTF-8&c8=Music%20for%20everyone%20-%20Spotify&c7=https%3A%2F%2Fwww.spotify.com%2Fus%2F&c9=","-1","","","3787","3591","3787","3787","3787","0","3591","3787","196","52","53","1","0","private, no-cache, no-cache=Set-Cookie, no-store, proxy-revalidate","http/1.1","low","","","Mon, 01 Jan 1990 00:00:00 GMT","","",
"108.177.104.149","656","631","","-1","100","","3","-1","-1","image/jpeg","","1","","-1","-1","https://s0.2mdn.net/6815910/1x1.jpg","-1","-1","200","-1","0","1009","642","1120","","181105_EE_C","-1","655","-1","100","81791","631","3592","-1","GET","631","","","0.25.2","-1","-1","s0.2mdn.net","100","-1","https://www.spotify.com/us/","29","3592","/6815910/1x1.jpg","50","","Google","4248","3592","4247","4247","4248","1","3592","4248","656","53","54","1","0","public, max-age=86400","h2","low","","","Mon, 05 Nov 2018 23:31:13 GMT","1","50",
"64.233.168.149","592","","","-1","-1","Document","3","-1","-1","text/html; charset=UTF-8","0","1","","100","-1","https://4721227.fls.doubleclick.net/activityi;src=4721227;type=pagev;cat=spoti0;ord=7665681238859;gtm=2wgas3;auiddc=46042542.1541378881;u1=us;~oref=https%3A%2F%2Fwww.spotify.com%2Fus%2F?","-1","-1","200","-1","","1032","","126","","181105_EE_C","-1","81","-1","100","","462","3593","-1","GET","361","361","","0.42","-1","-1","4721227.fls.doubleclick.net","100","-1","","26","2899","/activityi;src=4721227;type=pagev;cat=spoti0;ord=7665681238859;gtm=2wgas3;auiddc=46042542.1541378881;u1=us;~oref=https%3A%2F%2Fwww.spotify.com%2Fus%2F","-1","","Google","4185","3593","3674","3674","4185","511","3593","4185","592","54","55","1","0","no-cache, must-revalidate","h2","high","","gzip","Fri, 01 Jan 1990 00:00:00 GMT","","",
"104.78.244.140","195","62","","-1","100","","3","-1","-1","image/gif","","1","","-1","-1","https://tags.bluekai.com/site/21399?dt=0&r=445604083&sig=2235817107&bkca=KJpnEnWN6nDy+eHwBMPn6MVyBn4DBqa11+OB1MJ/NEDpuE/lBMB1EER6BQW9Ngyv/y==","-1","-1","200","-1","0","296","642","1318","","181105_EE_C","-1","195","-1","100","0","62","3593","-1","GET","62","","","0.22.2","-1","-1","tags.bluekai.com","100","-1","https://www.spotify.com/us/","24","3593","/site/21399?dt=0&r=445604083&sig=2235817107&bkca=KJpnEnWN6nDy+eHwBMPn6MVyBn4DBqa11+OB1MJ/NEDpuE/lBMB1EER6BQW9Ngyv/y==","0","","Akamai","3788","3593","3788","3788","3788","0","3593","3788","195","55","56","1","0","","http/1.1","low","","","","","",
"64.233.168.149","193","","","-1","-1","Document","3","2852","3598","text/html; charset=UTF-8","0","1","","100","2998","https://4721227.fls.doubleclick.net/activityi;src=4721227;type=uidfq0;cat=spoti0;ord=4437999050602;gtm=2wgas3;auiddc=46042542.1541378881;u2=a8693c51cb81fba9e7eefe5c2d216401;~oref=https%3A%2F%2Fwww.spotify.com%2Fus%2F?","52","2998","200","600","","1057","","343","","181105_EE_C","2904","78","2907","100","","493","3599","91","GET","386","386","","0.41","-1","-1","4721227.fls.doubleclick.net","100","-1","","26","2851","/activityi;src=4721227;type=uidfq0;cat=spoti0;ord=4437999050602;gtm=2wgas3;auiddc=46042542.1541378881;u2=a8693c51cb81fba9e7eefe5c2d216401;~oref=https%3A%2F%2Fwww.spotify.com%2Fus%2F","-1","","Google","3792","3599","3677","3677","3792","115","2852","3792","936","56","57","1","0","no-cache, must-revalidate","h2","high","","gzip","Fri, 01 Jan 1990 00:00:00 GMT","","",
"157.240.18.19","171","","","-1","-1","Script","3","-1","-1","application/x-javascript; charset=utf-8","0","1","","100","-1","https://connect.facebook.net/signals/config/1483047915331997?v=2.8.32&r=stable","-1","-1","200","-1","","41168","25","55","","181105_EE_C","-1","31","-1","100","1200","171142","3681","-1","GET","39850","39850","14291","0.46","-1","-1","connect.facebook.net","100","-1","https://connect.facebook.net/en_US/fbevents.js","21","3680","/signals/config/1483047915331997?v=2.8.32&r=stable","0","","Facebook","3852","3681","3712","3712","3852","140","3681","3852","171","57","58","1","0","public, max-age=1200","h2","high","","gzip","Sat, 01 Jan 2000 00:00:00 GMT","","",
"63.251.98.12","514","","","-1","-1","","3","-1","-1","text/html;charset=UTF-8","","1","","-1","-1","https://loadus.exelator.com/load/?p=204&g=1260&buid=0-c428994e-1b98-45fe-898c-6ae300e59164&xl8blockcheck=1","-1","-1","200","-1","","1408","642","793","","181105_EE_C","-1","512","-1","-1","","72","3696","-1","GET","72","","","0.24.2","-1","-1","loadus.exelator.com","100","-1","https://www.spotify.com/us/","27","3696","/load/?p=204&g=1260&buid=0-c428994e-1b98-45fe-898c-6ae300e59164&xl8blockcheck=1","-1","","","4210","3696","4208","4208","4210","2","3696","4210","514","58","59","1","0","no-cache","h2","low","","","","","",
"","552","","","-1","-1","","3","-1","-1","text/html; charset=UTF-8","","1","","-1","-1","https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-5784146-31&cid=280203886.1541378881&jid=1714847503&_gid=858188271.1541378881&gjid=1962652036&_v=j71&z=631246745","-1","-1","302","-1","","915","642","0","","181105_EE_C","-1","552","-1","-1","","0","3698","-1","GET","365","","","0.44.1","-1","-1","stats.g.doubleclick.net","-1","-1","https://www.spotify.com/us/","-1","3698","/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-5784146-31&cid=280203886.1541378881&jid=1714847503&_gid=858188271.1541378881&gjid=1962652036&_v=j71&z=631246745","-1","","","4250","3698","4250","4250","4250","0","3698","4250","552","59","60","1","0","no-cache, no-store, must-revalidate","","","","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"","510","","","-1","-1","","3","-1","-1","","","1","","-1","-1","https://idsync.rlcdn.com/1000.gif?memo=CITUGRIyCi4IARDclAEaJjAtYjBiOWFlNjMtNDY4Ny00MzgzLWE4NzQtN2Q4NDY0OWRkMWZiEAAaDQjBpv7eBRIFCOgHEABCAEoA","-1","-1","307","-1","","455","642","0","","181105_EE_C","-1","510","-1","-1","","0","3699","-1","GET","0","","","0.21.3","-1","-1","idsync.rlcdn.com","-1","-1","https://www.spotify.com/us/","-1","3699","/1000.gif?memo=CITUGRIyCi4IARDclAEaJjAtYjBiOWFlNjMtNDY4Ny00MzgzLWE4NzQtN2Q4NDY0OWRkMWZiEAAaDQjBpv7eBRIFCOgHEABCAEoA","-1","","","4209","3699","4209","4209","4209","0","3699","4209","510","60","61","1","0","no-cache, no-store","","","","","","","",
"","435","","","-1","-1","Document","3","-1","-1","text/html; charset=UTF-8","","1","","-1","-1","https://adservice.google.com/ddm/fls/i/src=4721227;type=uidfq0;cat=spoti0;ord=4437999050602;gtm=2wgas3;auiddc=46042542.1541378881;u2=a8693c51cb81fba9e7eefe5c2d216401;_dc_1=1;~oref=https%3A%2F%2Fwww.spotify.com%2Fus%2F","-1","-1","302","-1","","745","","0","","181105_EE_C","-1","435","-1","-1","","0","3850","-1","GET","0","","","0.51","-1","-1","adservice.google.com","-1","-1","","-1","3850","/ddm/fls/i/src=4721227;type=uidfq0;cat=spoti0;ord=4437999050602;gtm=2wgas3;auiddc=46042542.1541378881;u2=a8693c51cb81fba9e7eefe5c2d216401;_dc_1=1;~oref=https%3A%2F%2Fwww.spotify.com%2Fus%2F","-1","","","4285","3850","4285","4285","4285","0","3850","4285","435","61","62","1","0","no-cache, must-revalidate","","","","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"104.154.127.47","271","","","-1","-1","XHR","3","3698","3971","application/json","0","1","","100","3789","https://pixel.spotify.com/v2/sync?ce=1","48","3789","200","182","","660","1","438","","181105_EE_C","3746","54","3747","100","","408","3971","42","GET","260","260","2461","0.47","-1","-1","pixel.spotify.com","100","-1","https://pixel-static.spotify.com/sync.min.js","28","3694","/v2/sync?ce=1","-1","","Google","4242","3971","4025","4025","4242","217","3698","4242","543","62","63","1","0","private, max-age=0","h2","medium","","gzip","","","",
"147.75.75.49","318","","","-1","-1","Document","3","3623","3969","text/html","0","1","","100","3699","https://vars.hotjar.com/rcj-da10bd4908deb9e19dfde013ec3fe4ff.html","37","3699","200","270","","1206","","232","","181105_EE_C","3660","56","3661","100","","1727","3973","38","GET","857","857","","0.45","-1","-1","vars.hotjar.com","100","-1","","30","3622","/rcj-da10bd4908deb9e19dfde013ec3fe4ff.html","-1","","section.io","4291","3973","4029","4029","4291","262","3623","4291","663","63","64","1","0","max-age=31536000","h2","high","","gzip","","","",
"199.16.156.11","163","65","","-1","100","Image","3","3783","4135","image/gif;charset=utf-8","0","1","","100","3973","https://t.co/i/adsct?p_id=Twitter&p_user_id=0&txn_id=nz9p8&events=%5B%5B%22pageview%22%2Cnull%5D%5D&tw_sale_amount=0&tw_order_quantity=0&tw_iframe_status=0","114","3973","200","162","0","687","1","299","","181105_EE_C","3897","77","3898","100","","43","4137","75","GET","65","65","4219","0.48","-1","-1","t.co","100","-1","https://static.ads-twitter.com/uwt.js","31","3775","/i/adsct?p_id=Twitter&p_user_id=0&txn_id=nz9p8&events=%5B%5B%22pageview%22%2Cnull%5D%5D&tw_sale_amount=0&tw_order_quantity=0&tw_iframe_status=0","-1","","Twitter","4300","4137","4214","4214","4300","86","3783","4300","514","64","65","1","0","no-cache, no-store, must-revalidate, pre-check=0, post-check=0","h2","low","","gzip","Tue, 31 Mar 1981 05:00:00 GMT","","",
"199.16.156.11","161","65","","-1","100","Image","3","-1","-1","image/gif;charset=utf-8","0","1","","100","-1","https://t.co/i/adsct?p_id=Twitter&p_user_id=0&txn_id=nvi9b&events=%5B%5B%22pageview%22%2Cnull%5D%5D&tw_sale_amount=0&tw_order_quantity=0&tw_iframe_status=0","-1","-1","200","-1","0","686","1","120","","181105_EE_C","-1","77","-1","100","","43","4137","-1","GET","65","65","4219","0.49","-1","-1","t.co","100","-1","https://static.ads-twitter.com/uwt.js","31","3776","/i/adsct?p_id=Twitter&p_user_id=0&txn_id=nvi9b&events=%5B%5B%22pageview%22%2Cnull%5D%5D&tw_sale_amount=0&tw_order_quantity=0&tw_iframe_status=0","-1","","Twitter","4298","4137","4214","4214","4298","84","4137","4298","161","65","66","1","0","no-cache, no-store, must-revalidate, pre-check=0, post-check=0","h2","low","","gzip","Tue, 31 Mar 1981 05:00:00 GMT","","",
