"ip_addr","load_ms","image_total","minify_save","score_cookies","score_compress","requestType","type","dns_start","ssl_end","contentType","gzip_save","is_secure","server_count","score_gzip","ssl_start","full_url","dns_ms","connect_end","responseCode","ssl_ms","image_save","bytesIn","initiator_line","bytesOut","minify_total","id","dns_end","ttfb_ms","connect_start","score_cdn","cache_time","objectSizeUncompressed","load_start","connect_ms","method","objectSize","gzip_total","initiator_column","request_id","score_combine","score_etags","host","score_keep-alive","score_minify","initiator","socket","created","url","score_cache","server_rtt","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","cacheControl","protocol","priority","is_base_page","contentEncoding","expires","jpeg_scan_count","score_progressive_jpeg",
"199.16.156.11","162","65","","-1","100","Image","3","-1","-1","image/gif;charset=utf-8","0","1","","100","-1","https://t.co/i/adsct?p_id=Twitter&p_user_id=0&txn_id=l61bk&tw_sale_amount=0&tw_order_quantity=0&tw_iframe_status=0","-1","-1","200","-1","0","686","1","89","","181105_EE_C","-1","77","-1","100","","43","4139","-1","GET","65","65","4219","0.50","-1","-1","t.co","100","-1","https://static.ads-twitter.com/oct.js","31","3778","/i/adsct?p_id=Twitter&p_user_id=0&txn_id=l61bk&tw_sale_amount=0&tw_order_quantity=0&tw_iframe_status=0","-1","","Twitter","4301","4139","4216","4216","4301","85","4139","4301","162","66","67","1","0","no-cache, no-store, must-revalidate, pre-check=0, post-check=0","h2","low","","gzip","Tue, 31 Mar 1981 05:00:00 GMT","","",
"157.240.18.35","104","44","","-1","100","Image","3","-1","-1","image/gif","","1","","-1","-1","https://www.facebook.com/tr/?id=1483047915331997&ev=PageView&dl=https%3A%2F%2Fwww.spotify.com%2Fus%2F&rl=&if=false&ts=1541378882540&sw=375&sh=667&v=2.8.32&r=stable&ec=0&o=30&fbp=fb.1.1541378882537.1723176582&it=1541378882038&coo=false","-1","-1","200","-1","0","418","25","174","","181105_EE_C","-1","27","-1","100","","44","4184","-1","GET","44","","20846","0.52","-1","-1","www.facebook.com","100","-1","https://connect.facebook.net/en_US/fbevents.js","20","4183","/tr/?id=1483047915331997&ev=PageView&dl=https%3A%2F%2Fwww.spotify.com%2Fus%2F&rl=&if=false&ts=1541378882540&sw=375&sh=667&v=2.8.32&r=stable&ec=0&o=30&fbp=fb.1.1541378882537.1723176582&it=1541378882038&coo=false","-1","","Facebook","4288","4184","4211","4211","4288","77","4184","4288","104","67","68","1","0","no-cache, must-revalidate, max-age=0","h2","low","","","Mon, 05 Nov 2018 00:48:02 GMT","","",
"64.233.180.157","131","","","-1","-1","Document","3","-1","-1","text/html; charset=UTF-8","0","1","","100","-1","https://adservice.google.com/ddm/fls/i/src=4721227;type=pagev;cat=spoti0;ord=7665681238859;gtm=2wgas3;auiddc=46042542.1541378881;u1=us;_dc_1=1;~oref=https%3A%2F%2Fwww.spotify.com%2Fus%2F","-1","-1","200","-1","","689","","269","","181105_EE_C","-1","65","-1","100","","194","4208","-1","GET","177","177","","0.53","-1","-1","adservice.google.com","100","-1","","32","4206","/ddm/fls/i/src=4721227;type=pagev;cat=spoti0;ord=7665681238859;gtm=2wgas3;auiddc=46042542.1541378881;u1=us;_dc_1=1;~oref=https%3A%2F%2Fwww.spotify.com%2Fus%2F","-1","","Google","4339","4208","4273","4273","4339","66","4208","4339","131","68","69","1","0","private, max-age=0","h2","high","","gzip","Mon, 05 Nov 2018 00:48:02 GMT","","",
"","329","","","-1","-1","","3","-1","-1","image/gif","","1","","-1","-1","https://sync.mathtag.com/sync/img?mt_exid=10017&redir=https%3A%2F%2Fidsync.rlcdn.com%2F47154.gif%3Fserved_by%3Devergreen%26partner_uid%3D%5BMM_UUID%5D","-1","-1","302","-1","","604","642","0","","181105_EE_C","-1","329","-1","-1","","0","4209","-1","GET","0","","","0.21.4","-1","-1","sync.mathtag.com","-1","-1","https://www.spotify.com/us/","-1","4209","/sync/img?mt_exid=10017&redir=https%3A%2F%2Fidsync.rlcdn.com%2F47154.gif%3Fserved_by%3Devergreen%26partner_uid%3D%5BMM_UUID%5D","-1","","","4538","4209","4538","4538","4538","0","4209","4538","329","69","70","1","0","no-cache","","","","","Mon, 05 Nov 2018 00:48:01 GMT","","",
"","89","","","-1","-1","Image","3","-1","-1","","","1","","-1","-1","https://idsync.rlcdn.com/466206.gif?partner_uid=2a22ca60-948d-48cb-bbad-5abf5267c5b6&pp=","-1","-1","307","-1","","324","1","0","","181105_EE_C","-1","89","-1","-1","","0","4246","-1","GET","0","","3785","0.55","-1","-1","idsync.rlcdn.com","-1","-1","https://pixel-static.spotify.com/sync.min.js","-1","4246","/466206.gif?partner_uid=2a22ca60-948d-48cb-bbad-5abf5267c5b6&pp=","-1","","","4335","4246","4335","4335","4335","0","4246","4335","89","70","71","1","0","no-cache, no-store","","","","","","","",
"52.20.66.66","92","","","-1","-1","Image","3","-1","-1","application/json;charset=utf-8","","1","","-1","-1","https://spotify.demdex.net/event?d_cid=257894%25012a22ca60-948d-48cb-bbad-5abf5267c5b6&d_sid=10455245&pp=","-1","-1","200","-1","","590","1","439","","181105_EE_C","-1","59","-1","-1","","112","4246","-1","GET","112","","3785","0.54","-1","-1","spotify.demdex.net","100","-1","https://pixel-static.spotify.com/sync.min.js","18","4245","/event?d_cid=257894%25012a22ca60-948d-48cb-bbad-5abf5267c5b6&d_sid=10455245&pp=","-1","","","4338","4246","4305","4305","4338","33","4246","4338","92","71","72","1","0","no-cache,no-store,must-revalidate,max-age=0,proxy-revalidate,no-transform,private","http/1.1","low","","","Thu, 01 Jan 1970 00:00:00 GMT","","",
"18.211.241.162","90","43","","-1","100","Image","3","-1","-1","image/gif","","1","","-1","-1","https://t.myvisualiq.net/impression_pixel?et=i&ago=212&ao=796&chnl=-19&vndr=1437&sz=6778&sp_adid=2a22ca60-948d-48cb-bbad-5abf5267c5b6&u=Eid_&pt=i","-1","-1","200","-1","0","282","1","479","","181105_EE_C","-1","59","-1","-1","","43","4247","-1","GET","43","","3785","0.56","-1","-1","t.myvisualiq.net","100","-1","https://pixel-static.spotify.com/sync.min.js","12","4246","/impression_pixel?et=i&ago=212&ao=796&chnl=-19&vndr=1437&sz=6778&sp_adid=2a22ca60-948d-48cb-bbad-5abf5267c5b6&u=Eid_&pt=i","-1","","","4337","4247","4306","4306","4337","31","4247","4337","90","72","73","1","0","no-cache, no-store, must-revalidate","http/1.1","low","","","","","",
"108.177.111.99","238","42","","-1","100","","3","-1","-1","image/gif","","1","","-1","-1","https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-5784146-31&cid=280203886.1541378881&jid=1714847503&_v=j71&z=631246745","-1","-1","200","-1","0","471","642","1019","","181105_EE_C","-1","237","-1","100","","824","4250","-1","GET","42","","","0.44.2","-1","-1","www.google.com","100","-1","https://www.spotify.com/us/","33","4250","/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-5784146-31&cid=280203886.1541378881&jid=1714847503&_v=j71&z=631246745","-1","","Google","4488","4250","4487","4487","4488","1","4250","4488","238","73","74","1","0","no-cache, must-revalidate","h2","low","","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"64.233.168.149","141","","","-1","-1","Document","3","-1","-1","text/html; charset=UTF-8","0","1","","100","-1","https://4721227.fls.doubleclick.net/ddm/fls/r/src=4721227;type=uidfq0;cat=spoti0;ord=4437999050602;gtm=2wgas3;auiddc=46042542.1541378881;u2=a8693c51cb81fba9e7eefe5c2d216401;_dc_1=1;~oref=https%3A%2F%2Fwww.spotify.com%2Fus%2F","-1","-1","200","-1","","1458","","793","","181105_EE_C","-1","134","-1","100","","1414","4285","-1","GET","810","810","","0.51.1","-1","-1","4721227.fls.doubleclick.net","100","-1","","26","4285","/ddm/fls/r/src=4721227;type=uidfq0;cat=spoti0;ord=4437999050602;gtm=2wgas3;auiddc=46042542.1541378881;u2=a8693c51cb81fba9e7eefe5c2d216401;_dc_1=1;~oref=https%3A%2F%2Fwww.spotify.com%2Fus%2F","-1","","Google","4426","4285","4419","4419","4426","7","4285","4426","141","74","75","1","0","private, max-age=0","h2","high","","gzip","Mon, 05 Nov 2018 00:48:02 GMT","","",
"","338","","","-1","-1","","3","-1","-1","","","1","","-1","-1","https://i.liadm.com/s/28214","-1","-1","303","-1","","289","642","0","","181105_EE_C","-1","338","-1","-1","","0","4335","-1","GET","0","","","0.55.1","-1","-1","i.liadm.com","-1","-1","https://www.spotify.com/us/","-1","4335","/s/28214","-1","","","4673","4335","4673","4673","4673","0","4335","4673","338","75","76","1","0","","","","","","","","",
"","321","","","-1","-1","Image","3","-1","-1","","","1","","-1","-1","https://insight.adsrvr.org/track/conv/?adv=3ysyqec&ct=0:2azffrr&fmt=3","-1","-1","302","-1","","0","1","0","","181105_EE_C","-1","321","-1","-1","","0","4429","-1","GET","0","","","0.57","-1","-1","insight.adsrvr.org","-1","-1","https://4721227.fls.doubleclick.net/ddm/fls/r/src=4721227;type=uidfq0;cat=spoti0;ord=4437999050602;gtm=2wgas3;auiddc=46042542.1541378881;u2=a8693c51cb81fba9e7eefe5c2d216401;_dc_1=1;~oref=https%3A%2F%2Fwww.spotify.com%2Fus%2F","-1","4429","/track/conv/?adv=3ysyqec&ct=0:2azffrr&fmt=3","-1","","","4750","4429","4750","4750","4750","0","4429","4750","321","76","77","1","0","private,no-cache, must-revalidate","","","","","","","",
"74.121.138.90","63","43","","-1","100","","3","-1","-1","image/gif","","1","","-1","-1","https://sync.mathtag.com/sync/img?mt_exid=10017&redir=https%3A%2F%2Fidsync.rlcdn.com%2F47154.gif%3Fserved_by%3Devergreen%26partner_uid%3D%5BMM_UUID%5D&mm_bnc&mm_bct","-1","-1","200","-1","0","473","642","2225","","181105_EE_C","-1","62","-1","-1","","43","4538","-1","GET","43","","","0.21.5","-1","-1","sync.mathtag.com","100","-1","https://www.spotify.com/us/","34","4538","/sync/img?mt_exid=10017&redir=https%3A%2F%2Fidsync.rlcdn.com%2F47154.gif%3Fserved_by%3Devergreen%26partner_uid%3D%5BMM_UUID%5D&mm_bnc&mm_bct","-1","","","4601","4538","4600","4600","4601","1","4538","4601","63","77","78","1","0","no-cache","http/1.1","low","","","Mon, 05 Nov 2018 00:48:01 GMT","","",
"173.194.67.156","113","","","-1","-1","Script","3","4450","4660","text/javascript; charset=UTF-8","0","1","","100","4520","https://www.googleadservices.com/pagead/conversion.js","14","4520","200","140","","9841","9","321","","181105_EE_C","4464","68","4472","100","3600","24502","4660","48","GET","9224","9224","","0.58","-1","-1","www.googleadservices.com","100","-1","https://4721227.fls.doubleclick.net/ddm/fls/r/src=4721227;type=uidfq0;cat=spoti0;ord=4437999050602;gtm=2wgas3;auiddc=46042542.1541378881;u2=a8693c51cb81fba9e7eefe5c2d216401;_dc_1=1;~oref=https%3A%2F%2Fwww.spotify.com%2Fus%2F","35","4432","/pagead/conversion.js","50","","Google","4773","4660","4728","4728","4773","45","4450","4773","315","78","79","1","0","private, max-age=3600","h2","high","","gzip","Mon, 05 Nov 2018 00:48:03 GMT","","",
"","67","","","-1","-1","","3","-1","-1","","","1","","-1","-1","https://i.liadm.com/s/28214?_li_chk=true&previous_uuid=d5904c8ec5974d8aac1d39c0fc795d23","-1","-1","303","-1","","502","642","0","","181105_EE_C","-1","67","-1","-1","","0","4673","-1","GET","0","","","0.55.2","-1","-1","i.liadm.com","-1","-1","https://www.spotify.com/us/","-1","4673","/s/28214?_li_chk=true&previous_uuid=d5904c8ec5974d8aac1d39c0fc795d23","-1","","","4740","4673","4740","4740","4740","0","4673","4740","67","79","80","1","0","","","","","","","","",
"157.240.18.35","54","44","","-1","100","Image","3","-1","-1","image/gif","","1","","-1","-1","https://www.facebook.com/tr/?id=1483047915331997&ev=Microdata&dl=https%3A%2F%2Fwww.spotify.com%2Fus%2F&rl=&if=false&ts=1541378883068&cd[Schema.org]=%5B%5D&cd[OpenGraph]=%7B%22og%3Atitle%22%3A%22Music%20for%20everyone.%22%2C%22og%3Atype%22%3A%22website%22%2C%22og%3Aurl%22%3A%22https%3A%2F%2Fwww.spotify.com%2Fus%2F%22%2C%22og%3Aimage%22%3A%22http%3A%2F%2Fwww.scdn.co%2Fi%2F_global%2Fopen-graph-default.png%22%2C%22og%3Aimage%3Asecure_url%22%3A%22https%3A%2F%2Fwww.scdn.co%2Fi%2F_global%2Fopen-graph-default.png%22%2C%22og%3Adescription%22%3A%22Spotify%20is%20all%20the%20music%20you%E2%80%99ll%20ever%20need.%22%7D&cd[Meta]=%7B%22title%22%3A%22Music%20for%20everyone%20-%20Spotify%22%2C%22meta%3Adescription%22%3A%22Spotify%20is%20a%20digital%20music%20service%20that%20gives%20you%20access%20to%20millions%20of%20songs.%22%2C%22meta%3Akeywords%22%3A%22Spotify%2C%20music%2C%20online%2C%20listen%2C%20streaming%2C%20play%2C%20digital%2C%20album%2C%20artist%2C%20playlist%22%7D&cd[DataLayer]=%5B%5D&cd[JSON-LD]=%5B%5D&sw=375&sh=667&v=2.8.32&r=stable&ec=1&o=30&fbp=fb.1.1541378882537.1723176582&it=1541378882038&coo=false&es=automatic","-1","-1","200","-1","0","418","25","816","","181105_EE_C","-1","39","-1","100","","44","4710","-1","GET","44","","20846","0.59","-1","-1","www.facebook.com","100","-1","https://connect.facebook.net/en_US/fbevents.js","20","4709","/tr/?id=1483047915331997&ev=Microdata&dl=https%3A%2F%2Fwww.spotify.com%2Fus%2F&rl=&if=false&ts=1541378883068&cd[Schema.org]=%5B%5D&cd[OpenGraph]=%7B%22og%3Atitle%22%3A%22Music%20for%20everyone.%22%2C%22og%3Atype%22%3A%22website%22%2C%22og%3Aurl%22%3A%22https%3A%2F%2Fwww.spotify.com%2Fus%2F%22%2C%22og%3Aimage%22%3A%22http%3A%2F%2Fwww.scdn.co%2Fi%2F_global%2Fopen-graph-default.png%22%2C%22og%3Aimage%3Asecure_url%22%3A%22https%3A%2F%2Fwww.scdn.co%2Fi%2F_global%2Fopen-graph-default.png%22%2C%22og%3Adescription%22%3A%22Spotify%20is%20all%20the%20music%20you%E2%80%99ll%20ever%20need.%22%7D&cd[Meta]=%7B%22title%22%3A%22Music%20for%20everyone%20-%20Spotify%22%2C%22meta%3Adescription%22%3A%22Spotify%20is%20a%20digital%20music%20service%20that%20gives%20you%20access%20to%20millions%20of%20songs.%22%2C%22meta%3Akeywords%22%3A%22Spotify%2C%20music%2C%20online%2C%20listen%2C%20streaming%2C%20play%2C%20digital%2C%20album%2C%20artist%2C%20playlist%22%7D&cd[DataLayer]=%5B%5D&cd[JSON-LD]=%5B%5D&sw=375&sh=667&v=2.8.32&r=stable&ec=1&o=30&fbp=fb.1.1541378882537.1723176582&it=1541378882038&coo=false&es=automatic","-1","","Facebook","4764","4710","4749","4749","4764","15","4710","4764","54","80","81","1","0","no-cache, must-revalidate, max-age=0","h2","low","","","Mon, 05 Nov 2018 00:48:03 GMT","","",
"35.185.32.61","359","43","","-1","100","","3","-1","-1","image/gif","","1","","-1","-1","https://x.bidswitch.net/syncd?dsp_id=256&user_group=2&user_id=&redir=%2F%2Fi.liadm.com%2Fs%2F31263%3Fbidder_id%3D5298%26bidder_uuid%3D%24%7BBSW_UID%7D&previous_uuid=699a9192536f43e6b32a932ecf84ef60","-1","-1","200","-1","0","610","642","1375","","181105_EE_C","-1","358","-1","100","","43","4740","-1","GET","43","","","0.55.3","-1","-1","x.bidswitch.net","100","-1","https://www.spotify.com/us/","36","4740","/syncd?dsp_id=256&user_group=2&user_id=&redir=%2F%2Fi.liadm.com%2Fs%2F31263%3Fbidder_id%3D5298%26bidder_uuid%3D%24%7BBSW_UID%7D&previous_uuid=699a9192536f43e6b32a932ecf84ef60","-1","","Google","5099","4740","5098","5098","5099","1","4740","5099","359","81","82","1","0","no-cache, no-store, must-revalidate","http/1.1","low","","","","","",
"","327","","","-1","-1","","3","-1","-1","text/html; charset=iso-8859-1","","1","","-1","-1","https://dsum-sec.casalemedia.com/rum?cm_dsp_id=39&external_user_id=cd6cccdc-bc76-4e59-9682-22ed0080ba97&expiration=1543970883","-1","-1","302","-1","","951","9","0","","181105_EE_C","-1","327","-1","-1","","0","4750","-1","GET","325","","","0.57.1","-1","-1","dsum-sec.casalemedia.com","-1","-1","https://4721227.fls.doubleclick.net/ddm/fls/r/src=4721227;type=uidfq0;cat=spoti0;ord=4437999050602;gtm=2wgas3;auiddc=46042542.1541378881;u2=a8693c51cb81fba9e7eefe5c2d216401;_dc_1=1;~oref=https%3A%2F%2Fwww.spotify.com%2Fus%2F","-1","4750","/rum?cm_dsp_id=39&external_user_id=cd6cccdc-bc76-4e59-9682-22ed0080ba97&expiration=1543970883","-1","","","5077","4750","5077","5077","5077","0","4750","5077","327","82","83","1","0","max-age=0, no-cache, no-store","","","","","Mon, 05 Nov 2018 00:48:03 GMT","","",
"13.107.21.200","93","","","-1","-1","Script","3","4832","5010","application/javascript","0","1","","100","4930","https://bat.bing.com/bat.js","63","4930","200","80","","7707","14","303","","181105_EE_C","4895","66","4897","0","1800","22884","5011","33","GET","7033","7033","380","0.61","-1","-1","bat.bing.com","100","-1","https://4721227.fls.doubleclick.net/ddm/fls/r/src=4721227;type=uidfq0;cat=spoti0;ord=4437999050602;gtm=2wgas3;auiddc=46042542.1541378881;u2=a8693c51cb81fba9e7eefe5c2d216401;_dc_1=1;~oref=https%3A%2F%2Fwww.spotify.com%2Fus%2F","38","4830","/bat.js","0","","","5104","5011","5077","5077","5104","27","4832","5104","269","83","84","1","0","private,max-age=1800","h2","high","","gzip","","","",
"64.233.180.157","88","","","-1","-1","Script","3","4831","5013","text/javascript; charset=UTF-8","0","1","","100","4880","https://googleads.g.doubleclick.net/pagead/viewthroughconversion/938675917/?random=1541378883140&cv=9&fst=1541378883140&num=1&guid=ON&resp=GooglemKTybQhCsO&eid=659255991&u_h=667&u_w=375&u_ah=667&u_aw=375&u_cd=32&u_his=1&u_tz=-300&u_java=false&u_nplug=0&u_nmime=0&sendb=1&frm=2&url=https%3A%2F%2F4721227.fls.doubleclick.net%2Fddm%2Ffls%2Fr%2Fsrc%3D4721227%3Btype%3Duidfq0%3Bcat%3Dspoti0%3Bord%3D4437999050602%3Bgtm%3D2wgas3%3Bauiddc%3D46042542.1541378881%3Bu2%3Da8693c51cb81fba9e7eefe5c2d216401%3B_dc_1%3D1%3B~oref%3Dhttps%253A%252F%252Fwww.spotify.com%252Fus%252F&ref=https%3A%2F%2F4721227.fls.doubleclick.net%2Factivityi%3Bsrc%3D4721227%3Btype%3Duidfq0%3Bcat%3Dspoti0%3Bord%3D4437999050602%3Bgtm%3D2wgas3%3Bauiddc%3D46042542.1541378881%3Bu2%3Da8693c51cb81fba9e7eefe5c2d216401%3B~oref%3Dhttps%253A%252F%252Fwww.spotify.com%252Fus%252F%3F&rfmt=3&fmt=4","3","4880","200","133","","1832","17","907","","181105_EE_C","4834","74","4835","100","","1994","5013","45","GET","1077","1077","919","0.60","-1","-1","googleads.g.doubleclick.net","100","-1","https://www.googleadservices.com/pagead/conversion.js","37","4828","/pagead/viewthroughconversion/938675917/?random=1541378883140&cv=9&fst=1541378883140&num=1&guid=ON&resp=GooglemKTybQhCsO&eid=659255991&u_h=667&u_w=375&u_ah=667&u_aw=375&u_cd=32&u_his=1&u_tz=-300&u_java=false&u_nplug=0&u_nmime=0&sendb=1&frm=2&url=https%3A%2F%2F4721227.fls.doubleclick.net%2Fddm%2Ffls%2Fr%2Fsrc%3D4721227%3Btype%3Duidfq0%3Bcat%3Dspoti0%3Bord%3D4437999050602%3Bgtm%3D2wgas3%3Bauiddc%3D46042542.1541378881%3Bu2%3Da8693c51cb81fba9e7eefe5c2d216401%3B_dc_1%3D1%3B~oref%3Dhttps%253A%252F%252Fwww.spotify.com%252Fus%252F&ref=https%3A%2F%2F4721227.fls.doubleclick.net%2Factivityi%3Bsrc%3D4721227%3Btype%3Duidfq0%3Bcat%3Dspoti0%3Bord%3D4437999050602%3Bgtm%3D2wgas3%3Bauiddc%3D46042542.1541378881%3Bu2%3Da8693c51cb81fba9e7eefe5c2d216401%3B~oref%3Dhttps%253A%252F%252Fwww.spotify.com%252Fus%252F%3F&rfmt=3&fmt=4","-1","","Google","5101","5013","5087","5087","5101","14","4831","5101","269","84","85","1","0","no-cache, must-revalidate","h2","high","","gzip","Fri, 01 Jan 1990 00:00:00 GMT","","",
"96.17.32.91","82","43","","-1","100","","3","-1","-1","image/gif","","1","","-1","-1","https://dsum-sec.casalemedia.com/rum?cm_dsp_id=39&external_user_id=cd6cccdc-bc76-4e59-9682-22ed0080ba97&expiration=1543970883&C=1","-1","-1","200","-1","0","253","14","1696","","181105_EE_C","-1","81","-1","100","","368","5077","-1","GET","43","","","0.57.2","-1","-1","dsum-sec.casalemedia.com","100","-1","https://4721227.fls.doubleclick.net/ddm/fls/r/src=4721227;type=uidfq0;cat=spoti0;ord=4437999050602;gtm=2wgas3;auiddc=46042542.1541378881;u2=a8693c51cb81fba9e7eefe5c2d216401;_dc_1=1;~oref=https%3A%2F%2Fwww.spotify.com%2Fus%2F","39","5077","/rum?cm_dsp_id=39&external_user_id=cd6cccdc-bc76-4e59-9682-22ed0080ba97&expiration=1543970883&C=1","-1","","Akamai","5159","5077","5158","5158","5159","1","5077","5159","82","85","86","1","0","max-age=0, no-cache, no-store","http/1.1","low","","","Mon, 05 Nov 2018 00:48:03 GMT","","",
"108.177.111.99","58","42","","-1","100","Image","3","-1","-1","image/gif","","1","","-1","-1","https://www.google.com/pagead/1p-user-list/938675917/?random=1541378883140&cv=9&fst=1541376000000&num=1&guid=ON&eid=659255991&u_h=667&u_w=375&u_ah=667&u_aw=375&u_cd=32&u_his=1&u_tz=-300&u_java=false&u_nplug=0&u_nmime=0&sendb=1&frm=2&url=https%3A%2F%2F4721227.fls.doubleclick.net%2Fddm%2Ffls%2Fr%2Fsrc%3D4721227%3Btype%3Duidfq0%3Bcat%3Dspoti0%3Bord%3D4437999050602%3Bgtm%3D2wgas3%3Bauiddc%3D46042542.1541378881%3Bu2%3Da8693c51cb81fba9e7eefe5c2d216401%3B_dc_1%3D1%3B~oref%3Dhttps%253A%252F%252Fwww.spotify.com%252Fus%252F&ref=https%3A%2F%2F4721227.fls.doubleclick.net%2Factivityi%3Bsrc%3D4721227%3Btype%3Duidfq0%3Bcat%3Dspoti0%3Bord%3D4437999050602%3Bgtm%3D2wgas3%3Bauiddc%3D46042542.1541378881%3Bu2%3Da8693c51cb81fba9e7eefe5c2d216401%3B~oref%3Dhttps%253A%252F%252Fwww.spotify.com%252Fus%252F%3F&fmt=3&crd=CITQGw&cdct=2&is_vtc=1&random=2129288909&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y","-1","-1","200","-1","0","481","1","812","","181105_EE_C","-1","40","-1","100","","42","5104","-1","GET","42","","649","0.62","-1","-1","www.google.com","100","-1","https://googleads.g.doubleclick.net/pagead/viewthroughconversion/938675917/?random=1541378883140&cv=9&fst=1541378883140&num=1&guid=ON&resp=GooglemKTybQhCsO&eid=659255991&u_h=667&u_w=375&u_ah=667&u_aw=375&u_cd=32&u_his=1&u_tz=-300&u_java=false&u_nplug=0&u_nmime=0&sendb=1&frm=2&url=https%3A%2F%2F4721227.fls.doubleclick.net%2Fddm%2Ffls%2Fr%2Fsrc%3D4721227%3Btype%3Duidfq0%3Bcat%3Dspoti0%3Bord%3D4437999050602%3Bgtm%3D2wgas3%3Bauiddc%3D46042542.1541378881%3Bu2%3Da8693c51cb81fba9e7eefe5c2d216401%3B_dc_1%3D1%3B~oref%3Dhttps%253A%252F%252Fwww.spotify.com%252Fus%252F&ref=https%3A%2F%2F4721227.fls.doubleclick.net%2Factivityi%3Bsrc%3D4721227%3Btype%3Duidfq0%3Bcat%3Dspoti0%3Bord%3D4437999050602%3Bgtm%3D2wgas3%3Bauiddc%3D46042542.1541378881%3Bu2%3Da8693c51cb81fba9e7eefe5c2d216401%3B~oref%3Dhttps%253A%252F%252Fwww.spotify.com%252Fus%252F%3F&rfmt=3&fmt=4","33","5103","/pagead/1p-user-list/938675917/?random=1541378883140&cv=9&fst=1541376000000&num=1&guid=ON&eid=659255991&u_h=667&u_w=375&u_ah=667&u_aw=375&u_cd=32&u_his=1&u_tz=-300&u_java=false&u_nplug=0&u_nmime=0&sendb=1&frm=2&url=https%3A%2F%2F4721227.fls.doubleclick.net%2Fddm%2Ffls%2Fr%2Fsrc%3D4721227%3Btype%3Duidfq0%3Bcat%3Dspoti0%3Bord%3D4437999050602%3Bgtm%3D2wgas3%3Bauiddc%3D46042542.1541378881%3Bu2%3Da8693c51cb81fba9e7eefe5c2d216401%3B_dc_1%3D1%3B~oref%3Dhttps%253A%252F%252Fwww.spotify.com%252Fus%252F&ref=https%3A%2F%2F4721227.fls.doubleclick.net%2Factivityi%3Bsrc%3D4721227%3Btype%3Duidfq0%3Bcat%3Dspoti0%3Bord%3D4437999050602%3Bgtm%3D2wgas3%3Bauiddc%3D46042542.1541378881%3Bu2%3Da8693c51cb81fba9e7eefe5c2d216401%3B~oref%3Dhttps%253A%252F%252Fwww.spotify.com%252Fus%252F%3F&fmt=3&crd=CITQGw&cdct=2&is_vtc=1&random=2129288909&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y","-1","","Google","5162","5104","5144","5144","5162","18","5104","5162","58","86","87","1","0","no-cache, no-store, must-revalidate","h2","low","","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"13.107.21.200","32","","","-1","-1","Image","3","-1","-1","","","1","","-1","-1","https://bat.bing.com/action/0?ti=5489004&Ver=2&mid=aeac7093-5aec-52fe-0f81-7a49a5ca4386&pi=0&lg=en-US&sw=375&sh=667&sc=32&r=&p=https%3A%2F%2F4721227.fls.doubleclick.net%2Factivityi%3Bsrc%3D4721227%3Btype%3Duidfq0%3Bcat%3Dspoti0%3Bord%3D4437999050602%3Bgtm%3D2wgas3%3Bauiddc%3D46042542.1541378881%3Bu2%3Da8693c51cb81fba9e7eefe5c2d216401%3B~oref%3Dhttps%253A%252F%252Fwww.spotify.com%252Fus%252F%3F&lt=981&evt=pageLoad&ifm=1&msclkid=N&rn=69522","-1","-1","204","-1","","212","1","373","","181105_EE_C","-1","27","-1","-1","","0","5119","-1","GET","0","","9449","0.63","-1","-1","bat.bing.com","-1","-1","https://bat.bing.com/bat.js","38","5118","/action/0?ti=5489004&Ver=2&mid=aeac7093-5aec-52fe-0f81-7a49a5ca4386&pi=0&lg=en-US&sw=375&sh=667&sc=32&r=&p=https%3A%2F%2F4721227.fls.doubleclick.net%2Factivityi%3Bsrc%3D4721227%3Btype%3Duidfq0%3Bcat%3Dspoti0%3Bord%3D4437999050602%3Bgtm%3D2wgas3%3Bauiddc%3D46042542.1541378881%3Bu2%3Da8693c51cb81fba9e7eefe5c2d216401%3B~oref%3Dhttps%253A%252F%252Fwww.spotify.com%252Fus%252F%3F&lt=981&evt=pageLoad&ifm=1&msclkid=N&rn=69522","-1","","","5151","5119","5146","5146","5151","5","5119","5151","32","87","88","1","0","no-cache, must-revalidate","h2","low","","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"23.196.10.229","114","","","-1","-1","Script","3","-1","-1","application/x-javascript","0","1","","100","-1","https://sb.scorecardresearch.com/c2/15654041/cs.js","-1","-1","200","-1","","361","3351","326","","181105_EE_C","-1","86","-1","100","259200","20","5171","-1","GET","20","20","26","0.64","-1","-1","sb.scorecardresearch.com","100","-1","https://www.googletagmanager.com/gtm.js?id=GTM-7BJJ","23","5170","/c2/15654041/cs.js","50","","Akamai","5285","5171","5257","5257","5285","28","5171","5285","114","88","89","1","0","private, no-transform, max-age=259200","http/1.1","high","","gzip","Thu, 08 Nov 2018 00:48:03 GMT","","",
