"ip_addr","load_ms","protocol","image_total","minify_save","score_cookies","score_compress","priority","requestType","type","dns_start","ssl_end","contentType","gzip_save","is_secure","server_count","score_gzip","ssl_start","full_url","dns_ms","connect_end","responseCode","ssl_ms","image_save","is_base_page","bytesIn","initiator_line","bytesOut","minify_total","cacheControl","contentEncoding","id","dns_end","ttfb_ms","connect_start","score_cdn","cache_time","objectSizeUncompressed","load_start","connect_ms","method","objectSize","gzip_total","expires","initiator_column","request_id","score_combine","score_etags","host","score_keep-alive","score_minify","initiator","socket","created","url","score_cache","server_rtt","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","jpeg_scan_count","score_progressive_jpeg",
"64.233.168.148","321","h2","","","-1","-1","high","Document","3","3585","4092","text/html; charset=UTF-8","0","1","","100","3832","https://3797665.fls.doubleclick.net/activityi;src=3797665;type=remar853;cat=Gener-;ord=4917908647859;gtm=2wgas3;auiddc=1433968841.1541378784;~oref=https%3A%2F%2Fvimeo.com%2F?","175","3832","200","260","","","1027","","307","","no-cache, must-revalidate","gzip","181105_1R_A","3760","140","3761","100","","450","4093","71","GET","356","356","Fri, 01 Jan 1990 00:00:00 GMT","","0.38","-1","-1","3797665.fls.doubleclick.net","100","-1","","17","3581","/activityi;src=3797665;type=remar853;cat=Gener-;ord=4917908647859;gtm=2wgas3;auiddc=1433968841.1541378784;~oref=https%3A%2F%2Fvimeo.com%2F","-1","","Google","4414","4093","4233","4233","4414","181","3585","4414","827","40","41","1","0","","",
"64.233.180.154","157","h2","","","-1","-1","high","Script","3","4050","4306","text/javascript; charset=UTF-8","0","1","","100","4134","https://googleads.g.doubleclick.net/pagead/viewthroughconversion/993702637/?random=1541378784927&cv=9&fst=1541378784927&num=1&guid=ON&resp=GooglemKTybQhCsO&eid=659255991&u_h=667&u_w=375&u_ah=667&u_aw=375&u_cd=32&u_his=1&u_tz=-300&u_java=false&u_nplug=0&u_nmime=0&gtm=2wgas3&sendb=1&frm=0&url=https%3A%2F%2Fvimeo.com%2F&tiba=Vimeo%20%7C%20The%20high-quality%20home%20for%20video%20hosting%20and%20watching&async=1&rfmt=3&fmt=4","15","4134","200","172","","","1715","16","448","","no-cache, must-revalidate","gzip","181105_1R_A","4065","68","4079","100","","1581","4308","55","GET","961","961","Fri, 01 Jan 1990 00:00:00 GMT","923","0.41","-1","-1","googleads.g.doubleclick.net","100","-1","https://www.googleadservices.com/pagead/conversion_async.js","18","4032","/pagead/viewthroughconversion/993702637/?random=1541378784927&cv=9&fst=1541378784927&num=1&guid=ON&resp=GooglemKTybQhCsO&eid=659255991&u_h=667&u_w=375&u_ah=667&u_aw=375&u_cd=32&u_his=1&u_tz=-300&u_java=false&u_nplug=0&u_nmime=0&gtm=2wgas3&sendb=1&frm=0&url=https%3A%2F%2Fvimeo.com%2F&tiba=Vimeo%20%7C%20The%20high-quality%20home%20for%20video%20hosting%20and%20watching&async=1&rfmt=3&fmt=4","-1","","Google","4465","4308","4376","4376","4465","89","4050","4465","399","41","42","1","0","","",
"","149","","","","-1","-1","","Image","3","-1","-1","text/html; charset=UTF-8","","1","","-1","-1","https://www.google-analytics.com/r/collect?v=1&_v=j71&a=1714691976&t=pageview&_s=1&dl=https%3A%2F%2Fvimeo.com%2F&dp=%2F%3F&ul=en-us&de=UTF-8&dt=Vimeo%20%7C%20The%20high-quality%20home%20for%20video%20hosting%20and%20watching&sd=32-bit&sr=375x667&vp=375x603&je=0&_u=aGBAAEALC~&jid=447415428&gjid=774404641&cid=47698616.1541378785&tid=UA-76641-8&_gid=646496569.1541378785&_r=1&gtm=2wgas3RBKK&cd1=logged_out&cd2=none&cd3=en&cd4=13254036.1414793013&cd8=LOHP&cd12=0&cd20=none&cd17=47698616.1541378785&z=1717533857","-1","-1","302","-1","","","930","14","0","","no-cache, no-store, must-revalidate","","181105_1R_A","-1","149","-1","-1","","0","4314","-1","GET","412","","Fri, 01 Jan 1990 00:00:00 GMT","84","0.45","-1","-1","www.google-analytics.com","-1","-1","https://www.google-analytics.com/analytics.js","-1","4314","/r/collect?v=1&_v=j71&a=1714691976&t=pageview&_s=1&dl=https%3A%2F%2Fvimeo.com%2F&dp=%2F%3F&ul=en-us&de=UTF-8&dt=Vimeo%20%7C%20The%20high-quality%20home%20for%20video%20hosting%20and%20watching&sd=32-bit&sr=375x667&vp=375x603&je=0&_u=aGBAAEALC~&jid=447415428&gjid=774404641&cid=47698616.1541378785&tid=UA-76641-8&_gid=646496569.1541378785&_r=1&gtm=2wgas3RBKK&cd1=logged_out&cd2=none&cd3=en&cd4=13254036.1414793013&cd8=LOHP&cd12=0&cd20=none&cd17=47698616.1541378785&z=1717533857","-1","","","4463","4314","4463","4463","4463","0","4314","4463","149","42","43","1","0","","",
"95.101.57.42","257","http/1.1","","","-1","-1","high","Script","3","3472","4357","application/x-javascript;charset=utf-8","0","1","","100","3887","https://sjs.bizographics.com/insight.min.js","251","3887","200","470","","","4380","14007","310","","max-age=80344","gzip","181105_1R_A","3723","201","3724","100","80344","13610","4357","163","GET","4105","4105","","26","0.34","-1","-1","sjs.bizographics.com","100","-1","https://www.googletagmanager.com/gtm.js?id=GTM-RBKK&l=_gtm","21","3467","/insight.min.js","50","","Akamai","4614","4357","4558","4558","4614","56","3472","4614","1141","43","44","1","0","","",
"157.240.18.35","37","h2","44","","-1","100","low","Image","3","4285","4451","image/gif","","1","","-1","4352","https://www.facebook.com/tr/?id=1472749159700779&ev=PageView&dl=https%3A%2F%2Fvimeo.com%2F&rl=&if=false&ts=1541378785229&sw=375&sh=667&v=2.8.32&r=stable&a=tmgoogletagmanager&ec=0&o=30&fbp=fb.1.1541378785226.710976988&it=1541378784903&coo=false","35","4352","200","99","0","","418","25","358","","no-cache, must-revalidate, max-age=0","","181105_1R_A","4320","25","4321","100","","44","4452","31","GET","44","","Mon, 05 Nov 2018 00:46:25 GMT","20846","0.43","-1","-1","www.facebook.com","100","-1","https://connect.facebook.net/en_US/fbevents.js","19","4284","/tr/?id=1472749159700779&ev=PageView&dl=https%3A%2F%2Fvimeo.com%2F&rl=&if=false&ts=1541378785229&sw=375&sh=667&v=2.8.32&r=stable&a=tmgoogletagmanager&ec=0&o=30&fbp=fb.1.1541378785226.710976988&it=1541378784903&coo=false","-1","","Facebook","4489","4452","4477","4477","4489","12","4285","4489","202","44","45","1","0","","",
"","117","","","","-1","-1","","Document","3","-1","-1","text/html; charset=UTF-8","","1","","-1","-1","https://adservice.google.com/ddm/fls/i/src=3797665;type=remar853;cat=Gener-;ord=4917908647859;gtm=2wgas3;auiddc=1433968841.1541378784;_dc_1=1;~oref=https%3A%2F%2Fvimeo.com%2F","-1","-1","302","-1","","","702","","0","","no-cache, must-revalidate","","181105_1R_A","-1","117","-1","-1","","0","4461","-1","GET","0","","Fri, 01 Jan 1990 00:00:00 GMT","","0.47","-1","-1","adservice.google.com","-1","-1","","-1","4461","/ddm/fls/i/src=3797665;type=remar853;cat=Gener-;ord=4917908647859;gtm=2wgas3;auiddc=1433968841.1541378784;_dc_1=1;~oref=https%3A%2F%2Fvimeo.com%2F","-1","","","4578","4461","4578","4578","4578","0","4461","4578","117","45","46","1","0","","",
"","499","","","","-1","-1","","","3","-1","-1","text/html; charset=UTF-8","","1","","-1","-1","https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-76641-8&cid=47698616.1541378785&jid=447415428&_gid=646496569.1541378785&gjid=774404641&_v=j71&z=1717533857","-1","-1","302","-1","","","907","1253","0","","no-cache, no-store, must-revalidate","","181105_1R_A","-1","499","-1","-1","","0","4463","-1","GET","361","","Fri, 01 Jan 1990 00:00:00 GMT","","0.45.1","-1","-1","stats.g.doubleclick.net","-1","-1","https://vimeo.com/","-1","4463","/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-76641-8&cid=47698616.1541378785&jid=447415428&_gid=646496569.1541378785&gjid=774404641&_v=j71&z=1717533857","-1","","","4962","4463","4962","4962","4962","0","4463","4962","499","46","47","1","0","","",
"216.200.233.94","94","http/1.1","","","-1","-1","high","Script","3","4320","4485","text/javascript","0","1","","100","4385","https://mathid.mathtag.com/d/i.js","35","4385","200","100","","","19549","6","300","","public, max-age=3600","gzip","181105_1R_A","4355","66","4357","0","3600","55420","4486","28","GET","19075","19075","Mon, 05 Nov 2018 01:46:25 GMT","82","0.46","-1","-1","mathid.mathtag.com","100","-1","https://pixel.mathtag.com/event/js?mt_pp=1&mt_adid=182258&mt_id=1137909&mm_bnc&mm_bct","20","4317","/d/i.js","50","","","4580","4486","4552","4552","4580","28","4320","4580","257","47","48","1","0","","",
"52.84.141.29","169","h2","","","-1","-1","high","Script","3","4292","4544","application/x-javascript","0","1","","100","4365","https://rules.quantcount.com/rules-p-Tx6XHrG_zs1Vy.js","30","4365","200","179","","","2436","8","173","","max-age=3600","gzip","181105_1R_A","4322","80","4323","100","1347","8545","4545","42","GET","2144","2144","","396","0.44","-1","-1","rules.quantcount.com","100","-1","https://secure.quantserve.com/quant.js","22","4290","/rules-p-Tx6XHrG_zs1Vy.js","0","","Amazon CloudFront","4714","4545","4625","4625","4714","89","4292","4714","420","48","49","1","0","","",
"64.233.168.148","228","h2","","","-1","-1","high","Document","3","-1","-1","text/html; charset=UTF-8","0","1","","100","-1","https://3797665.fls.doubleclick.net/ddm/fls/r/src=3797665;type=remar853;cat=Gener-;ord=4917908647859;gtm=2wgas3;auiddc=1433968841.1541378784;_dc_1=1;~oref=https%3A%2F%2Fvimeo.com%2F","-1","-1","200","-1","","","2583","","555","","private, max-age=0","gzip","181105_1R_A","-1","144","-1","100","","5845","4578","-1","GET","1934","1934","Mon, 05 Nov 2018 00:46:25 GMT","","0.47.1","-1","-1","3797665.fls.doubleclick.net","100","-1","","17","4578","/ddm/fls/r/src=3797665;type=remar853;cat=Gener-;ord=4917908647859;gtm=2wgas3;auiddc=1433968841.1541378784;_dc_1=1;~oref=https%3A%2F%2Fvimeo.com%2F","-1","","Google","4806","4578","4722","4722","4806","84","4578","4806","228","49","50","1","0","","",
"108.177.111.147","239","h2","42","","-1","100","low","Image","3","4471","4666","image/gif","","1","","-1","4526","https://www.google.com/pagead/1p-user-list/993702637/?random=1541378784927&cv=9&fst=1541376000000&num=1&guid=ON&eid=659255991&u_h=667&u_w=375&u_ah=667&u_aw=375&u_cd=32&u_his=1&u_tz=-300&u_java=false&u_nplug=0&u_nmime=0&gtm=2wgas3&sendb=1&frm=0&url=https%3A%2F%2Fvimeo.com%2F&tiba=Vimeo%20%7C%20The%20high-quality%20home%20for%20video%20hosting%20and%20watching&async=1&fmt=3&crd=CITQGw&cdct=2&is_vtc=1&random=1481445176&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y","16","4526","200","140","0","","481","1","518","","no-cache, no-store, must-revalidate","","181105_1R_A","4487","46","4488","100","","42","4667","38","GET","42","","Fri, 01 Jan 1990 00:00:00 GMT","649","0.48","-1","-1","www.google.com","100","-1","https://googleads.g.doubleclick.net/pagead/viewthroughconversion/993702637/?random=1541378784927&cv=9&fst=1541378784927&num=1&guid=ON&resp=GooglemKTybQhCsO&eid=659255991&u_h=667&u_w=375&u_ah=667&u_aw=375&u_cd=32&u_his=1&u_tz=-300&u_java=false&u_nplug=0&u_nmime=0&gtm=2wgas3&sendb=1&frm=0&url=https%3A%2F%2Fvimeo.com%2F&tiba=Vimeo%20%7C%20The%20high-quality%20home%20for%20video%20hosting%20and%20watching&async=1&rfmt=3&fmt=4","23","4467","/pagead/1p-user-list/993702637/?random=1541378784927&cv=9&fst=1541376000000&num=1&guid=ON&eid=659255991&u_h=667&u_w=375&u_ah=667&u_aw=375&u_cd=32&u_his=1&u_tz=-300&u_java=false&u_nplug=0&u_nmime=0&gtm=2wgas3&sendb=1&frm=0&url=https%3A%2F%2Fvimeo.com%2F&tiba=Vimeo%20%7C%20The%20high-quality%20home%20for%20video%20hosting%20and%20watching&async=1&fmt=3&crd=CITQGw&cdct=2&is_vtc=1&random=1481445176&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y","-1","","Google","4906","4667","4713","4713","4906","193","4471","4906","433","50","51","1","0","","",
"","709","","","","-1","-1","","Document","3","-1","-1","","","1","","-1","-1","https://aax-eu.amazon-adsystem.com/s/iu3?d=generic&ex-fargs=%3Fid%3D1875ae9d-36b2-645e-e650-5cf9d2346763%26type%3DUNKNOWN%26m%3D3&ex-fch=416613&ex-src=https://vimeo.com/&ex-hargs=v%3D1.0%3Bc%3D4198834160702%3Bp%3D1875AE9D-36B2-645E-E650-5CF9D2346763&cb=249805023414584100","-1","-1","302","-1","","","733","1","0","","max-age=0, no-cache, no-store, private, must-revalidate, s-maxage=0","","181105_1R_A","-1","709","-1","-1","","0","4837","-1","GET","0","","Thu, 01 Jan 1970 00:00:00 GMT","954","0.50","-1","-1","aax-eu.amazon-adsystem.com","-1","-1","https://3797665.fls.doubleclick.net/ddm/fls/r/src=3797665;type=remar853;cat=Gener-;ord=4917908647859;gtm=2wgas3;auiddc=1433968841.1541378784;_dc_1=1;~oref=https%3A%2F%2Fvimeo.com%2F","-1","4837","/s/iu3?d=generic&ex-fargs=%3Fid%3D1875ae9d-36b2-645e-e650-5cf9d2346763%26type%3DUNKNOWN%26m%3D3&ex-fch=416613&ex-src=https://vimeo.com/&ex-hargs=v%3D1.0%3Bc%3D4198834160702%3Bp%3D1875AE9D-36B2-645E-E650-5CF9D2346763&cb=249805023414584100","-1","","","5546","4837","5546","5546","5546","0","4837","5546","709","51","52","1","0","","",
"","353","","","","-1","-1","","Document","3","-1","-1","","","1","","-1","-1","https://s.amazon-adsystem.com/iu3?d=generic&ex-fargs=%3Fid%3D28d93638-9534-116c-3b29-c953f3fe042e%26type%3DUNKNOWN%26m%3D7&ex-fch=416613&ex-src=https://www.vimeo.com&ex-hargs=v%3D1.0%3Bc%3D5919699720701%3Bp%3D28D93638-9534-116C-3B29-C953F3FE042E&cb=429028324154067900","-1","-1","302","-1","","","729","1","0","","max-age=0, no-cache, no-store, private, must-revalidate, s-maxage=0","","181105_1R_A","-1","353","-1","-1","","0","4869","-1","GET","0","","Thu, 01 Jan 1970 00:00:00 GMT","2070","0.51","-1","-1","s.amazon-adsystem.com","-1","-1","https://3797665.fls.doubleclick.net/ddm/fls/r/src=3797665;type=remar853;cat=Gener-;ord=4917908647859;gtm=2wgas3;auiddc=1433968841.1541378784;_dc_1=1;~oref=https%3A%2F%2Fvimeo.com%2F","-1","4869","/iu3?d=generic&ex-fargs=%3Fid%3D28d93638-9534-116c-3b29-c953f3fe042e%26type%3DUNKNOWN%26m%3D7&ex-fch=416613&ex-src=https://www.vimeo.com&ex-hargs=v%3D1.0%3Bc%3D5919699720701%3Bp%3D28D93638-9534-116C-3B29-C953F3FE042E&cb=429028324154067900","-1","","","5222","4869","5222","5222","5222","0","4869","5222","353","52","53","1","0","","",
"","451","","","","-1","-1","","Document","3","-1","-1","","","1","","-1","-1","https://s.amazon-adsystem.com/iu3?d=generic&ex-fargs=%3Fid%3D42b24438-a5d3-7e27-4394-c8c26dcb07e1%26type%3DUNKNOWN%26m%3D1&ex-fch=416613&ex-src=https://www.vimeo.com&ex-hargs=v%3D1.0%3Bc%3D9652012120301%3Bp%3D42B24438-A5D3-7E27-4394-C8C26DCB07E1&cb=889384773074511400","-1","-1","302","-1","","","729","1","0","","max-age=0, no-cache, no-store, private, must-revalidate, s-maxage=0","","181105_1R_A","-1","451","-1","-1","","0","4902","-1","GET","0","","Thu, 01 Jan 1970 00:00:00 GMT","3182","0.52","-1","-1","s.amazon-adsystem.com","-1","-1","https://3797665.fls.doubleclick.net/ddm/fls/r/src=3797665;type=remar853;cat=Gener-;ord=4917908647859;gtm=2wgas3;auiddc=1433968841.1541378784;_dc_1=1;~oref=https%3A%2F%2Fvimeo.com%2F","-1","4902","/iu3?d=generic&ex-fargs=%3Fid%3D42b24438-a5d3-7e27-4394-c8c26dcb07e1%26type%3DUNKNOWN%26m%3D1&ex-fch=416613&ex-src=https://www.vimeo.com&ex-hargs=v%3D1.0%3Bc%3D9652012120301%3Bp%3D42B24438-A5D3-7E27-4394-C8C26DCB07E1&cb=889384773074511400","-1","","","5353","4902","5353","5353","5353","0","4902","5353","451","53","54","1","0","","",
"","122","","","","-1","-1","","Script","3","-1","-1","text/javascript","","1","","-1","-1","https://pixel.mathtag.com/event/js?mt_id=442390&mt_adid=109363&v1=&v2=&v3=&s1=&s2=&s3=","-1","-1","302","-1","","","616","10","0","","max-age=0, no-cache, no-store","","181105_1R_A","-1","122","-1","-1","","0","4905","-1","GET","0","","Mon, 05 Nov 2018 00:46:25 GMT","","0.54","-1","-1","pixel.mathtag.com","-1","-1","https://3797665.fls.doubleclick.net/ddm/fls/r/src=3797665;type=remar853;cat=Gener-;ord=4917908647859;gtm=2wgas3;auiddc=1433968841.1541378784;_dc_1=1;~oref=https%3A%2F%2Fvimeo.com%2F","-1","4905","/event/js?mt_id=442390&mt_adid=109363&v1=&v2=&v3=&s1=&s2=&s3=","-1","","","5027","4905","5027","5027","5027","0","4905","5027","122","54","55","1","0","","",
"157.240.18.35","34","h2","44","","-1","100","low","Image","3","-1","-1","image/gif","","1","","-1","-1","https://www.facebook.com/tr/?id=1472749159700779&ev=Microdata&dl=https%3A%2F%2Fvimeo.com%2F&rl=&if=false&ts=1541378785872&cd[Schema.org]=%5B%5D&cd[OpenGraph]=%7B%22og%3Atype%22%3A%22business.business%22%2C%22og%3Aurl%22%3A%22https%3A%2F%2Fvimeo.com%22%2C%22og%3Atitle%22%3A%22Vimeo%3A%20Watch%2C%20upload%2C%20and%20share%20HD%20and%204K%20videos%20with%20no%20ads%22%2C%22og%3Adescription%22%3A%22Join%20the%20web%E2%80%99s%20most%20supportive%20community%20of%20creators%20and%20get%20high-quality%20tools%20for%20hosting%2C%20sharing%2C%20and%20streaming%20videos%20in%20gorgeous%20HD%20and%204K%20with%20no%20ads.%22%2C%22og%3Aimage%22%3A%22https%3A%2F%2Ff.vimeocdn.com%2Fimages_v6%2Flogo.png%3FDEV%22%7D&cd[Meta]=%7B%22title%22%3A%22Vimeo%20%7C%20The%20high-quality%20home%20for%20video%20hosting%20and%20watching%22%2C%22meta%3Adescription%22%3A%22Join%20the%20world%E2%80%99s%20best%20community%20of%20creators%20and%20fans%2C%20enjoy%20hosting%20videos%20in%20gorgeous%2C%20ad-free%204K%2C%20and%20get%20powerful%20tools%20for%20filmmakers%20and%20brands.%22%7D&cd[DataLayer]=%5B%5D&cd[JSON-LD]=%5B%5B%7B%22name%22%3A%22Vimeo%22%2C%22url%22%3A%22https%3A%2F%2Fvimeo.com%22%2C%22sameAs%22%3A%5B%22https%3A%2F%2Ftwitter.com%2Fvimeo%22%2C%22http%3A%2F%2Fvimeo.tumblr.com%2F%22%2C%22https%3A%2F%2Fwww.facebook.com%2FVimeo%22%2C%22https%3A%2F%2Fplus.google.com%2F%2Bvimeo%22%2C%22https%3A%2F%2Finstagram.com%2Fvimeo%22%2C%22https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Fvimeo%22%5D%2C%22potentialAction%22%3A%5B%7B%22%40type%22%3A%22SearchAction%22%2C%22target%22%3A%22%2Fsearch%3Fq%3D%7Bqs%7D%22%2C%22query-input%22%3A%22required%20name%3Dqs%22%7D%2C%7B%22%40type%22%3A%22ViewAction%22%2C%22target%22%3A%22vimeo%3A%2F%2Fapp.vimeo.com%2F%22%7D%5D%2C%22%40type%22%3A%22WebSite%22%2C%22%40context%22%3A%22http%3A%2F%2Fschema.org%22%7D%5D%5D&sw=375&sh=667&v=2.8.32&r=stable&a=tmgoogletagmanager&ec=1&o=30&fbp=fb.1.1541378785226.710976988&it=1541378784903&coo=false&es=automatic","-1","-1","200","-1","0","","418","25","1412","","no-cache, must-revalidate, max-age=0","","181105_1R_A","-1","23","-1","100","","44","4930","-1","GET","44","","Mon, 05 Nov 2018 00:46:25 GMT","20846","0.55","-1","-1","www.facebook.com","100","-1","https://connect.facebook.net/en_US/fbevents.js","19","4929","/tr/?id=1472749159700779&ev=Microdata&dl=https%3A%2F%2Fvimeo.com%2F&rl=&if=false&ts=1541378785872&cd[Schema.org]=%5B%5D&cd[OpenGraph]=%7B%22og%3Atype%22%3A%22business.business%22%2C%22og%3Aurl%22%3A%22https%3A%2F%2Fvimeo.com%22%2C%22og%3Atitle%22%3A%22Vimeo%3A%20Watch%2C%20upload%2C%20and%20share%20HD%20and%204K%20videos%20with%20no%20ads%22%2C%22og%3Adescription%22%3A%22Join%20the%20web%E2%80%99s%20most%20supportive%20community%20of%20creators%20and%20get%20high-quality%20tools%20for%20hosting%2C%20sharing%2C%20and%20streaming%20videos%20in%20gorgeous%20HD%20and%204K%20with%20no%20ads.%22%2C%22og%3Aimage%22%3A%22https%3A%2F%2Ff.vimeocdn.com%2Fimages_v6%2Flogo.png%3FDEV%22%7D&cd[Meta]=%7B%22title%22%3A%22Vimeo%20%7C%20The%20high-quality%20home%20for%20video%20hosting%20and%20watching%22%2C%22meta%3Adescription%22%3A%22Join%20the%20world%E2%80%99s%20best%20community%20of%20creators%20and%20fans%2C%20enjoy%20hosting%20videos%20in%20gorgeous%2C%20ad-free%204K%2C%20and%20get%20powerful%20tools%20for%20filmmakers%20and%20brands.%22%7D&cd[DataLayer]=%5B%5D&cd[JSON-LD]=%5B%5B%7B%22name%22%3A%22Vimeo%22%2C%22url%22%3A%22https%3A%2F%2Fvimeo.com%22%2C%22sameAs%22%3A%5B%22https%3A%2F%2Ftwitter.com%2Fvimeo%22%2C%22http%3A%2F%2Fvimeo.tumblr.com%2F%22%2C%22https%3A%2F%2Fwww.facebook.com%2FVimeo%22%2C%22https%3A%2F%2Fplus.google.com%2F%2Bvimeo%22%2C%22https%3A%2F%2Finstagram.com%2Fvimeo%22%2C%22https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Fvimeo%22%5D%2C%22potentialAction%22%3A%5B%7B%22%40type%22%3A%22SearchAction%22%2C%22target%22%3A%22%2Fsearch%3Fq%3D%7Bqs%7D%22%2C%22query-input%22%3A%22required%20name%3Dqs%22%7D%2C%7B%22%40type%22%3A%22ViewAction%22%2C%22target%22%3A%22vimeo%3A%2F%2Fapp.vimeo.com%2F%22%7D%5D%2C%22%40type%22%3A%22WebSite%22%2C%22%40context%22%3A%22http%3A%2F%2Fschema.org%22%7D%5D%5D&sw=375&sh=667&v=2.8.32&r=stable&a=tmgoogletagmanager&ec=1&o=30&fbp=fb.1.1541378785226.710976988&it=1541378784903&coo=false&es=automatic","-1","","Facebook","4964","4930","4953","4953","4964","11","4930","4964","34","55","56","1","0","","",
"108.177.111.147","172","h2","42","","-1","100","low","","3","-1","-1","image/gif","","1","","-1","-1","https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-76641-8&cid=47698616.1541378785&jid=447415428&_v=j71&z=1717533857","-1","-1","200","-1","0","","471","1253","826","","no-cache, must-revalidate","","181105_1R_A","-1","172","-1","100","","815","4962","-1","GET","42","","Fri, 01 Jan 1990 00:00:00 GMT","","0.45.2","-1","-1","www.google.com","100","-1","https://vimeo.com/","23","4962","/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-76641-8&cid=47698616.1541378785&jid=447415428&_v=j71&z=1717533857","-1","","Google","5134","4962","5134","5134","5134","0","4962","5134","172","56","57","1","0","","",
"18.217.127.164","127","http/1.1","35","","-1","100","low","Image","3","4753","5008","image/gif","","1","","-1","4869","https://pixel.quantserve.com/pixel;r=131959236;labels=_fp.event.Homepage;rf=0;a=p-Tx6XHrG_zs1Vy;url=https%3A%2F%2Fvimeo.com%2F;fpan=1;fpa=P0-1332817325-1541378785691;ns=0;ce=1;qjs=1;qv=4c19192-20180628134937;cm=;ref=;je=0;sr=375x667x32;enc=n;dst=1;et=1541378785690;tzo=300;ogl=type.business%252Ebusiness%2Curl.https%3A%2F%2Fvimeo%252Ecom%2Ctitle.Vimeo%3A%20Watch%252C%20upload%252C%20and%20share%20HD%20and%204K%20videos%20with%20no%20ads%2Cdescription.Join%20the%20web%E2%80%99s%20most%20supportive%20community%20of%20creators%20and%20get%20high-quality%20tools%20%2Cimage.https%3A%2F%2Ff%252Evimeocdn%252Ecom%2Fimages_v6%2Flogo%252Epng%3FDEV%2Ctype.business%252Ebusiness","72","4869","200","139","0","","562","20","997","","private, no-cache, no-store, proxy-revalidate","","181105_1R_A","4825","61","4825","-1","","35","5009","44","GET","35","","Fri, 04 Aug 1978 12:00:00 GMT","275","0.49","-1","-1","pixel.quantserve.com","100","-1","https://secure.quantserve.com/quant.js","24","4749","/pixel;r=131959236;labels=_fp.event.Homepage;rf=0;a=p-Tx6XHrG_zs1Vy;url=https%3A%2F%2Fvimeo.com%2F;fpan=1;fpa=P0-1332817325-1541378785691;ns=0;ce=1;qjs=1;qv=4c19192-20180628134937;cm=;ref=;je=0;sr=375x667x32;enc=n;dst=1;et=1541378785690;tzo=300;ogl=type.business%252Ebusiness%2Curl.https%3A%2F%2Fvimeo%252Ecom%2Ctitle.Vimeo%3A%20Watch%252C%20upload%252C%20and%20share%20HD%20and%204K%20videos%20with%20no%20ads%2Cdescription.Join%20the%20web%E2%80%99s%20most%20supportive%20community%20of%20creators%20and%20get%20high-quality%20tools%20%2Cimage.https%3A%2F%2Ff%252Evimeocdn%252Ecom%2Fimages_v6%2Flogo%252Epng%3FDEV%2Ctype.business%252Ebusiness","-1","","","5136","5009","5070","5070","5136","66","4753","5136","382","57","58","1","0","","",
"96.16.205.68","252","http/1.1","","","-1","-1","high","","3","-1","-1","text/javascript","","1","","-1","-1","https://pixel.mathtag.com/event/js?mt_id=442390&mt_adid=109363&v1=&v2=&v3=&s1=&s2=&s3=&mm_bnc&mm_bct","-1","-1","200","-1","","","1406","10","1046","","max-age=0, no-cache, no-store","","181105_1R_A","-1","116","-1","100","","898","5027","-1","GET","898","","Mon, 05 Nov 2018 00:46:26 GMT","","0.54.1","-1","-1","pixel.mathtag.com","100","-1","https://3797665.fls.doubleclick.net/ddm/fls/r/src=3797665;type=remar853;cat=Gener-;ord=4917908647859;gtm=2wgas3;auiddc=1433968841.1541378784;_dc_1=1;~oref=https%3A%2F%2Fvimeo.com%2F","15","5027","/event/js?mt_id=442390&mt_adid=109363&v1=&v2=&v3=&s1=&s2=&s3=&mm_bnc&mm_bct","-1","","Akamai","5279","5027","5143","5143","5279","136","5027","5279","252","58","59","1","0","","",
"54.239.17.112","143","http/1.1","","","-1","-1","high","Document","3","-1","-1","text/html;charset=ISO-8859-1","","1","","-1","-1","https://s.amazon-adsystem.com/iu3?d=generic&ex-fargs=%3Fid%3D28d93638-9534-116c-3b29-c953f3fe042e%26type%3DUNKNOWN%26m%3D7&ex-fch=416613&ex-src=https://www.vimeo.com&ex-hargs=v%3D1.0%3Bc%3D5919699720701%3Bp%3D28D93638-9534-116C-3B29-C953F3FE042E&cb=429028324154067900&dcc=t","-1","-1","200","-1","","","435","","1520","","max-age=0, no-cache, no-store, private, must-revalidate, s-maxage=0","","181105_1R_A","-1","103","-1","-1","","65","5222","-1","GET","65","","Thu, 01 Jan 1970 00:00:00 GMT","","0.51.1","-1","-1","s.amazon-adsystem.com","100","-1","","26","5222","/iu3?d=generic&ex-fargs=%3Fid%3D28d93638-9534-116c-3b29-c953f3fe042e%26type%3DUNKNOWN%26m%3D7&ex-fch=416613&ex-src=https://www.vimeo.com&ex-hargs=v%3D1.0%3Bc%3D5919699720701%3Bp%3D28D93638-9534-116C-3B29-C953F3FE042E&cb=429028324154067900&dcc=t","-1","","","5365","5222","5325","5325","5365","40","5222","5365","143","59","60","1","0","","",
