timestamp,inter_arrival_time,seq,ack,flag_CWR,flag_ECE,flag_URG,flag_ACK,flag_PSH,flag_RST,flag_SYN,flag_FIN,window_size,urgent_pointer,tcp_header_size,tcp_payload_size,ip_header_size,ip_id,ip_tos,ip_df,ip_mf,ip_offset
1541378112.300025,5.0067901611328125e-06,3008999822,3766116422,0,0,0,1,0,0,0,0,2004,0,32,0,5,0,0,1,0,0
1541378112.300029,4.0531158447265625e-06,3008999822,3766117475,0,0,0,1,0,0,0,0,1988,0,32,0,5,0,0,1,0,0
1541378112.300031,1.9073486328125e-06,3008999822,3766119581,0,0,0,1,0,0,0,0,1955,0,32,0,5,0,0,1,0,0
1541378112.300034,3.0994415283203125e-06,3008999822,3766122477,0,0,0,1,0,0,0,0,1910,0,32,0,5,0,0,1,0,0
1541378112.300037,2.86102294921875e-06,3008999822,3766125373,0,0,0,1,0,0,0,0,1864,0,32,0,5,0,0,1,0,0
1541378112.300039,2.1457672119140625e-06,3008999822,3766128269,0,0,0,1,0,0,0,0,1819,0,32,0,5,0,0,1,0,0
1541378112.300042,2.86102294921875e-06,3008999822,3766131165,0,0,0,1,0,0,0,0,1774,0,32,0,5,0,0,1,0,0
1541378112.300045,3.0994415283203125e-06,3008999822,3766134061,0,0,0,1,0,0,0,0,1729,0,32,0,5,0,0,1,0,0
1541378112.300048,3.0994415283203125e-06,3008999822,3766134630,0,0,0,1,0,0,0,0,1720,0,32,0,5,0,0,1,0,0
1541378112.300348,0.0002999305725097656,3008999822,3766134630,0,0,0,1,0,0,0,0,2048,0,32,0,5,0,0,1,0,0
1541378112.365397,0.0650489330291748,3008999822,3766135683,0,0,0,1,0,0,0,0,2031,0,32,0,5,0,0,1,0,0
1541378112.365408,1.0967254638671875e-05,3008999822,3766136736,0,0,0,1,0,0,0,0,2015,0,32,0,5,0,0,1,0,0
1541378112.365785,0.0003769397735595703,3008999822,3766138184,0,0,0,1,0,0,0,0,2048,0,32,0,5,0,0,1,0,0
1541378112.366996,0.0012111663818359375,3008999822,3766138842,0,0,0,1,0,0,0,0,2037,0,32,0,5,0,0,1,0,0
1541378112.367005,9.059906005859375e-06,3008999822,3766141738,0,0,0,1,0,0,0,0,1992,0,32,0,5,0,0,1,0,0
1541378112.367007,1.9073486328125e-06,3008999822,3766142132,0,0,0,1,0,0,0,0,1986,0,32,0,5,0,0,1,0,0
1541378112.36713,0.00012302398681640625,3008999822,3766142132,0,0,0,1,0,0,0,0,2048,0,32,0,5,0,0,1,0,0
1541378112.469373,0.10224294662475586,3008999822,3766143185,0,0,0,1,0,0,0,0,2031,0,32,0,5,0,0,1,0,0
1541378112.469387,1.4066696166992188e-05,3008999822,3766144238,0,0,0,1,0,0,0,0,2015,0,32,0,5,0,0,1,0,0
1541378112.46939,2.86102294921875e-06,3008999822,3766146344,0,0,0,1,0,0,0,0,1982,0,32,0,5,0,0,1,0,0
1541378112.469393,3.0994415283203125e-06,3008999822,3766149240,0,0,0,1,0,0,0,0,1936,0,32,0,5,0,0,1,0,0
1541378112.469396,3.0994415283203125e-06,3008999822,3766152136,0,0,0,1,0,0,0,0,1891,0,32,0,5,0,0,1,0,0
1541378112.469441,4.482269287109375e-05,3008999822,3766155032,0,0,0,1,0,0,0,0,1846,0,32,0,5,0,0,1,0,0
1541378112.469444,3.0994415283203125e-06,3008999822,3766156693,0,0,0,1,0,0,0,0,1820,0,32,0,5,0,0,1,0,0
1541378112.469736,0.00029206275939941406,3008999822,3766156693,0,0,0,1,0,0,0,0,2048,0,32,0,5,0,0,1,0,0
